stage,physics_tag,method,n_steps,n_replicas,beta,h,w,n_dim,M,a,beta_h,n_seeds,l2_f_median,l2_f_q25,l2_f_q75,l2_fp_median,l2_fp_q25,l2_fp_q75,integrated_l2_f_median,integrated_l2_f_q25,integrated_l2_f_q75,l2_f_transition_median,l2_f_transition_q25,l2_f_transition_q75,l2_fp_transition_median,l2_fp_transition_q25,l2_fp_transition_q75,marginal_l2_ref_median,marginal_l2_ref_q25,marginal_l2_ref_q75,marginal_l2_uniform_median,marginal_l2_uniform_q25,marginal_l2_uniform_q75,n_barrier_crossings_median,n_barrier_crossings_q25,n_barrier_crossings_q75,n_round_trips_median,n_round_trips_q25,n_round_trips_q75,fr_event_fraction_median,fr_event_fraction_q25,fr_event_fraction_q75,max_fr_event_fraction_median,max_fr_event_fraction_q25,max_fr_event_fraction_q75,final_ancestor_ess_median,final_ancestor_ess_q25,final_ancestor_ess_q75,min_ancestor_ess_median,min_ancestor_ess_q25,min_ancestor_ess_q75,final_max_ancestor_frac_median,final_max_ancestor_frac_q25,final_max_ancestor_frac_q75,total_replacement_events_median,total_replacement_events_q25,total_replacement_events_q75
pilot,b1_h1_w2_n10_a1.5,abf,120000,1024,1.0,1.0,2.0,10,100,1.5,1.0,4,0.10107410520434536,0.09972948493294492,0.10146128262767193,0.34904042325367984,0.3449264994413439,0.3538720199337611,44.08313332399713,41.20345370972741,46.917507018135026,0.05376640843054384,0.05126289674619248,0.05642768257170626,0.4141682756237208,0.4059421712628089,0.42631065567555837,0.3077852702671102,0.3026052934673435,0.31908641797399817,0.1528104254803037,0.1513745853791697,0.1616101553820896,1556712.0,1553621.75,1558883.0,778053.0,776512.0,779131.25,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0
pilot,b1_h1_w2_n10_a1.5,fr_estimated,120000,1024,1.0,1.0,2.0,10,100,1.5,1.0,4,0.05263342043071128,0.05216725696780232,0.05496892335975358,0.2859113485272451,0.27539146167772754,0.29506891685063386,30.886816312166452,30.630657386563147,31.92417533310074,0.04766786568646067,0.04494418897059889,0.050355023423343075,0.322539617622515,0.31667776239695633,0.32948425933725745,0.32038101427591004,0.30904704137219674,0.3305970282578506,0.112922272252508,0.11041913890099413,0.12016495335069476,1585946.0,1582053.5,1589944.5,816153.5,813076.5,817446.75,0.00011525302641117945,0.0001131901412741863,0.00011622954008549572,0.000142578125,0.00014208984375,0.000150390625,170.96483482663962,162.5178451472192,180.3957526424784,169.63390027957774,160.5214433266264,180.3957526424784,0.0166015625,0.013427734375,0.020263671875,2360.5,2318.25,2380.5
pilot,b1_h1_w2_n10_a1.5,fr_uniform,120000,1024,1.0,1.0,2.0,10,100,1.5,1.0,4,0.0515755861712484,0.04684548195485791,0.057717001970916,0.27635267076815795,0.26642741172813483,0.28786812917863436,31.291119437140388,30.745405101989917,31.78493737345802,0.04514490182492532,0.04411620515935999,0.04699096789619664,0.3259560520479427,0.3079874182850427,0.3483867675879301,0.30946477780869897,0.30485433254470884,0.31764177615639533,0.12844973722435576,0.12245504305731275,0.13826022576169966,1577230.5,1573985.5,1580204.5,809133.5,804723.5,811466.0,0.00011632719145292735,0.00011504551725538724,0.00011780416838533073,0.000154296875,0.000142578125,0.0001650390625,156.50400610702206,156.1320657571853,157.6892541805591,156.50400610702206,156.1320657571853,157.6892541805591,0.02001953125,0.018798828125,0.020751953125,2382.5,2356.25,2412.75
pilot,b1_h2_w2_n10_a1.5,abf,120000,1024,1.0,2.0,2.0,10,100,1.5,2.0,4,0.09283463933986297,0.09053771410440846,0.09517088660134523,0.34430750612942623,0.341583890644635,0.3456204387683292,41.50601409470211,40.138302076306,43.07365699730198,0.05049230080697974,0.049653998079515926,0.050984474376385355,0.4297863301687095,0.4262013449459344,0.43553586477820583,0.4851521863539886,0.48277618415529056,0.4907230340515641,0.11997342414651763,0.11165059993637536,0.13184434474472767,1565908.0,1562979.5,1568376.0,782653.0,781190.5,783889.75,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0
pilot,b1_h2_w2_n10_a1.5,fr_estimated,120000,1024,1.0,2.0,2.0,10,100,1.5,2.0,4,0.043975121620234814,0.03911376622432114,0.04965014116044646,0.27063400319710873,0.25806680346189487,0.2827551041085519,32.61331290167711,30.94784775687073,35.81145538003036,0.04043498396471136,0.03723237137828258,0.043879284109016536,0.3411059850780084,0.32923278367877523,0.34946571483064526,0.4968983848416989,0.4899819808197007,0.5067799478156783,0.1076686197309853,0.09820363068119353,0.11636178529304535,1581165.0,1579503.75,1585016.5,809656.5,799405.75,819327.0,0.00010570760524473776,0.00010381561000074997,0.00010741650417479126,0.000140625,0.00013671874999999999,0.00035107421875,176.038565067857,168.0472244021177,182.7105934036029,176.038565067857,168.0472244021177,182.7105934036029,0.0185546875,0.0166015625,0.02099609375,2165.0,2126.25,2200.0
pilot,b1_h2_w2_n10_a1.5,fr_uniform,120000,1024,1.0,2.0,2.0,10,100,1.5,2.0,4,0.04424079852147861,0.043169798292989274,0.044848340281665657,0.2648623267813769,0.2588605422197205,0.26761519889793456,32.13406085956032,30.999676341032945,33.32969526650343,0.039891138333636195,0.0390935369781012,0.03996869524476415,0.3288751972697902,0.3248061200694689,0.33094203790472054,0.4833569854596291,0.4732744646884472,0.4938448506205256,0.11693297983359795,0.11240285741015005,0.12554073800208224,1579435.5,1578434.0,1580744.0,805920.5,801199.25,812577.0,0.00010526817409129544,0.00010434048610069497,0.00010700148586320685,0.00014453125,0.00014208984375,0.00035400390625,182.93746940357718,180.5498950805606,188.78656664916852,182.93746940357718,180.5498950805606,188.78656664916852,0.01513671875,0.013427734375,0.017578125,2156.0,2137.0,2191.5
pilot,b1_h4_w2_n10_a1.5,abf,120000,1024,1.0,4.0,2.0,10,100,1.5,4.0,4,0.09475299739673948,0.0920332393570071,0.09667109798246114,0.34894753028217607,0.33683165473727117,0.3549771272440011,46.44344642469916,46.12377956117929,47.62874640103326,0.04440363037881023,0.043894911349453336,0.04585265150340187,0.3836018591550533,0.37475749915285184,0.39253727185274995,0.774081218921606,0.7661586352570501,0.7822915776473618,0.12944643095161795,0.12419024963769536,0.13216250222662002,1564075.5,1557819.5,1568976.5,781739.5,778618.0,784183.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0
pilot,b1_h4_w2_n10_a1.5,fr_estimated,120000,1024,1.0,4.0,2.0,10,100,1.5,4.0,4,0.04772144896656394,0.04501824862628423,0.04932192582174042,0.2729002035405622,0.2690986517467555,0.27743686733362194,41.751424374730064,38.2770640007341,44.85676988983944,0.033705117812447,0.03240544800176571,0.03432851453236686,0.30230084521130085,0.29720646482578583,0.310407978133596,0.7785465326388734,0.7736498810889443,0.7850628721758889,0.11157604957314984,0.10283760654244022,0.12081244933661801,1583187.0,1578811.75,1585923.25,807301.0,804825.0,808810.0,9.530773461326935e-05,9.405047325758713e-05,9.682133080845958e-05,0.0001318359375,0.00012158203125,0.00014306640625,191.18940978676713,188.15861321776816,194.36974429356565,191.18940978676713,188.15861321776816,194.36974429356565,0.015625,0.0146484375,0.017822265625,1952.0,1926.25,1983.0
pilot,b1_h4_w2_n10_a1.5,fr_uniform,120000,1024,1.0,4.0,2.0,10,100,1.5,4.0,4,0.049204861608509474,0.04880258429029192,0.049935099965786676,0.27484274602363823,0.27216967677337706,0.2777062556181813,38.381515489633216,37.10156679011851,39.72594959719761,0.03213944329114604,0.032006796993304304,0.03266477735436572,0.29772214759876015,0.29144302024980273,0.30528861958207776,0.771879052200869,0.7671882624774917,0.779883277188502,0.10603496153854129,0.09501250694175936,0.11050361072692153,1578729.0,1576382.5,1580590.0,800752.0,799825.5,802258.75,9.577157860856957e-05,9.478285851332433e-05,9.629645470851458e-05,0.0001279296875,0.00012353515625,0.00013134765625,190.47778141781936,187.7857109087903,191.33202852309472,190.47778141781936,187.7857109087903,191.33202852309472,0.01708984375,0.016357421875,0.0185546875,1961.5,1941.25,1972.25
pilot,b2_h1_w2_n10_a1.5,abf,120000,1024,2.0,1.0,2.0,10,100,1.5,2.0,4,0.013663583209534903,0.012413633049913091,0.014553442528138736,0.07044220762598358,0.0692716346641484,0.0733988528358042,13.838204086878894,13.380538699376984,14.186610129007365,0.00654054715113826,0.00584966016971044,0.006904767114498005,0.055388296482525884,0.05271441918347645,0.06006181855165079,0.5213592205337352,0.5131138682545382,0.52995161170024,0.0892199071757585,0.08686700704669516,0.09576200493434169,1017368.5,1011518.5,1022936.25,508405.0,505475.25,511193.25,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0
