run_id,stage,name,method,seed,n_steps,n_replicas,beta,h,w,n_dim,M,a,beta_h,physics_tag,fr_rate,target_ema_rate,max_event_fraction,fr_every,fr_start_steps,score_clip,config_hash,core_version,had_nan,device,cuda_visible_devices,total_replacement_events,l2_f,l2_fp,integrated_l2_f,l2_f_compact,l2_f_transition,l2_f_stretched,l2_fp_compact,l2_fp_transition,l2_fp_stretched,marginal_l2_uniform,marginal_l2_target,marginal_l2_ref,n_compact_to_stretched,n_stretched_to_compact,n_barrier_crossings,n_round_trips,fr_event_fraction,max_fr_event_fraction,n_fr_applications,deaths_per_fr_application,clones_per_fr_application,final_ancestor_ess,min_ancestor_ess,final_n_unique_ancestor,final_max_ancestor_frac,max_ancestor_frac_over_time,runtime_seconds,wall_seconds
pilot__abf__b4_h2_w2_n10_a1.5__seed2__N1024__T120000__09bb5c89bbbc,pilot,abf,abf,2,120000,1024,4.0,2.0,2.0,10,100,1.5,8.0,b4_h2_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,b59e1b1ca748,wca_phase_v1,False,cuda,4,0,0.007824797233981464,0.04065215547183303,16.812545502477775,0.010871639832227942,0.007252153838435551,0.0042898119004265165,0.05951226728135748,0.03352504277685949,0.023881200559188513,0.0893129943772845,nan,1.1985432831083072,325690,325151,650841,325151,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,241.9320616563782,241.935406466946
pilot__abf__b4_h2_w2_n10_a1.5__seed3__N1024__T120000__470f4f49fd01,pilot,abf,abf,3,120000,1024,4.0,2.0,2.0,10,100,1.5,8.0,b4_h2_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,43463770f6e5,wca_phase_v1,False,cuda,7,0,0.009512779139711722,0.04847383532804649,17.292314778079913,0.015066992685877632,0.007032449787289179,0.003915213716279711,0.07965089534607711,0.031876452851819066,0.01833435842495581,0.10307597430290792,nan,1.1230712465973827,323662,323110,646772,323110,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,246.37849996611476,246.38182278815657
pilot__abf__b4_h4_w2_n10_a1.5__seed0__N1024__T120000__46d3e7c71bcd,pilot,abf,abf,0,120000,1024,4.0,4.0,2.0,10,100,1.5,16.0,b4_h4_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,fdfc8fc87c33,wca_phase_v1,False,cuda,4,0,0.01460538290795828,0.15240795610843028,45.351259967825996,0.02126524062531689,0.013391875301917197,0.005578470070027221,0.2676797426076503,0.05223611870386439,0.06927054936552444,0.1088132503778199,nan,1.4388987592672546,299251,298684,597935,298684,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,242.3803605278954,242.38371864892542
pilot__abf__b4_h4_w2_n10_a1.5__seed1__N1024__T120000__11307d85669a,pilot,abf,abf,1,120000,1024,4.0,4.0,2.0,10,100,1.5,16.0,b4_h4_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,390450b69204,wca_phase_v1,False,cuda,7,0,0.01550964597241336,0.15142961024562057,42.02590909076383,0.02288026238042083,0.013988910836176672,0.005554490354629352,0.26951970220857074,0.040809982434316244,0.06556359512922139,0.11054002814896415,nan,1.4375923270039608,295081,294516,589597,294516,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,246.16237395256758,246.1657076338306
pilot__abf__b4_h4_w2_n10_a1.5__seed2__N1024__T120000__d4b5f5697257,pilot,abf,abf,2,120000,1024,4.0,4.0,2.0,10,100,1.5,16.0,b4_h4_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,b59e1b1ca748,wca_phase_v1,False,cuda,4,0,0.014462335986603837,0.1507235450530033,38.92915576303027,0.020166939332772662,0.013832244698195956,0.0067697254587187105,0.2680736746026132,0.04650146042762226,0.06015818731401266,0.11370185297185285,nan,1.4534915868142677,299508,298957,598465,298957,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,242.6878685830161,242.69124504365027
pilot__abf__b4_h4_w2_n10_a1.5__seed3__N1024__T120000__8c536db7a6f2,pilot,abf,abf,3,120000,1024,4.0,4.0,2.0,10,100,1.5,16.0,b4_h4_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,43463770f6e5,wca_phase_v1,False,cuda,7,0,0.014920735625803127,0.150682631680152,43.85235771154937,0.021148292247622224,0.01397857382170808,0.006776733422461824,0.26960714289482013,0.04883370179145644,0.049719449428552526,0.13097265391309443,nan,1.435187138307574,307060,306471,613531,306471,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,246.39916955213994,246.40254366397858
pilot__fr_estimated__b1_h1_w2_n10_a1.5__seed0__N1024__T120000__f23f9adb7acf,pilot,fr_estimated,fr_estimated,0,120000,1024,1.0,1.0,2.0,10,100,1.5,1.0,b1_h1_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,eadccb96f0e0,wca_phase_v1,False,cuda,4,2349,0.052222015191659234,0.2808582421073813,30.975362886571453,0.07735188484665763,0.045460202812347764,0.022220017830005306,0.3207231128830361,0.31969623619701304,0.1519656475163076,0.11116477573756917,0.11112217639505535,0.3345627393694855,798427,795974,1594401,817254,0.00011469153104844758,0.000140625,20001,0.11744412779361033,0.11744412779361033,175.1713999331774,175.1713999331774,296,0.013671875,0.0146484375,270.4345041401684,270.43798926007
pilot__fr_estimated__b1_h1_w2_n10_a1.5__seed1__N1024__T120000__4972ddeddec4,pilot,fr_estimated,fr_estimated,1,120000,1024,1.0,1.0,2.0,10,100,1.5,1.0,b1_h1_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,5ef264d876d8,wca_phase_v1,False,cuda,7,2372,0.053044825669763325,0.2909644549471088,30.79826973776145,0.07663845280584348,0.04987552856057357,0.017703625421780195,0.3389975407959862,0.32538299904801693,0.15819969503227466,0.13662050710043847,0.1365749746754094,0.30172745349524366,792924,790509,1583433,818025,0.00011581452177391131,0.000142578125,20001,0.11859407029648518,0.11859407029648518,196.06881077038145,196.06881077038145,308,0.0126953125,0.021484375,272.50730458274484,272.51081626396626
pilot__fr_estimated__b1_h1_w2_n10_a1.5__seed2__N1024__T120000__d1c336b2691f,pilot,fr_estimated,fr_estimated,2,120000,1024,1.0,1.0,2.0,10,100,1.5,1.0,b1_h1_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,be0d2bba3075,wca_phase_v1,False,cuda,4,2226,0.06074121642972433,0.30738230256120896,34.7706126726886,0.0906529598204244,0.051793508011651584,0.02648139782944671,0.3686352778215017,0.34178804020497905,0.14713834530226788,0.10818222839126902,0.1081290214059253,0.31148690399784773,790104,787811,1577915,807147,0.00010868597195140243,0.000142578125,20001,0.11129443527823608,0.11129443527823608,166.7582697201018,164.09640062597808,306,0.01953125,0.021484375,270.7322935303673,270.7356793517247
pilot__fr_estimated__b1_h1_w2_n10_a1.5__seed3__N1024__T120000__7b4456000310,pilot,fr_estimated,fr_estimated,3,120000,1024,1.0,1.0,2.0,10,100,1.5,1.0,b1_h1_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,a18dfc6c0827,wca_phase_v1,False,cuda,7,2406,0.05200298229623158,0.2589911203887662,30.127820332968234,0.07728158927295532,0.04339614744535226,0.025920302963813053,0.28485721496742394,0.3076223409967863,0.12220835157346009,0.11467976876744686,0.1146967985408344,0.3292751245539723,795451,793008,1588459,815053,0.00011747459502024898,0.000173828125,20001,0.12029398530073496,0.12029398530073496,149.79657142857144,149.79657142857144,276,0.0224609375,0.0224609375,271.25682515930384,271.26002941001207
pilot__fr_estimated__b1_h2_w2_n10_a1.5__seed0__N1024__T120000__4c23f17329ef,pilot,fr_estimated,fr_estimated,0,120000,1024,1.0,2.0,2.0,10,100,1.5,2.0,b1_h2_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,eadccb96f0e0,wca_phase_v1,False,cuda,4,2137,0.037201438684097164,0.24780356354760086,31.482744000918586,0.0517220164879123,0.03733984078327868,0.010883256418801314,0.246126013765276,0.3039187551825306,0.14184970074084097,0.11364012567486209,0.11361740325290468,0.48448371909676824,791589,789307,1580896,800859,0.00010434048610069497,0.000138671875,20001,0.10684465776711165,0.10684465776711165,182.80613668061366,182.80613668061366,302,0.0166015625,0.0205078125,271.2481588665396,271.25138598680496
pilot__fr_estimated__b1_h2_w2_n10_a1.5__seed1__N1024__T120000__55003c92aa77,pilot,fr_estimated,fr_estimated,1,120000,1024,1.0,2.0,2.0,10,100,1.5,2.0,b1_h2_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,5ef264d876d8,wca_phase_v1,False,cuda,7,2094,0.048199034502740504,0.2916800475515339,33.74388180243564,0.06943861153077968,0.04492675499763404,0.01791775175637719,0.2929596875331528,0.36423932838710094,0.13458519085919843,0.12452676414759511,0.1245561086128573,0.501982034956053,799033,796731,1595764,818454,0.00010224098170091496,0.000130859375,20001,0.10469476526173692,0.10469476526173692,182.6787456445993,182.6787456445993,306,0.0166015625,0.0185546875,272.0877186115831,272.0909379022196
pilot__fr_estimated__b1_h2_w2_n10_a1.5__seed2__N1024__T120000__70ab0d7842e7,pilot,fr_estimated,fr_estimated,2,120000,1024,1.0,2.0,2.0,10,100,1.5,2.0,b1_h2_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,be0d2bba3075,wca_phase_v1,False,cuda,4,2193,0.0540034611335643,0.2797801229608913,42.01417611281452,0.08058821968375268,0.043530127146144036,0.02921113900023457,0.309994077881458,0.33767079317752347,0.10299653888562309,0.08772318136344867,0.08762901097350861,0.5211736863945542,791873,789561,1581434,821946,0.00010707472438878057,0.0009765625,20001,0.1096445177741113,0.1096445177741113,169.3983844911147,169.3983844911147,304,0.0205078125,0.0205078125,271.4314843881875,271.434798928909
pilot__fr_estimated__b1_h2_w2_n10_a1.5__seed3__N1024__T120000__4df34eea96eb,pilot,fr_estimated,fr_estimated,3,120000,1024,1.0,2.0,2.0,10,100,1.5,2.0,b1_h2_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,a18dfc6c0827,wca_phase_v1,False,cuda,7,2221,0.03975120873772913,0.2614878834333262,29.343159024727154,0.056903191751485796,0.03690996316329428,0.016291217844468842,0.23778056266886627,0.34454117697849335,0.10704339354665414,0.10169711378710848,0.10173939677259757,0.4918147347273448,788828,786499,1575327,795046,0.00010844184353282336,0.000142578125,20001,0.11104444777761112,0.11104444777761112,163.9937441351267,163.9937441351267,298,0.0224609375,0.0234375,272.230423678644,272.23369926959276
pilot__fr_estimated__b1_h4_w2_n10_a1.5__seed0__N1024__T120000__ebed60e37a4c,pilot,fr_estimated,fr_estimated,0,120000,1024,1.0,4.0,2.0,10,100,1.5,4.0,b1_h4_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,eadccb96f0e0,wca_phase_v1,False,cuda,4,1939,0.0493086515154582,0.2753776446168958,44.947047399397505,0.07411984323989029,0.03312041150815072,0.03610420566100547,0.3500580517625685,0.3048210682803509,0.07676659796207586,0.1002382628768439,0.10027090805907002,0.7760622721353319,787882,785712,1573594,805909,9.467300072496376e-05,0.000125,20001,0.09694515274236289,0.09694515274236289,193.03681885125184,193.03681885125184,333,0.0166015625,0.0166015625,271.01486344635487,271.0181099884212
pilot__fr_estimated__b1_h4_w2_n10_a1.5__seed1__N1024__T120000__b8c3067586c8,pilot,fr_estimated,fr_estimated,1,120000,1024,1.0,4.0,2.0,10,100,1.5,4.0,b1_h4_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,5ef264d876d8,wca_phase_v1,False,cuda,7,1888,0.04167025525212788,0.27042276246422864,38.67617136280671,0.06326911078653209,0.03026055748261068,0.02617176094899832,0.346524569618372,0.29978062214225076,0.05936594101316354,0.12490566320048997,0.12495306219310111,0.7664127079497816,794204,792020,1586224,808693,9.218289085545723e-05,0.00015625,20001,0.0943952802359882,0.0943952802359882,198.368520620507,198.368520620507,334,0.0146484375,0.015625,271.9634170876816,271.96661636885256
pilot__fr_estimated__b1_h4_w2_n10_a1.5__seed2__N1024__T120000__0aee271df681,pilot,fr_estimated,fr_estimated,2,120000,1024,1.0,4.0,2.0,10,100,1.5,4.0,b1_h4_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,be0d2bba3075,wca_phase_v1,False,cuda,4,1965,0.04613424641766968,0.26512631959433625,37.079741914516276,0.0696576999799419,0.03444458577923762,0.02824509631483692,0.3426192943141842,0.28948399287639104,0.06894157244173164,0.11944804471532736,0.11951426241021611,0.7971591092763106,794033,791790,1585823,809161,9.594246850157492e-05,0.000111328125,20001,0.09824508774561272,0.09824508774561272,184.60845070422536,184.60845070422536,322,0.021484375,0.021484375,271.0193253280595,271.02252099942416
pilot__fr_estimated__b1_h4_w2_n10_a1.5__seed3__N1024__T120000__d53286957d34,pilot,fr_estimated,fr_estimated,3,120000,1024,1.0,4.0,2.0,10,100,1.5,4.0,b1_h4_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,a18dfc6c0827,wca_phase_v1,False,cuda,7,2037,0.049361748740587096,0.28361453548380045,44.82667738665342,0.07370121811096848,0.03428982411674328,0.03556096888766107,0.3424243446250018,0.32716870769333145,0.08389435566494194,0.10370405443097232,0.10385635251634505,0.781030793142415,791411,789140,1580551,801573,9.945791772911355e-05,0.000138671875,20001,0.10184490775461227,0.10184490775461227,189.34200072228242,189.34200072228242,308,0.0146484375,0.017578125,271.5564125198871,271.55961488187313
pilot__fr_estimated__b2_h1_w2_n10_a1.5__seed0__N1024__T120000__651b9b64c671,pilot,fr_estimated,fr_estimated,0,120000,1024,2.0,1.0,2.0,10,100,1.5,2.0,b2_h1_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,eadccb96f0e0,wca_phase_v1,False,cuda,4,1591,0.015048045921732542,0.07688984909742456,11.868489029722678,0.01102330920049799,0.010988074821221307,0.022051225152379353,0.08801289846285584,0.059316654892615686,0.08455798069229462,0.07376439668089621,0.07383079381929744,0.5467526081598174,515286,513740,1029026,520716,7.768166279186041e-05,0.000177734375,20001,0.07954602269886506,0.07954602269886506,235.21220278151637,235.21220278151637,387,0.0146484375,0.0146484375,270.88823562301695,270.89153382368386
pilot__fr_estimated__b2_h1_w2_n10_a1.5__seed1__N1024__T120000__646865ec6596,pilot,fr_estimated,fr_estimated,1,120000,1024,2.0,1.0,2.0,10,100,1.5,2.0,b2_h1_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,5ef264d876d8,wca_phase_v1,False,cuda,7,1635,0.016090461026134654,0.08237917197183514,11.622768840660974,0.009283670069789536,0.013868266627837396,0.0230131643821366,0.09077258835742551,0.07678827162108319,0.0786895035730906,0.09389489896488035,0.09399119513770622,0.5137615223615195,526538,524938,1051476,544915,7.982999287535623e-05,0.000126953125,20001,0.08174591270436478,0.08174591270436478,223.29131175468484,223.29131175468484,378,0.0185546875,0.0185546875,272.0539065487683,272.05713179986924
pilot__fr_estimated__b2_h1_w2_n10_a1.5__seed2__N1024__T120000__455064009e04,pilot,fr_estimated,fr_estimated,2,120000,1024,2.0,1.0,2.0,10,100,1.5,2.0,b2_h1_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,be0d2bba3075,wca_phase_v1,False,cuda,4,1600,0.0148192101094446,0.07902167379971752,11.540585215988006,0.01010966032800475,0.011578202588502081,0.021512316676945958,0.09345431709806944,0.06623643666159013,0.07674373955558654,0.06237621116298384,0.06235132598860053,0.5464670118244676,523754,522267,1046021,538107,7.812109394530273e-05,0.000171875,20001,0.07999600019999,0.07999600019999,227.45683297180042,227.45683297180042,381,0.0185546875,0.0185546875,270.8832678925246,270.886547902599
pilot__fr_estimated__b2_h1_w2_n10_a1.5__seed3__N1024__T120000__0b06c17aea31,pilot,fr_estimated,fr_estimated,3,120000,1024,2.0,1.0,2.0,10,100,1.5,2.0,b2_h1_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,a18dfc6c0827,wca_phase_v1,False,cuda,7,1614,0.019414604967490645,0.08318789159355093,12.064469469787928,0.015574375877107242,0.013896632647125704,0.027838794071313247,0.08023744065952976,0.08124729727561252,0.08661720183260972,0.05193877342581562,0.05193708266853743,0.5732494218846877,521566,520014,1041580,530736,7.880465351732413e-05,0.0009765625,20001,0.08069596520173991,0.08069596520173991,218.63552960800666,218.63552960800666,364,0.01171875,0.0126953125,272.0274809598923,272.0306843407452
pilot__fr_estimated__b2_h2_w2_n10_a1.5__seed0__N1024__T120000__c134ac4c8b43,pilot,fr_estimated,fr_estimated,0,120000,1024,2.0,2.0,2.0,10,100,1.5,4.0,b2_h2_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,eadccb96f0e0,wca_phase_v1,False,cuda,4,1564,0.015748781125152995,0.058915539869859646,16.593343293842956,0.018094422178467552,0.007581872854046733,0.0210401674567578,0.06008090985995609,0.05227784562922835,0.06622006474440958,0.06559020593388101,0.06561083942105346,0.8233571136007014,513785,512261,1026046,525208,7.636336933153343e-05,0.000130859375,20001,0.07819609019549023,0.07819609019549023,251.095785440613,251.095785440613,379,0.0107421875,0.0126953125,270.8556303028017,270.85893117263913
pilot__fr_estimated__b2_h2_w2_n10_a1.5__seed1__N1024__T120000__8466e8aae25e,pilot,fr_estimated,fr_estimated,1,120000,1024,2.0,2.0,2.0,10,100,1.5,4.0,b2_h2_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,5ef264d876d8,wca_phase_v1,False,cuda,7,1581,0.013412141570968745,0.0547151997655592,14.353534204725339,0.017064054699059104,0.005706061925697584,0.0167610698110186,0.06755475926122015,0.04918391644273266,0.04704883370150128,0.06651267183452483,0.06648133042235409,0.8378401437895813,508283,506739,1015022,516726,7.719340595470226e-05,0.00016015625,20001,0.07904604769761511,0.07904604769761511,242.50138760407032,242.50138760407032,386,0.01171875,0.0126953125,271.9805976450443,271.9837674247101
pilot__fr_estimated__b2_h2_w2_n10_a1.5__seed2__N1024__T120000__69b8b24f36cd,pilot,fr_estimated,fr_estimated,2,120000,1024,2.0,2.0,2.0,10,100,1.5,4.0,b2_h2_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,be0d2bba3075,wca_phase_v1,False,cuda,4,1504,0.009807599227675082,0.05473437420654351,13.551726034320842,0.010136352332966038,0.006314311832406791,0.013109923379586273,0.06887144835951914,0.04872159358896723,0.044641050085605746,0.0886925086235003,0.08871835868979448,0.8270222656372895,508870,507408,1016278,523371,7.343382830858458e-05,0.000125,20001,0.0751962401879906,0.0751962401879906,213.82055464926592,213.82055464926592,375,0.0234375,0.0234375,270.8904664935544,270.893765874207
pilot__fr_estimated__b2_h2_w2_n10_a1.5__seed3__N1024__T120000__a146e0f13f79,pilot,fr_estimated,fr_estimated,3,120000,1024,2.0,2.0,2.0,10,100,1.5,4.0,b2_h2_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,a18dfc6c0827,wca_phase_v1,False,cuda,7,1646,0.01584931024036209,0.07783093157017418,16.296245749384973,0.013740160864459396,0.012740231694213011,0.021024350723865465,0.08649731932810302,0.08294047414391223,0.056182116202234345,0.08343334959970002,0.08349319714139679,0.7982174020468165,506423,504750,1011173,526706,8.036707539623019e-05,0.000158203125,20001,0.08229588520573972,0.08229588520573972,227.25964456003467,227.25964456003467,371,0.0166015625,0.017578125,271.84853975009173,271.8517200006172
pilot__fr_estimated__b2_h4_w2_n10_a1.5__seed0__N1024__T120000__d64305fb00f2,pilot,fr_estimated,fr_estimated,0,120000,1024,2.0,4.0,2.0,10,100,1.5,8.0,b2_h4_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,eadccb96f0e0,wca_phase_v1,False,cuda,4,1527,0.026837408221786305,0.10339855164923716,25.756031635546265,0.0394410199798296,0.01580374223665566,0.023695821568536068,0.1577134591390531,0.0882544997594697,0.031156959910929156,0.08152770552792883,0.08151761786734608,1.1142017604609176,496877,495162,992039,508197,7.45568190340483e-05,0.000146484375,20001,0.07634618269086546,0.07634618269086546,214.60826852230863,214.60826852230863,368,0.0146484375,0.0166015625,266.50890660565346,266.5121962558478
pilot__fr_estimated__b2_h4_w2_n10_a1.5__seed1__N1024__T120000__6ac409f2b910,pilot,fr_estimated,fr_estimated,1,120000,1024,2.0,4.0,2.0,10,100,1.5,8.0,b2_h4_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,5ef264d876d8,wca_phase_v1,False,cuda,7,1615,0.026534899466144398,0.0993749046573637,25.99574543867185,0.0379921704576918,0.015646245783455415,0.024919351030502728,0.1399995407013412,0.09517797826618334,0.03897031953130853,0.06131831807586933,0.061279100079455744,1.1444415644812584,495795,494059,989854,501182,7.885347920103995e-05,0.000171875,20001,0.0807459627018649,0.0807459627018649,219.64306661080855,219.64306661080855,363,0.013671875,0.015625,272.7239694762975,272.72717190813273
pilot__fr_estimated__b2_h4_w2_n10_a1.5__seed2__N1024__T120000__f4ed546d7406,pilot,fr_estimated,fr_estimated,2,120000,1024,2.0,4.0,2.0,10,100,1.5,8.0,b2_h4_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,be0d2bba3075,wca_phase_v1,False,cuda,4,1528,0.019243731081785752,0.09786286170621573,24.97719458070852,0.028603524981995167,0.009985940111027151,0.017671106883800657,0.16108950765123167,0.06370888504269918,0.03584912973065584,0.11753414690156144,0.11755434526648532,1.0924186908408786,496580,494926,991506,518727,7.460564471776411e-05,0.00015625,20001,0.07639618019099045,0.07639618019099045,219.8272536687631,219.8272536687631,376,0.0146484375,0.015625,269.7703116443008,269.7736050244421
pilot__fr_estimated__b2_h4_w2_n10_a1.5__seed3__N1024__T120000__794385fa24ed,pilot,fr_estimated,fr_estimated,3,120000,1024,2.0,4.0,2.0,10,100,1.5,8.0,b2_h4_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,a18dfc6c0827,wca_phase_v1,False,cuda,7,1482,0.023416628009054377,0.10276280439313823,28.2790333737597,0.03491566662719007,0.01405141630995538,0.019597935020557525,0.1654639710379657,0.07608101306985629,0.029842312849523205,0.06326318630734563,0.0632242076976289,1.1415638937023238,494547,492894,987441,512588,7.235966326683665e-05,0.0009765625,20001,0.07409629518524073,0.07409629518524073,222.6276008492569,222.6276008492569,379,0.013671875,0.013671875,272.6002259347588,272.60348435584456
pilot__fr_estimated__b4_h1_w2_n10_a1.5__seed0__N1024__T120000__d11e169a6134,pilot,fr_estimated,fr_estimated,0,120000,1024,4.0,1.0,2.0,10,100,1.5,4.0,b4_h1_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,eadccb96f0e0,wca_phase_v1,False,cuda,4,1539,0.025273790033442756,0.07085318004069065,17.044177300807064,0.03157197723447623,0.011431834388402859,0.03178392001860151,0.04831566743929094,0.08130463112259094,0.07432096033749609,0.05007336394841746,0.05013440846132652,0.8603657726526344,347717,346207,693924,368553,7.514272723863806e-05,0.00016796875,20001,0.07694615269236538,0.07694615269236538,218.2714404662781,218.2714404662781,364,0.0146484375,0.0146484375,267.0533850910142,267.0566793223843
pilot__fr_estimated__b4_h1_w2_n10_a1.5__seed1__N1024__T120000__4123546074ff,pilot,fr_estimated,fr_estimated,1,120000,1024,4.0,1.0,2.0,10,100,1.5,4.0,b4_h1_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,5ef264d876d8,wca_phase_v1,False,cuda,7,1374,0.02291373797442499,0.06377520823763921,16.01366566272557,0.029250824142448235,0.010711303592487554,0.0279993535990858,0.05023533989546275,0.07338476443453977,0.06159100863991358,0.053179252394808245,0.053231296212175636,0.8855845311136802,351521,350076,701597,362487,6.708648942552872e-05,0.000142578125,20001,0.06869656517174141,0.06869656517174141,231.26951918835465,231.26951918835465,394,0.01171875,0.0146484375,272.0018485514447,272.0050857728347
pilot__fr_estimated__b4_h1_w2_n10_a1.5__seed2__N1024__T120000__ef728b724efa,pilot,fr_estimated,fr_estimated,2,120000,1024,4.0,1.0,2.0,10,100,1.5,4.0,b4_h1_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,be0d2bba3075,wca_phase_v1,False,cuda,4,1355,0.02174629743152464,0.06210433715470129,14.132112930357398,0.026401698113675726,0.01241913702642972,0.02652468715583093,0.033525019178229525,0.08240681974149378,0.05108641694216893,0.0713600001137156,0.07138229467682683,0.8381896333058066,356230,354737,710967,368932,6.615880143492825e-05,0.000115234375,20001,0.06774661266936653,0.06774661266936653,220.65993265993265,220.65993265993265,388,0.017578125,0.0185546875,267.4638249389827,267.46710660122335
pilot__fr_estimated__b4_h1_w2_n10_a1.5__seed3__N1024__T120000__bcf7b150e301,pilot,fr_estimated,fr_estimated,3,120000,1024,4.0,1.0,2.0,10,100,1.5,4.0,b4_h1_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,a18dfc6c0827,wca_phase_v1,False,cuda,7,1424,0.02655675801186583,0.0751410162673003,17.25472308714601,0.03450722714134449,0.012158069994741671,0.03196862154759108,0.061894648036377474,0.08344228497290074,0.07536920046501326,0.036649410788392484,0.036647683943198166,0.8550568489028262,350454,348957,699411,364663,6.952777361131943e-05,0.0009765625,20001,0.0711964401779911,0.0711964401779911,216.2904290429043,215.8452037875669,381,0.0224609375,0.0224609375,272.313363596797,272.316613977775
pilot__fr_estimated__b4_h2_w2_n10_a1.5__seed0__N1024__T120000__c3572628d83a,pilot,fr_estimated,fr_estimated,0,120000,1024,4.0,2.0,2.0,10,100,1.5,8.0,b4_h2_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,eadccb96f0e0,wca_phase_v1,False,cuda,4,1576,0.031039373358413173,0.090496743796056,27.65755600186085,0.04191439628232897,0.01603891041481608,0.0343555744935438,0.09397120879848364,0.10939785901811012,0.04792879063841832,0.05264100497174238,0.052648101631543126,1.1855048381797695,334268,332668,666936,350015,7.694927753612319e-05,0.000158203125,20001,0.07879606019699015,0.07879606019699015,200.2627960275019,200.2627960275019,330,0.0166015625,0.017578125,266.51504525821656,266.51832908857614
pilot__fr_estimated__b4_h2_w2_n10_a1.5__seed1__N1024__T120000__ae7888e09beb,pilot,fr_estimated,fr_estimated,1,120000,1024,4.0,2.0,2.0,10,100,1.5,8.0,b4_h2_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,5ef264d876d8,wca_phase_v1,False,cuda,7,1561,0.03220512005807553,0.09286490422673348,21.826993748181962,0.043743011287958246,0.015586414324329445,0.03605037791986629,0.09200623335097376,0.10987761920929896,0.0626095200443822,0.07635184586514338,0.07643618622444263,1.1544537394484304,336971,335351,672322,354082,7.621689228038597e-05,0.000171875,20001,0.07804609769511524,0.07804609769511524,183.44576627011895,183.44576627011895,347,0.017578125,0.017578125,272.9710454912856,272.97430498246104
pilot__fr_estimated__b4_h2_w2_n10_a1.5__seed2__N1024__T120000__9e687cb9d39e,pilot,fr_estimated,fr_estimated,2,120000,1024,4.0,2.0,2.0,10,100,1.5,8.0,b4_h2_w2_n10_a1.5,0.1,0.005,0.02,5,20000,2.0,be0d2bba3075,wca_phase_v1,False,cuda,4,1442,0.025603273853351982,0.07920335585446013,19.14680712331562,0.035898638656381106,0.012118687585974041,0.02745523362969427,0.09175273690227002,0.08410301074135731,0.05517917348040831,0.06120028095516803,0.06117750657120604,1.1618046545226628,336722,335196,671918,350535,7.040663591820408e-05,0.0001953125,20001,0.07209639518024098,0.07209639518024098,222.8168295792605,221.03204047217537,373,0.015625,0.017578125,266.43285631015897,266.43610735144466
