stage,physics_tag,n_steps,n_replicas,beta,h,M,beta_h,abf_l2_f,fr_est_l2_f,fr_uniform_l2_f,fr_oracle_l2_f,R_est,median_gain_pct,n_seeds,n_wins,win_rate,abf_barrier_crossings,fr_est_barrier_crossings,fr_est_final_ess,fr_est_max_anc_frac
pilot,b1_h1_w2_n10_a1.5,120000,1024,1.0,1.0,100,1.0,0.10107410520434536,0.05263342043071128,0.0515755861712484,nan,1.9203408096459038,46.59997022570994,4,4,1.0,1556712.0,1585946.0,170.96483482663962,0.0166015625
pilot,b1_h2_w2_n10_a1.5,120000,1024,1.0,2.0,100,2.0,0.09283463933986297,0.043975121620234814,0.04424079852147861,nan,2.111071804225456,52.42778309623951,4,4,1.0,1565908.0,1581165.0,176.038565067857,0.0185546875
pilot,b1_h4_w2_n10_a1.5,120000,1024,1.0,4.0,100,4.0,0.09475299739673948,0.04772144896656394,0.049204861608509474,nan,1.9855431770969114,49.59042215900391,4,4,1.0,1564075.5,1583187.0,191.18940978676713,0.015625
pilot,b2_h1_w2_n10_a1.5,120000,1024,2.0,1.0,100,2.0,0.013663583209534903,0.015569253473933599,0.015780215778162677,nan,0.8776004085495035,-26.013807756617897,4,1,0.25,1017368.5,1043800.5,225.37407236324265,0.0166015625
pilot,b2_h2_w2_n10_a1.5,120000,1024,2.0,2.0,100,4.0,0.012809534725170588,0.014580461348060871,0.016230033028474995,nan,0.8785411119295065,-23.40698549901357,4,1,0.25,1002015.0,1015650.0,234.8805160820525,0.01416015625
pilot,b2_h4_w2_n10_a1.5,120000,1024,2.0,4.0,100,8.0,0.014043049806113286,0.02497576373759939,0.025212326288497178,nan,0.5622670823464103,-73.07901310488701,4,0,0.0,973001.0,990680.0,219.73516013978582,0.01416015625
pilot,b4_h1_w2_n10_a1.5,120000,1024,4.0,1.0,100,4.0,0.003959259767153541,0.02409376400393387,0.025033822439342348,nan,0.164327158118885,-526.5099729858794,4,0,0.0,676428.0,700504.0,219.46568656310538,0.01611328125
pilot,b4_h2_w2_n10_a1.5,120000,1024,4.0,2.0,100,8.0,0.008387107632457601,0.030822513937622045,0.03020017829649469,nan,0.27210978473174685,-243.53200493389033,4,0,0.0,644014.0,670598.5,202.69164840498726,0.0166015625
pilot,b4_h4_w2_n10_a1.5,120000,1024,4.0,4.0,100,16.0,0.014763059266880704,0.037856242961640744,0.04103920619698209,nan,0.3899768733479423,-151.3425235671815,4,0,0.0,598200.0,633401.0,153.22192516516066,0.0185546875
