seed,method,ess_age_min,ess_age_mean,ess_perm_min,wmax_max,wmax_c7ax_max,ess_age_c7ax_min,n_events,n_opportunities,event_fraction,event_fraction_cumulative,n_unique_min
10,abf,1.0,1.0,1.0,0.000244140625,0.0051813471502590676,0.04711914062500001,0.0,161,0.0,0.0,4096.0
11,abf,1.0,1.0,1.0,0.000244140625,0.0051813471502590676,0.04711914062499999,0.0,161,0.0,0.0,4096.0
12,abf,1.0,1.0,1.0,0.000244140625,0.005714285714285714,0.04272460937500001,0.0,161,0.0,0.0,4096.0
13,abf,1.0,1.0,1.0,0.000244140625,0.005025125628140704,0.04858398437499999,0.0,161,0.0,0.0,4096.0
10,fr_oracle,0.6095238095238096,0.7715141578141215,0.09168643953977705,0.009033203125,0.01904761904761905,0.04401041666666667,16860.0,161,0.0255665275621118,4.1162109375,764.0
11,fr_oracle,0.6075348561257787,0.769888358343041,0.10099117313476996,0.013671875,0.01680672268907563,0.043420862268518524,16631.0,161,0.025219271642080744,4.060302734375,777.0
12,fr_oracle,0.6120741183502689,0.7729669121659187,0.10637303277411313,0.00927734375,0.014563106796116505,0.042541206173780495,16654.0,161,0.025254148874223604,4.06591796875,783.0
13,fr_oracle,0.6018219218336762,0.7720300064664992,0.10813093980992608,0.009765625,0.015384615384615385,0.04157071089863184,16673.0,161,0.025282960500776396,4.070556640625,786.0
