seed,method,occ_C7eq,first_hit_ps_C7eq,entries_C7eq,occ_C5,first_hit_ps_C5,entries_C5,occ_C7ax,first_hit_ps_C7ax,entries_C7ax
10,abf,0.14328643422067902,0.0,101677,0.06561656057098765,0.0,101551,0.056477864583333336,3.862,0
11,abf,0.1434642650462963,0.0,101698,0.06516444830246913,0.0,101942,0.05595341435185185,3.956,0
12,abf,0.14518229166666666,0.0,101265,0.06595715181327161,0.0,101636,0.055588710455246916,4.109,0
13,abf,0.14355770158179013,0.0,101086,0.06563163097993827,0.0,101212,0.05577256944444445,3.891,0
10,fr_oracle,0.14285240644290123,0.0,101568,0.06537543402777778,0.0,101931,0.05625180844907408,3.862,46
11,fr_oracle,0.14130015432098766,0.0,101197,0.06674985532407407,0.0,101883,0.05627592110339506,3.956,39
12,fr_oracle,0.14325026523919754,0.0,101552,0.06582453221450617,0.0,101843,0.05653211805555555,4.109,41
13,fr_oracle,0.14351851851851852,0.0,102089,0.06490523726851852,0.0,102333,0.056263864776234566,3.891,43
