method,ms_per_step,wall_seconds,force_evaluations,aggregate_simulated_ps,peak_cuda_gib,clip_fraction,n_replicas,n_steps,run_id
abf,49.41270285317674,4941.270285317674,1638416384.0,1638400.0,9.393222332000732,0.0,4096,100000,N4096__abf__c7eq__N4096__T100000__ns4__475e98e1abc0
fr_oracle,49.75526772577316,4975.526772577316,1638416384.0,1638400.0,9.393292903900146,0.0,4096,100000,rate015__fr_oracle__c7eq__N4096__T100000__ns4__04b3c6d6c02e
