seed,method,ess_age_min,ess_age_mean,ess_perm_min,wmax_max,wmax_c7ax_max,ess_age_c7ax_min,n_events,n_opportunities,event_fraction,event_fraction_cumulative,n_unique_min
10,abf,1.0,1.0,1.0,0.000244140625,0.0051813471502590676,0.04711914062500001,0.0,161,0.0,0.0,4096.0
11,abf,1.0,1.0,1.0,0.000244140625,0.0051813471502590676,0.04711914062499999,0.0,161,0.0,0.0,4096.0
12,abf,1.0,1.0,1.0,0.000244140625,0.005714285714285714,0.04272460937500001,0.0,161,0.0,0.0,4096.0
13,abf,1.0,1.0,1.0,0.000244140625,0.005025125628140704,0.04858398437499999,0.0,161,0.0,0.0,4096.0
10,fr_oracle,0.8258064516129032,0.9110413388473313,0.26487325400931194,0.00341796875,0.014423076923076924,0.045674328926282044,5630.0,161,0.008537339868012422,1.37451171875,1708.0
11,fr_oracle,0.8241448692152917,0.9088562956558217,0.25884732052578363,0.003662109375,0.012195121951219513,0.03955666415662651,5775.0,161,0.008757218070652174,1.409912109375,1712.0
12,fr_oracle,0.8211708099438653,0.9094148195522792,0.25504358655043585,0.005126953125,0.0136986301369863,0.04250193166208792,5690.0,161,0.008628323951863354,1.38916015625,1696.0
13,fr_oracle,0.8133439237490071,0.9077648002734346,0.25580814389208095,0.004150390625,0.013636363636363636,0.04321828599792817,5735.0,161,0.008696562014751552,1.400146484375,1719.0
