stage,physics_tag,n_steps,n_replicas,beta,h,M,beta_h,abf_l2_f,fr_est_l2_f,fr_uniform_l2_f,fr_oracle_l2_f,R_est,median_gain_pct,n_seeds,n_wins,win_rate,abf_barrier_crossings,fr_est_barrier_crossings,fr_est_final_ess,fr_est_max_anc_frac
smoke,b1_h1_w2_n7_a1.5,2000,96,1.0,1.0,49,1.0,1.0358829710328932,0.9090152155283253,0.8101239696015788,0.8273079803511363,1.13956615174019,11.728998198128116,2,2,1.0,1900.0,2091.0,84.55757575757576,0.026041666666666664
smoke,b1_h4_w2_n7_a1.5,2000,96,1.0,4.0,49,4.0,1.2764304850628656,1.2254625945283752,1.3446952937743633,1.12605334422808,1.0415907354186569,3.9825316281051917,2,2,1.0,1904.5,1956.0,84.61455525606468,0.020833333333333332
smoke,b4_h1_w2_n7_a1.5,2000,96,4.0,1.0,49,4.0,0.42928198002543316,0.3608224747768527,0.3519276355983939,0.3652010892162866,1.1897318211425678,15.572369901361295,2,2,1.0,573.0,571.0,75.72413793103448,0.03125
smoke,b4_h4_w2_n7_a1.5,2000,96,4.0,4.0,49,16.0,0.43663791339238167,0.43555681012145,0.45280590286699585,0.4729770557752868,1.0024821177072865,-0.9138934714245712,2,1,0.5,540.5,601.0,78.9178519593614,0.036458333333333336
