seed,init,region,k,pilot_population,first_touch_ps,T_hit_ps,T_hit_frac,T_est_ps,T_est_frac,occ_over_target_final,occ_over_target_secondhalf,mean_occupancy,mean_target,max_rel_deficit_after_hit,max_rel_deficit_second_half,frac_below_half_target,integrated_deficit,entries_corridor_aware,entries_naive,first_entry_ps,final_pmf_err_kT,integrated_pmf_err_kT,marginal_tv
1,concentrated,B2,2,0.18404660798157213,0.0,0.0,0.0,46.0,0.15333333333333332,1.1138999460294452,1.0933218966886251,0.15224168791641926,0.14143445174034178,0.9575208834828138,0.18661786329075059,0.039735099337748346,3.0481687599804452,2029,98509,0.0,0.24740397505054337,0.5284043143991816,0.06740899747684884
1,concentrated,B3,3,0.09004080251099764,4.299,6.0,0.02,10.0,0.03333333333333333,1.139299042789044,1.08450582004191,0.14374547666986082,0.14072643710803978,0.9316157426312983,0.16654382379949648,0.013245033112582781,4.731450817686759,1469,0,6.0,0.24740397505054337,0.5284043143991816,0.06740899747684884
1,concentrated,B4,4,0.07008868272110982,0.0,0.0,0.0,52.0,0.17333333333333334,1.0790114992159239,1.1223588930303774,0.10444645400353791,0.09287980557189333,0.8678354130265684,0.12737752843408157,0.033112582781456956,1.4470325081372468,1280,72374,0.0,0.24740397505054337,0.5284043143991816,0.06740899747684884
1,concentrated,B5,5,0.037994473226984134,0.0,0.0,0.0,26.0,0.08666666666666667,0.8637307207956498,0.8981207177913899,0.08590530947316663,0.09468505657908376,0.9742625937560856,0.30371256605386987,0.013245033112582781,4.062125586950403,816,69869,0.0,0.24740397505054337,0.5284043143991816,0.06740899747684884
1,concentrated,B6,6,0.005483067625717974,4.713,6.0,0.02,14.0,0.04666666666666667,0.8024067633534863,0.8321236271908832,0.08381469940778967,0.09927954654508322,0.6059164920135933,0.481165777845215,0.013245033112582781,5.723451164686298,676,0,6.0,0.24740397505054337,0.5284043143991816,0.06740899747684884
1,concentrated,B7,7,0.001422569912857225,5.085,6.0,0.02,8.0,0.02666666666666667,1.6457201374912385,1.4132068206501327,0.0790130932281724,0.057512949274214666,0.8856063895557796,0.0,0.006622516556291391,0.9200874323373354,547,0,6.0,0.24740397505054337,0.5284043143991816,0.06740899747684884
2,concentrated,B0,0,0.4201089937704364,0.0,0.0,0.0,40.0,0.13333333333333333,0.8855935469232901,0.9373062428549764,0.23809746488364683,0.24354573748402644,0.5625478166776212,0.21439089986154533,0.019867549668874173,7.400243335773334,4594,33127,0.0,0.2464359972526909,0.5360996055410852,0.0687566752311742
2,concentrated,B1,1,0.18978722028284603,0.0,0.0,0.0,22.0,0.07333333333333333,0.8579356732765575,0.918040334889934,0.12054146868011348,0.12892429599393418,0.9513402481878691,0.30078112108513,0.013245033112582781,4.029476785001569,1436,68364,0.0,0.2464359972526909,0.5360996055410852,0.0687566752311742
2,concentrated,B2,2,0.18404660798157213,0.0,0.0,0.0,50.0,0.16666666666666666,1.0296825420228513,1.074581517107081,0.14745560851109704,0.13704173081776658,0.9601131960697371,0.13425003816297623,0.039735099337748346,2.3262308305873165,1988,96302,0.0,0.2464359972526909,0.5360996055410852,0.0687566752311742
2,concentrated,B3,3,0.09004080251099764,4.142,6.0,0.02,10.0,0.03333333333333333,1.3090510828180113,1.0983483009837414,0.14592129057348807,0.13693033148268943,0.8891424917464739,0.21917909079525832,0.013245033112582781,3.8792134862727154,1512,0,6.0,0.2464359972526909,0.5360996055410852,0.0687566752311742
