seed,init,region,k,pilot_population,first_touch_ps,T_hit_ps,T_hit_frac,T_est_ps,T_est_frac,occ_over_target_final,occ_over_target_secondhalf,mean_occupancy,mean_target,max_rel_deficit_after_hit,max_rel_deficit_second_half,frac_below_half_target,integrated_deficit,entries_corridor_aware,entries_naive,first_entry_ps,final_pmf_err_kT,integrated_pmf_err_kT,marginal_tv
2,concentrated,B4,4,0.07008868272110982,0.0,0.0,0.0,44.0,0.14666666666666667,1.265728738491449,1.1358972293202156,0.10560924951746725,0.09402931371826101,0.9236843484657706,0.0622855452819709,0.026490066225165563,1.437540546946097,1272,73021,0.0,0.2464359972526909,0.5360996055410852,0.0687566752311742
2,concentrated,B5,5,0.037994473226984134,0.0,0.0,0.0,26.0,0.08666666666666667,0.9391750352135593,0.8789935962769858,0.08257395833366724,0.09103650807100812,0.9469129113851157,0.37791930241899035,0.019867549668874173,4.028139321279335,748,67963,0.0,0.2464359972526909,0.5360996055410852,0.0687566752311742
2,concentrated,B6,6,0.005483067625717974,4.942,6.0,0.02,18.0,0.06,0.669432900921582,0.826549773632189,0.08317911741837374,0.1007128942586688,0.6652532793177317,0.5645327267342077,0.033112582781456956,6.024143420467899,624,0,6.0,0.2464359972526909,0.5360996055410852,0.0687566752311742
2,concentrated,B7,7,0.001422569912857225,5.215,6.0,0.02,10.0,0.03333333333333333,1.535774275140875,1.493777032865302,0.08281891471878162,0.06215077518891139,0.9374005158850252,0.0,0.013245033112582781,1.818172380039017,537,0,6.0,0.2464359972526909,0.5360996055410852,0.0687566752311742
3,concentrated,B0,0,0.4201089937704364,0.0,0.0,0.0,42.0,0.14,0.8695234719320867,0.9356473761219356,0.2334195511679109,0.237146348750449,0.5646948640659626,0.17461121117223571,0.013245033112582781,6.729178026065235,4584,32401,0.0,0.2515481297447974,0.5406207701273193,0.06979108739513146
3,concentrated,B1,1,0.18978722028284603,0.0,0.0,0.0,22.0,0.07333333333333333,1.1383620152856213,0.9194461946103744,0.123059836499285,0.12932773564120667,0.9408745878798821,0.28852494940321743,0.013245033112582781,3.672723873696986,1492,67931,0.0,0.2515481297447974,0.5406207701273193,0.06979108739513146
3,concentrated,B2,2,0.18404660798157213,0.0,0.0,0.0,44.0,0.14666666666666667,0.940362492659604,1.0765771497774144,0.146463374284738,0.1370334117977453,0.9311397392233516,0.13023799026310953,0.033112582781456956,2.570337816900874,1910,95495,0.0,0.2515481297447974,0.5406207701273193,0.06979108739513146
3,concentrated,B3,3,0.09004080251099764,4.604,6.0,0.02,10.0,0.03333333333333333,1.2328635225765656,1.0847448140074138,0.1455727511361457,0.1394970378742306,0.8793852255245388,0.18410356722393373,0.013245033112582781,3.7852272723593723,1536,0,6.0,0.2515481297447974,0.5406207701273193,0.06979108739513146
3,concentrated,B4,4,0.07008868272110982,0.0,0.0,0.0,36.0,0.12,1.1025931609137345,1.161510649387971,0.10710807263082082,0.09261848718949973,0.9025544157934092,0.19207505528172011,0.019867549668874173,1.1949130683223586,1284,72740,0.0,0.2515481297447974,0.5406207701273193,0.06979108739513146
3,concentrated,B5,5,0.037994473226984134,0.0,0.0,0.0,26.0,0.08666666666666667,0.9112373865283144,0.8895148344487899,0.08269302864186528,0.09239180393367166,0.9563954556042764,0.34911339390795965,0.013245033112582781,4.22603089871337,756,67637,0.0,0.2515481297447974,0.5406207701273193,0.06979108739513146
3,concentrated,B6,6,0.005483067625717974,4.722,6.0,0.02,14.0,0.04666666666666667,0.9160418886345901,0.8100485003805701,0.08409719843827079,0.1035046232988681,0.5736704454678132,0.4474969325239999,0.013245033112582781,6.2634699224573085,605,0,6.0,0.2515481297447974,0.5406207701273193,0.06979108739513146
3,concentrated,B7,7,0.001422569912857225,5.159,6.0,0.02,8.0,0.02666666666666667,1.1872485136201287,1.4643994267778588,0.08381435213559958,0.06263301558055549,0.9345380444330359,0.1682246825328261,0.006622516556291391,1.6776567263625701,614,0,6.0,0.2515481297447974,0.5406207701273193,0.06979108739513146
4,concentrated,B0,0,0.4201089937704364,0.0,0.0,0.0,46.0,0.15333333333333332,0.7556260529741271,0.9404497780818788,0.23666652526067128,0.24149138456145033,0.6281956557871282,0.24437394702587287,0.033112582781456956,7.017145230991959,4526,32663,0.0,0.24412694909806318,0.5369841746958861,0.06888940844405422
