study,stage,name,beta,h,n_dim,a,opes_barrier,opes_pace,opes_sigma,opes_gamma,n_seeds,n_nan,l2_f_common_mean,l2_f_common_std,l2_f_common_sem,l2_f_common_ci95,l2_fp_common_mean,l2_fp_common_std,l2_fp_common_sem,l2_fp_common_ci95,l2_f_native_mean,l2_f_native_std,l2_f_native_sem,l2_f_native_ci95,l2_fp_native_mean,l2_fp_native_std,l2_fp_native_sem,l2_fp_native_ci95,integrated_l2_f_mean,integrated_l2_f_std,integrated_l2_f_sem,integrated_l2_f_ci95,normalized_anytime_l2_f_mean,normalized_anytime_l2_f_std,normalized_anytime_l2_f_sem,normalized_anytime_l2_f_ci95,tau_abs_mean,tau_abs_std,tau_abs_sem,tau_abs_ci95,tau_rel_mean,tau_rel_std,tau_rel_sem,tau_rel_ci95,marginal_kl_mean,marginal_kl_std,marginal_kl_sem,marginal_kl_ci95,marginal_tv_mean,marginal_tv_std,marginal_tv_sem,marginal_tv_ci95,covered_fraction_mean,covered_fraction_std,covered_fraction_sem,covered_fraction_ci95,n_round_trips_mean,n_round_trips_std,n_round_trips_sem,n_round_trips_ci95,first_passage_step_mean,first_passage_step_std,first_passage_step_sem,first_passage_step_ci95,opes_neff_frac_min_mean,opes_neff_frac_min_std,opes_neff_frac_min_sem,opes_neff_frac_min_ci95,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_sem,runtime_seconds_ci95
opes_closure_meta,tune_r1,opes,4.0,None,None,None,6.0,200,0.06,24.0,2,0,0.06494364258049076,0.0006257051195183346,0.0004424403330345536,0.000867183052747725,0.3878838204223522,0.04170911237077117,0.02949279619464401,0.057805880541502264,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.879673719406128,0.03988946330465055,0.02820611000061035,0.055283975601196286
opes_closure_meta,tune_r1,opes,4.0,None,None,None,6.0,200,0.09,24.0,2,0,0.07483905043932981,0.007494973688076062,0.00529974671965333,0.010387503570520528,0.46161930643441496,0.1511251472973312,0.10686161646175873,0.20944876826504713,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.064102053642273,0.20163642383490857,0.14257848262786865,0.27945382595062257
opes_closure_meta,tune_r1,opes,4.0,None,None,None,6.0,200,0.12,24.0,2,0,0.28972418620025187,0.008519078675043312,0.0060238983005848346,0.011806840669146276,2.3429509514910913,0.0676311499262315,0.04782244473228236,0.09373199167527342,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.879135012626648,0.003085655073179574,0.0021818876266479492,0.00427649974822998
opes_closure_meta,tune_r1,opes,4.0,None,None,None,6.0,200,0.18,24.0,2,0,0.8595924233327052,0.15999239594177614,0.11313170810871297,0.22173814789307741,4.144926474887726,0.49133970621924905,0.34742963813383704,0.6809620907423206,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.930666208267212,0.0794137663138027,0.056154012680053704,0.11006186485290526
opes_closure_meta,tune_r1,opes,4.0,None,None,None,6.0,50,0.06,24.0,2,0,1.0302627118518337,0.04635405463427528,0.03277726636738776,0.06424344208008001,4.579557400117844,0.11130432240458785,0.07870404114765783,0.15425992064940935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.955240845680237,0.018570744390870128,0.013131499290466307,0.02573773860931396
opes_closure_meta,tune_r1,opes,4.0,None,None,None,6.0,50,0.09,24.0,2,0,1.0233964315515263,0.12017438461281416,0.08497612228464117,0.1665531996778967,4.556952979782278,0.24862654454414151,0.17580551563014168,0.34457881063507767,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.982431888580322,0.01294582598860621,0.00915408134460449,0.0179419994354248
opes_closure_meta,tune_r1,opes,4.0,None,None,None,6.0,50,0.12,24.0,2,0,0.9579546733726063,0.09264185445061396,0.06550768350372627,0.12839505966730347,4.4444551056080055,0.20997806174679426,0.1484769113615658,0.29101474626866897,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.92772877216339,0.013114244795255744,0.009273171424865723,0.018175415992736817
opes_closure_meta,tune_r1,opes,4.0,None,None,None,6.0,50,0.18,24.0,2,0,1.0149144867734308,0.12619395443904197,0.0892326009285928,0.17489589782004186,4.502281399466568,0.279858571556061,0.19788989372047136,0.3878641916921239,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.968987703323364,0.007099889512751165,0.0050203800201416016,0.00983994483947754
opes_closure_meta,tune_r1,opes,4.0,None,None,None,8.0,100,0.06,32.0,2,0,0.0699152771881364,0.0012913323480604924,0.0009131098600791212,0.0017896953257550774,0.3227058629442884,0.01699263815614,0.012015609670455866,0.023550594954093496,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.501652002334595,0.2284635672616688,0.16154813766479492,0.31663434982299804
opes_closure_meta,tune_r1,opes,4.0,None,None,None,8.0,100,0.09,32.0,2,0,0.08519553152642813,0.019695605996810864,0.013926896559923392,0.027296717257449848,0.2564789925026831,0.04422450471794137,0.031271447180672804,0.0612920364741187,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.45529544353485,0.2653216606340218,0.18761074542999265,0.36771706104278556
opes_closure_meta,tune_r1,opes,4.0,None,None,None,8.0,100,0.12,32.0,2,0,0.6160752164137773,0.110304863932255,0.07799731728435692,0.15287474187733957,3.637668413619795,0.462828706639003,0.32726931699223827,0.641447861304787,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.40149486064911,0.016522070378452592,0.011682868003845215,0.02289842128753662
opes_closure_meta,tune_r1,opes,4.0,None,None,None,8.0,100,0.18,32.0,2,0,0.9071275110912354,0.1646929843359918,0.11645552603782965,0.2282528310341461,4.265895493722752,0.43238333971241716,0.30574119158273677,0.5992527355021641,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.040470123291016,0.12400142311565963,0.08768224716186522,0.17185720443725583
opes_closure_meta,tune_r1,opes,4.0,None,None,None,8.0,200,0.06,32.0,2,0,0.059456782128847974,0.002757976878068913,0.001950184152838232,0.0038223609395629347,0.30068488842173413,0.0032365644627695687,0.002288596679371757,0.004485649491568644,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.964104175567627,0.2948782339703475,0.20851039886474607,0.4086803817749023
opes_closure_meta,tune_r1,opes,4.0,None,None,None,8.0,200,0.09,32.0,2,0,0.06845962033242141,0.005296589479543941,0.003745254338146847,0.00734069850276782,0.2688180594384029,0.028918285239961494,0.020448315593463617,0.040078698563188686,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.091013312339783,0.38974050613733335,0.27558815479278564,0.5401527833938599
opes_closure_meta,tune_r1,opes,4.0,None,None,None,8.0,200,0.12,32.0,2,0,0.2677842764199252,0.004178288630572311,0.0029544962244323343,0.005790812599887375,2.257187502828,0.009252605671773741,0.006542580214156323,0.012823457219746393,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.425610065460205,0.039881708284524545,0.028200626373291016,0.05527322769165039
opes_closure_meta,tune_r1,opes,4.0,None,None,None,8.0,200,0.18,32.0,2,0,0.8486405957770056,0.16237375354225292,0.11481558221644023,0.22503854114422284,4.109476310880403,0.5253237846173777,0.3714600104215291,0.728061620426197,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.04943013191223,0.35301087635924155,0.24961638450622559,0.48924811363220216
opes_closure_meta,tune_r1,opes,4.0,None,None,None,8.0,50,0.06,32.0,2,0,1.026395617204706,0.0467222208350327,0.03303759918454702,0.06475369440171215,4.575038126816949,0.11161485871524893,0.07892362347873093,0.1546903020183126,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.965296983718872,0.07730945846135079,0.05466604232788085,0.10714544296264647
opes_closure_meta,tune_r1,opes,4.0,None,None,None,8.0,50,0.09,32.0,2,0,1.0198982854966245,0.12288883741588631,0.08689553026890433,0.17031523932705248,4.554444661036316,0.2499356639963342,0.17673120287217034,0.3463931576294539,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.948143124580383,0.023205549027916123,0.016408801078796387,0.03216125011444092
opes_closure_meta,tune_r1,opes,4.0,None,None,None,8.0,50,0.12,32.0,2,0,0.9500139371167073,0.09689967778978985,0.06851841925995189,0.1342961017495057,4.431624643351402,0.21864068062996628,0.15460230791669138,0.3030205235167151,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.941269755363464,0.03900522242289199,0.027580857276916504,0.054058480262756343
opes_closure_meta,tune_r1,opes,4.0,None,None,None,8.0,50,0.18,32.0,2,0,1.0102614020404417,0.12270301211859318,0.08676413194107235,0.17005769860450182,4.497194528503158,0.27376441034188337,0.1935806710002823,0.37941811516055335,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.339486122131348,0.0018258014774919294,0.0012910366058349607,0.002530431747436523
