run_id,study,stage,name,method,seed,beta,h,w,n_dim,a,beta_h,opes_barrier,opes_pace,opes_sigma,opes_gamma,opes_gamma_from_barrier,n_steps,n_replicas,had_nan,l2_f_common,l2_fp_common,l2_f_native,l2_fp_native,primary_estimator,l2_f_compact,l2_fp_compact,l2_f_transition,l2_fp_transition,l2_f_stretched,l2_fp_stretched,integrated_l2_f,normalized_anytime_l2_f,tau_abs,tau_rel,marginal_kl,marginal_tv,marginal_entropy,min_density,covered_fraction,marginal_l2_ref,marginal_l2_uniform,n_round_trips,n_barrier_crossings,n_compact_to_stretched,n_stretched_to_compact,first_passage_step,iat_frac_compact,mixing_ess,opes_neff_frac_final,opes_neff_frac_min,opes_n_kernels_final,opes_bias_range_final,opes_max_bias,opes_sigma_cur_final,runtime_seconds,wall_seconds,budget,force_evaluations,device,cuda_visible_devices
production__opes__b1_h2_w2_n10_a1.5__seed0__N1024__T120000__b4_p250_s0.035_ginf__2a8749ea820e,opes_closure_wca,production,opes,opes,0,1.0,2.0,2.0,10,1.5,2.0,4.0,250,0.035,inf,True,120000,1024,False,0.12692822265267387,0.45857119087342907,0.14094730578942843,0.7685934796410998,meanforce,0.15360005445258326,0.41456185333492923,0.04545858028342118,0.4752010760781224,0.16959804108069124,0.4673163971182525,60.36376538656161,0.2515156891106734,60.0,60.0,0.18026234128603436,0.24961060562481682,0.31940508067074713,0.4958419172754737,1.0,0.41018725745743434,0.13766925535773705,649523.0,1299595.0,650072.0,649523.0,5.0,3.33933753179052,14.673569093725808,0.7125992609911372,0.34886427224147154,160.0,1.8037900924682617,0.0,0.035,143.48760735895485,143.51951012015343,122880000.0,122880000.0,cuda,0
production__opes__b1_h2_w2_n10_a1.5__seed1__N1024__T120000__b4_p250_s0.035_ginf__83c286b86ff9,opes_closure_wca,production,opes,opes,1,1.0,2.0,2.0,10,1.5,2.0,4.0,250,0.035,inf,True,120000,1024,False,0.12592775044213392,0.44587921881291576,0.14465539737582822,0.7359551064883583,meanforce,0.1466632076971359,0.30093349403491587,0.05038584132668204,0.5019686405264029,0.17098186053790035,0.4750820304970528,65.46202893433295,0.272758453893054,60.0,60.0,0.16882586461354532,0.23981185954758885,0.3135612068463201,0.5175683462481685,1.0,0.39253753384326956,0.16243358469746708,646000.0,1292572.0,646572.0,646000.0,5.0,3.216001864904458,15.236309572679836,0.715657520227826,0.34538660154300405,160.0,1.8049077987670898,0.0,0.035,143.68212052527815,143.71208767592907,122880000.0,122880000.0,cuda,1
production__opes__b1_h2_w2_n10_a1.5__seed2__N1024__T120000__b4_p250_s0.035_ginf__db47d32eb752,opes_closure_wca,production,opes,opes,2,1.0,2.0,2.0,10,1.5,2.0,4.0,250,0.035,inf,True,120000,1024,False,0.128948852456519,0.45204140618174443,0.14247534129619527,0.7706576630444353,meanforce,0.15043062029500473,0.36332771503730626,0.05333003726275955,0.488862218620163,0.17414301989605688,0.4718666804420389,61.88851250183494,0.2578688020909789,65.0,60.0,0.15580384052327914,0.23118791935268895,0.29974348487431435,0.45787942055023795,1.0,0.3741308968451618,0.199437266905261,651299.0,1303191.0,651892.0,651299.0,5.0,3.179055541601939,15.4133827983731,0.7095155990756438,0.34060535420502486,160.0,1.8111422061920166,0.0,0.035,142.8328074766323,142.83684897888452,122880000.0,122880000.0,cuda,0
production__opes__b1_h2_w2_n10_a1.5__seed3__N1024__T120000__b4_p250_s0.035_ginf__bb54cb22de1f,opes_closure_wca,production,opes,opes,3,1.0,2.0,2.0,10,1.5,2.0,4.0,250,0.035,inf,True,120000,1024,False,0.12380212108344557,0.4394610495289354,0.13683958448980965,0.7641866460528067,meanforce,0.1415906499504505,0.3436917450201915,0.0532361963585807,0.472789325367113,0.1686595387309188,0.4704232502487287,59.92603388959617,0.24969180787331738,65.0,65.0,0.2031875072463688,0.25632074445728886,0.3233712672135468,0.5768882638036792,1.0,0.4303579204659245,0.12419750203187928,647932.0,1296411.0,648479.0,647932.0,5.0,3.305632974569487,14.823182239819463,0.7099102015122215,0.33999306541020574,160.0,1.8148186206817627,0.0,0.035,142.8906590351835,142.89544436801225,122880000.0,122880000.0,cuda,1
production__opes__b1_h2_w2_n10_a1.5__seed4__N1024__T120000__b4_p250_s0.035_ginf__4e532a633710,opes_closure_wca,production,opes,opes,4,1.0,2.0,2.0,10,1.5,2.0,4.0,250,0.035,inf,True,120000,1024,False,0.1249144587855718,0.44220264235283213,0.14478504208767623,0.7425915373047561,meanforce,0.14862009457849212,0.3598650681687983,0.049001234582063444,0.46937657969785185,0.16732926706241597,0.4679196596308232,61.399174996718,0.25582989581965837,65.0,65.0,0.18779576780713883,0.2535636592465117,0.3118129233800646,0.527128267722096,1.0,0.4128429375891763,0.14725154754572012,661050.0,1322678.0,661628.0,661050.0,5.0,3.314604473107064,14.78306096475761,0.7101760601268466,0.3395849227656641,160.0,1.798816442489624,0.0,0.035,143.46392059046775,143.46797942183912,122880000.0,122880000.0,cuda,0
production__opes__b1_h2_w2_n10_a1.5__seed5__N1024__T120000__b4_p250_s0.035_ginf__195c304f193f,opes_closure_wca,production,opes,opes,5,1.0,2.0,2.0,10,1.5,2.0,4.0,250,0.035,inf,True,120000,1024,False,0.13637849735472016,0.4641967428303653,0.1448907767815702,0.7678127079119074,meanforce,0.16337673952066994,0.3706463241012909,0.05534064747537473,0.5048377985240604,0.18089111455504073,0.48209413330309464,77.10102436297782,0.32125426817907426,75.0,70.0,0.16100540614996728,0.23465758730979058,0.3132599344109612,0.4835296254218754,1.0,0.38399419736418505,0.15905790851654453,653975.0,1308513.0,654538.0,653975.0,5.0,3.5561538780424033,13.77893130624977,0.7087073220504099,0.34002161656988705,160.0,1.7992470264434814,0.0,0.035,143.65341370552778,143.65733986720443,122880000.0,122880000.0,cuda,1
production__opes__b1_h2_w2_n10_a1.5__seed6__N1024__T120000__b4_p250_s0.035_ginf__fb32b080043b,opes_closure_wca,production,opes,opes,6,1.0,2.0,2.0,10,1.5,2.0,4.0,250,0.035,inf,True,120000,1024,False,0.12227814953435427,0.44461053972257064,0.1324589450941653,0.7697155669457887,meanforce,0.14292357412388593,0.36959283177279173,0.048709862126159936,0.4698740517563028,0.16574468489572378,0.46845895196547477,64.3315177017806,0.26804799042408584,70.0,70.0,0.1429852187207888,0.21842817948024312,0.2989232702381601,0.46957534162146514,1.0,0.35625083285142795,0.2051295592454747,647690.0,1295964.0,648274.0,647690.0,5.0,3.5701853066235163,13.724777789291135,0.7095539439153499,0.3459076195217326,160.0,1.7959280014038086,0.0,0.035,144.208820855245,144.21269307564944,122880000.0,122880000.0,cuda,0
production__opes__b1_h2_w2_n10_a1.5__seed7__N1024__T120000__b4_p250_s0.035_ginf__362aedc66a52,opes_closure_wca,production,opes,opes,7,1.0,2.0,2.0,10,1.5,2.0,4.0,250,0.035,inf,True,120000,1024,False,0.1320771792897941,0.456306048883099,0.13965732571457393,0.7722352442797435,meanforce,0.15458626417548627,0.36147752116854154,0.05404065871110857,0.4854173548367441,0.17821705402841045,0.4906026181945821,61.7529947733139,0.25730414488880793,65.0,60.0,0.14520093282268592,0.220348631253949,0.3049018579523881,0.44676625962422933,1.0,0.36500183770316386,0.18944820645651425,647183.0,1294939.0,647756.0,647183.0,5.0,3.4251854198718523,14.305794867547128,0.7106824829243179,0.3456967481487054,160.0,1.802249789237976,0.0,0.035,141.89031400717795,141.89460302796215,122880000.0,122880000.0,cuda,1
production__opes__b1_h2_w2_n10_a1.5__seed8__N1024__T120000__b4_p250_s0.035_ginf__b98a8b3a6ea0,opes_closure_wca,production,opes,opes,8,1.0,2.0,2.0,10,1.5,2.0,4.0,250,0.035,inf,True,120000,1024,False,0.1325882000186304,0.4599688554552765,0.13832059073159844,0.7379687043317252,meanforce,0.1586222644991687,0.38383802820281143,0.05293493317984644,0.49664612808897207,0.1764678927735877,0.47107188476764983,60.18646763119264,0.2507769484633027,60.0,55.0,0.1953215993325555,0.25435576162636914,0.32214405210215513,0.5519598078907537,1.0,0.41787491004980215,0.12651533199766082,644608.0,1289769.0,645161.0,644608.0,5.0,3.3786130995652743,14.502992368763628,0.7091206025468935,0.33646736323186366,160.0,1.796777367591858,0.0,0.035,144.07662417925894,144.08049695100635,122880000.0,122880000.0,cuda,0
production__opes__b1_h2_w2_n10_a1.5__seed9__N1024__T120000__b4_p250_s0.035_ginf__e8173af35dbf,opes_closure_wca,production,opes,opes,9,1.0,2.0,2.0,10,1.5,2.0,4.0,250,0.035,inf,True,120000,1024,False,0.12248649011507025,0.43924809154719857,0.1388010999870925,0.7417712446876102,meanforce,0.14356317066859164,0.33864808362563625,0.05212231970757293,0.48755549685113736,0.16406141443212385,0.4524545846901345,59.27274482657357,0.2469697701107232,55.0,60.0,0.18566869647557155,0.24784681391638844,0.3149391100710048,0.5035657848617873,1.0,0.4104837109696699,0.1520560234591254,650460.0,1301488.0,651028.0,650460.0,5.0,3.2673301831269286,14.996953859467487,0.7140327522499859,0.34168870156369735,160.0,1.7968379259109497,0.0,0.035,142.03688682615757,142.04095370694995,122880000.0,122880000.0,cuda,1
