cell,name,final_l2_F,integrated_l2_F,final_l2_Fp,n_transitions,n_round_trips,final_ancestor_ess,fr_event_fraction,cond_tv_weighted,cond_basin_err_weighted,n_basins_visited
butane_b1_s2.3_dec_trans,abf,0.22902016128370772,0.6422910950620504,0.2860036747205461,4204.0,0.0,,,,,
butane_b1_s2.3_dec_trans,fr_estimated,0.2290201612806236,0.6422910950614313,0.28600367471849564,4204.0,0.0,95.99999999999999,0.0,,,
butane_b1_s2.3_dec_trans,fr_oracle,0.22902016129129127,0.6422910950636376,0.28600367472746674,4204.0,0.0,95.99999999999999,0.0,,,
butane_b1_s2.3_dec_trans,fr_uniform,0.22902016128001101,0.6422910950612536,0.2860036747165287,4204.0,0.0,95.99999999999999,0.0,,,
butane_b1_s2.3_dec_trans,opes,0.23231985649787992,0.7254897599869014,0.6295692378837938,423.5,0.0,,,,,
pentane_b1_s2.3_full_trans,abf,0.4486505966433134,0.7525935050382326,0.5106980712948452,4558.0,0.0,,,0.2722391839516207,0.2670155161034778,9.0
pentane_b1_s2.3_full_trans,fr_estimated,0.44422249745137343,0.7517078851998534,0.5074379532215939,4578.5,0.0,94.0408163265306,6.469979296066253e-05,0.26974021800178094,0.26449622725170907,9.0
pentane_b1_s2.3_full_trans,fr_oracle,0.44557768145522697,0.7519789220006525,0.5108897361418675,4577.0,0.0,91.32810047095761,0.0001617494824016563,0.27015282422451503,0.264824771475334,9.0
pentane_b1_s2.3_full_trans,fr_uniform,0.44422249745014464,0.7517078851995703,0.5074379532202153,4578.5,0.0,94.0408163265306,6.469979296066253e-05,0.26974021800178094,0.26449622725170907,9.0
pentane_b1_s2.3_full_trans,opes,0.36505091785109006,0.7440032973399764,0.7217753671565682,754.0,0.0,,,0.2728157071513924,0.26746663504284307,8.5
