cell,molecule,beta,sigma,decouple,init_mode,name,method,final_l2_F_med,final_l2_Fp_med,integrated_l2_F_med,integrated_l2_Fp_med,early_l2_F_med,mid_l2_F_med,n_transitions_med,n_round_trips_med,total_replacements_med,final_ancestor_ess_med,min_ancestor_ess_med,final_max_ancestor_frac_med,final_n_unique_ancestor_med,fr_score_std_med,fr_score_absmax_med,final_frac_T_med,final_frac_Gp_med,final_frac_Gm_med,marginal_l2_uniform_med,marginal_tv_uniform_med,marginal_l2_boltzmann_med,marginal_kl_boltzmann_med,fr_event_fraction_med,max_fr_event_fraction_med,n_fr_applications_med,deaths_per_application_med,final_neff_frac_med,final_n_kernels_med,final_l2_F_reweight_med,cond_tv_weighted_med,cond_kl_weighted_med,cond_basin_err_weighted_med,cond_support_fraction_med,basin_T_T_med,basin_T_G+_med,basin_T_G-_med,basin_G+_T_med,basin_G+_G+_med,basin_G+_G-_med,basin_G-_T_med,basin_G-_G+_med,basin_G-_G-_med,n_basins_visited_med,final_l2_F_iqr,final_l2_Fp_iqr,integrated_l2_F_iqr,integrated_l2_Fp_iqr,early_l2_F_iqr,mid_l2_F_iqr,n_transitions_iqr,n_round_trips_iqr,total_replacements_iqr,final_ancestor_ess_iqr,min_ancestor_ess_iqr,final_max_ancestor_frac_iqr,final_n_unique_ancestor_iqr,fr_score_std_iqr,fr_score_absmax_iqr,final_frac_T_iqr,final_frac_Gp_iqr,final_frac_Gm_iqr,marginal_l2_uniform_iqr,marginal_tv_uniform_iqr,marginal_l2_boltzmann_iqr,marginal_kl_boltzmann_iqr,fr_event_fraction_iqr,max_fr_event_fraction_iqr,n_fr_applications_iqr,deaths_per_application_iqr,final_neff_frac_iqr,final_n_kernels_iqr,final_l2_F_reweight_iqr,cond_tv_weighted_iqr,cond_kl_weighted_iqr,cond_basin_err_weighted_iqr,cond_support_fraction_iqr,basin_T_T_iqr,basin_T_G+_iqr,basin_T_G-_iqr,basin_G+_T_iqr,basin_G+_G+_iqr,basin_G+_G-_iqr,basin_G-_T_iqr,basin_G-_G+_iqr,basin_G-_G-_iqr,n_basins_visited_iqr,n_seeds
butane_b1_s2.3_dec_trans,butane,1.0,2.3,True,trans,abf,abf,0.22902016128370772,0.2860036747205461,0.6422910950620504,1.6313310031671489,0.18692899578008515,0.18692899578008515,4204.0,0.0,0.0,,,,96.0,0.0,0.0,0.3489583432674408,0.2864583432674408,0.3645833432674408,0.08969086424256921,0.23422818605700207,0.2752270912485941,1.5354840464174546,,,,,,,,,,,,,,,,,,,,,,0.013314000997485836,0.0014702001267284937,0.0029502404314828423,0.014338275776748954,0.0006530756060187104,0.0006530756060187104,18.0,0.0,0.0,,,,0.0,0.0,0.0,0.026041656732559204,0.0677083432674408,0.041666656732559204,0.0125201608156017,0.02545051413227581,0.00662993663526823,0.012272243035324815,,,,,,,,,,,,,,,,,,,,,,2
butane_b1_s2.3_dec_trans,butane,1.0,2.3,True,trans,fr_estimated,fr_estimated,0.2290201612806236,0.28600367471849564,0.6422910950614313,1.631331003166746,0.18692899578008035,0.18692899578008035,4204.0,0.0,0.0,95.99999999999999,95.99999999999999,0.010416666666666666,96.0,0.3894093100929262,1.6131544304680094,0.3489583432674408,0.2864583432674408,0.3645833432674408,0.08969086424256921,0.23422818605700207,0.2752270912485941,1.5354840464174546,0.0,0.0,161.0,0.0,,,,,,,,,,,,,,,,,,0.013314000994014752,0.0014702001291850286,0.002950240430779072,0.014338275777240117,0.0006530756059976439,0.0006530756059976439,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003941766611416209,0.006444567463023354,0.026041656732559204,0.0677083432674408,0.041666656732559204,0.0125201608156017,0.02545051413227581,0.00662993663526823,0.012272243035324815,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,2
butane_b1_s2.3_dec_trans,butane,1.0,2.3,True,trans,fr_oracle,fr_oracle,0.22902016129129127,0.28600367472746674,0.6422910950636376,1.631331003168572,0.18692899578024194,0.18692899578024194,4204.0,0.0,0.0,95.99999999999999,95.99999999999999,0.010416666666666666,96.0,0.35273118622839794,1.638341002424899,0.3489583432674408,0.2864583432674408,0.3645833432674408,0.08969086424256921,0.23422818605700207,0.2752270912485941,1.5354840464174546,0.0,0.0,161.0,0.0,,,,,,,,,,,,,,,,,,0.013314001005902493,0.0014702001190264324,0.0029502404332499843,0.014338275775154896,0.0006530756062053666,0.0006530756062053666,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015751925134342093,0.006771085414161382,0.026041656732559204,0.0677083432674408,0.041666656732559204,0.0125201608156017,0.02545051413227581,0.00662993663526823,0.012272243035324815,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,2
butane_b1_s2.3_dec_trans,butane,1.0,2.3,True,trans,fr_uniform,fr_uniform,0.22902016128001101,0.2860036747165287,0.6422910950612536,1.6313310031663055,0.18692899577995764,0.18692899577995764,4204.0,0.0,0.0,95.99999999999999,95.99999999999999,0.010416666666666666,96.0,0.3921803073906882,1.6087890134355083,0.3489583432674408,0.2864583432674408,0.3645833432674408,0.08969086424256921,0.23422818605700207,0.2752270912485941,1.5354840464174546,0.0,0.0,161.0,0.0,,,,,,,,,,,,,,,,,,0.01331400099274635,0.0014702001317096203,0.0029502404304586616,0.014338275777800558,0.0006530756058490128,0.0006530756058490128,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005069792027278697,0.019915127411542333,0.026041656732559204,0.0677083432674408,0.041666656732559204,0.0125201608156017,0.02545051413227581,0.00662993663526823,0.012272243035324815,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,2
butane_b1_s2.3_dec_trans,butane,1.0,2.3,True,trans,opes,opes,0.23231985649787992,0.6295692378837938,0.7254897599869014,1.8871059450951837,0.3693867738792468,0.3693867738792468,423.5,0.0,0.0,,,,96.0,,,0.1770833358168602,0.6250000298023224,0.1979166716337204,0.24898136876772584,0.5323257593347896,0.3004651546458576,0.7292074959427012,,,,,0.4815189549452158,140.5,3.0892103149477403,,,,,,,,,,,,,,,0.021457697381569607,0.026494608596848712,0.014814990457983068,0.011169099095536428,0.023385446625931394,0.023385446625931394,72.5,0.0,0.0,,,,0.0,,,0.0208333358168602,0.020833343267440796,0.0416666716337204,0.003801215758420573,0.014035665430005007,0.005245917634017827,0.03333130666376305,,,,,0.024029917929891786,2.5,0.07949885053669314,,,,,,,,,,,,,,,2
pentane_b1_s2.3_full_trans,pentane,1.0,2.3,False,trans,abf,abf,0.4486505966433134,0.5106980712948452,0.7525935050382326,1.7486664791891657,0.32975685382646003,0.32975685382646003,4558.0,0.0,0.0,,,,96.0,0.0,0.0,0.3177083432674408,0.3333333432674408,0.3489583432674408,0.07094761594379267,0.1802482150081572,0.28789733700984205,1.7888885698795036,,,,,,,,0.2722391839516207,0.25832427042206196,0.2670155161034778,1.0,0.3215376075492645,0.01985324729392173,0.021071849847349434,0.2874557660283097,0.005871842908687205,0.0038422842076047737,0.3338667429919512,0.0027971482098251457,0.003703510963086317,9.0,0.05550503657499395,0.04913830433041155,0.07383958993303152,0.06397764883940282,0.13943078123796987,0.13943078123796987,113.0,0.0,0.0,,,,0.0,0.0,0.0,0.015625,0.010416656732559204,0.026041656732559204,0.010082296782753339,0.015994369145175796,0.005455236978420763,0.12436196957953904,,,,,,,,0.01738793189673976,0.02712614579393785,0.017261977644434046,0.0,0.0212149597557591,0.0015698723286150414,0.014072474326949764,0.020273903691368333,0.005655009714127116,0.00031223980016652827,0.013942374410213676,0.0010538093255620315,0.002272411878989731,0.0,2
pentane_b1_s2.3_full_trans,pentane,1.0,2.3,False,trans,fr_estimated,fr_estimated,0.44422249745137343,0.5074379532215939,0.7517078851998534,1.7480144555745134,0.3297568538264795,0.3297568538264795,4578.5,0.0,1.0,94.0408163265306,94.0408163265306,0.020833333333333332,95.0,0.34362280118174604,1.5988139419627718,0.3125,0.3281250149011612,0.3593750149011612,0.0698631945356668,0.17907432756213382,0.28794542923919253,1.7928004432493128,6.469979296066253e-05,6.510416666666667e-05,161.0,0.006211180124223602,,,,0.26974021800178094,0.2554910948712227,0.26449622725170907,1.0,0.31918279905634195,0.01985324729392173,0.022802178739938943,0.2864713433250069,0.005871842908687205,0.004219573966139328,0.3350983555370525,0.0027971482098251457,0.003703510963086317,9.0,0.054122879129679335,0.045060271359382564,0.07356315844392536,0.06316204224516353,0.1394307812378739,0.1394307812378739,127.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0009309251026149989,0.01972734998231873,0.03125,0.005208328366279602,0.0364583283662796,0.009823019357096494,0.01741410748218586,0.0052830274009247336,0.11165528099920552,0.0,0.0,0.0,0.0,,,,0.019531171328287855,0.029276638717018133,0.019520245341374365,0.0,0.02131470302525673,0.0015698723286150414,0.015802803219539273,0.02124097973910627,0.005655009714127116,6.504995836802661e-05,0.015182660283097393,0.0010538093255620315,0.002272411878989731,0.0,2
pentane_b1_s2.3_full_trans,pentane,1.0,2.3,False,trans,fr_oracle,fr_oracle,0.44557768145522697,0.5108897361418675,0.7519789220006525,1.7487048121585893,0.3297568538265424,0.3297568538265424,4577.0,0.0,2.5,91.32810047095761,91.32810047095761,0.020833333333333332,93.5,0.41594823730076125,1.74385898985921,0.3333333432674408,0.3281250149011612,0.3385416716337204,0.07156030876096114,0.1846439889419486,0.2894589674029472,1.8277170382232422,0.0001617494824016563,0.00016276041666666666,161.0,0.015527950310559004,,,,0.27015282422451503,0.2559036639302422,0.264824771475334,1.0,0.3224786636136553,0.01985324729392173,0.022897585345545382,0.28628053011379406,0.005871842908687205,0.00410248404107688,0.33201498751040803,0.0027971482098251457,0.003703510963086317,9.0,0.05888312610992685,0.04926681662426907,0.07451520783996557,0.06400335129814372,0.13943078123785307,0.13943078123785307,132.0,0.0,1.5,2.712715855573009,2.712715855573009,0.0,1.5,0.026358733446240346,0.0035183101109106385,0.020833343267440796,0.005208328366279602,0.026041671633720398,0.009762500153133055,0.014881510487053634,0.004318209516315175,0.10871823224751753,9.704968944099378e-05,9.765625e-05,0.0,0.009316770186335404,,,,0.019473150089628244,0.029547011981855664,0.0194523417805178,0.0,0.022060609214543447,0.0015698723286150414,0.015898209825145712,0.02144913960588396,0.005655009714127116,5.203996669442181e-05,0.015698723286150462,0.0010538093255620315,0.002272411878989731,0.0,2
pentane_b1_s2.3_full_trans,pentane,1.0,2.3,False,trans,fr_uniform,fr_uniform,0.44422249745014464,0.5074379532202153,0.7517078851995703,1.7480144555742116,0.3297568538263963,0.3297568538263963,4578.5,0.0,1.0,94.0408163265306,94.0408163265306,0.020833333333333332,95.0,0.3425404956189242,1.6025556563062988,0.3125,0.3281250149011612,0.3593750149011612,0.0698631945356668,0.17907432756213382,0.28794542923919253,1.7928004432493128,6.469979296066253e-05,6.510416666666667e-05,161.0,0.006211180124223602,,,,0.26974021800178094,0.2554910948712227,0.26449622725170907,1.0,0.31918279905634195,0.01985324729392173,0.022802178739938943,0.2864713433250069,0.005871842908687205,0.004219573966139328,0.3350983555370525,0.0027971482098251457,0.003703510963086317,9.0,0.054122879130234836,0.045060271360162996,0.07356315844402705,0.0631620422453083,0.13943078123785257,0.13943078123785257,127.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0006353363328643336,0.013466726990579714,0.03125,0.005208328366279602,0.0364583283662796,0.009823019357096494,0.01741410748218586,0.0052830274009247336,0.11165528099920552,0.0,0.0,0.0,0.0,,,,0.019531171328287855,0.029276638717018133,0.019520245341374365,0.0,0.02131470302525673,0.0015698723286150414,0.015802803219539273,0.02124097973910627,0.005655009714127116,6.504995836802661e-05,0.015182660283097393,0.0010538093255620315,0.002272411878989731,0.0,2
pentane_b1_s2.3_full_trans,pentane,1.0,2.3,False,trans,opes,opes,0.36505091785109006,0.7217753671565682,0.7440032973399764,1.9218738326921843,0.3467677661655655,0.3467677661655655,754.0,0.0,0.0,,,,96.0,,,0.2291666716337204,0.53125,0.2395833358168602,0.17716804689294544,0.407643413241818,0.2605402751760926,0.6819786320873948,,,,,0.4967427172076391,154.5,2.332139022744557,0.2728157071513924,0.2511573502929656,0.26746663504284307,1.0,0.3892199208992506,0.028452851790174854,0.01179572578406883,0.3413084582292534,0.014276297529836248,0.0036688176519567026,0.2002150985290036,0.004635893699694699,0.006426935886761033,8.5,0.019148437301583887,0.07697569811183747,0.03811712647913512,0.06448721842986616,0.0932151420876709,0.0932151420876709,397.0,0.0,0.0,,,,0.0,,,0.0416666716337204,0.03125,0.0729166641831398,0.030488501183554895,0.04996265112907183,0.007865840830233284,0.12349525921815496,,,,,0.04200655091994715,25.5,0.8421884730014217,0.010494127109588525,0.034909440576187556,0.01018213104394633,0.0,0.0580202262003886,0.0015742089925062444,0.008005481543158478,0.0037945809048015033,0.001405079100749376,0.003157091312794893,0.063037746322509,0.0022680752150985293,0.006400915903413821,0.5,2
