kind,molecule,method,name,init_mode,beta,sigma,decouple,stage,n_steps,n_replicas,run_id,wall_seconds,seed,final_l2_F,integrated_l2_F,final_l2_Fp,integrated_l2_Fp,early_l2_F,mid_l2_F,low_support_fraction,median_support,n_transitions,n_round_trips,fd_compact,fd_intermediate,fd_extended,total_replacements,final_ancestor_ess,min_ancestor_ess,final_max_ancestor_frac,final_frac_compact,final_frac_extended,dist_cond_tv_weighted,dist_cond_kl_weighted,dist_cond_basin_err_weighted,dist_cond_support_fraction,cell,F_range_thermal,final_quarter_decrease,norm_final_l2_F
dist,pentane,abf,abf,trans,2.0,2.3,False,resgate,40000,768,resgate__dist__pentane__abf__trans__b2__N768__T40000__ns2__0b206dbf9d5b,538.8694654488936,0,2.0947393821058693,61.79183552031035,12.986647971425787,302.8752042536566,4.512267631976837,3.049116826008613,0.2074468085106383,1135209.5937284902,1476813,3619,3248,1385,0,0,,,,0.15625,0.0716145858168602,0.08275684752278248,0.33297800047429976,0.03201145208394707,0.8333333333333334,resgate_dist_pentane_b2_trans_g256,9.947801542514195,0.1593459426832674,0.21057309729727955
dist,pentane,abf,abf,trans,2.0,2.3,False,resgate,40000,768,resgate__dist__pentane__abf__trans__b2__N768__T40000__ns2__0b206dbf9d5b,538.8694654488936,1,2.0632658456553665,60.987128700417685,12.899195010767258,300.98397770691474,4.450434050025074,3.004642611535851,0.2074468085106383,1142221.3992500298,1474961,3596,3541,206,0,0,,,,0.17578125,0.0651041716337204,0.08532859182345094,0.3334875260826351,0.032133980681413,0.8333333333333334,resgate_dist_pentane_b2_trans_g256,9.947801542514195,0.15804778712458,0.20740922874642503
dist,pentane,abf,abf,trans,2.0,2.3,False,resgate,40000,768,resgate__dist__pentane__abf__trans__b2__N768__T40000__ns2__4d9c23d53f51,541.5825566407293,0,2.217190788604807,63.48896774670722,11.724089667486224,277.77889683114086,4.428582902532612,3.1554107333436994,0.15425531914893617,1956604.3029276852,1615275,3099,3248,1668,0,0,,,,0.2252604216337204,0.0755208358168602,0.08994451458437028,0.4036093824415829,0.04357360743924446,0.8333333333333334,resgate_dist_pentane_b2_trans_g256,9.947801542514195,0.14759903150131803,0.22288249108399852
dist,pentane,abf,abf,trans,2.0,2.3,False,resgate,40000,768,resgate__dist__pentane__abf__trans__b2__N768__T40000__ns2__4d9c23d53f51,541.5825566407293,1,2.1189798290438637,62.50729412418286,11.459465108175642,274.4455492152098,4.517776590531245,3.0814943596176745,0.15425531914893617,1950471.5812135478,1650632,3093,3543,206,0,0,,,,0.2486979216337204,0.0455729179084301,0.08850569818475561,0.3835895672110555,0.04172284397743581,0.8333333333333334,resgate_dist_pentane_b2_trans_g256,9.947801542514195,0.15420713642016998,0.2130098615244706
dist,pentane,abf,abf,trans,2.0,2.3,False,resgate,40000,768,resgate__dist__pentane__abf__trans__b2__N768__T40000__ns2__fd02d4950eb2,537.7860502395779,0,2.2240796171996586,63.44985932908232,11.833825893769568,278.8379504984255,4.396561339469631,3.1565056872671295,0.14893617021276595,1944344.5366936696,1624264,3070,3248,1668,0,0,,,,0.21875,0.0807291716337204,0.08873248177762416,0.39960644645454574,0.043521899949325024,0.8333333333333334,resgate_dist_pentane_b2_trans_g128,9.686269625056683,0.1461213378472724,0.22961157424798026
dist,pentane,abf,abf,trans,2.0,2.3,False,resgate,40000,768,resgate__dist__pentane__abf__trans__b2__N768__T40000__ns2__fd02d4950eb2,537.7860502395779,1,2.141629942425283,62.68426334285586,11.609944619753094,276.01058175670323,4.501991804687573,3.0978647358824305,0.14893617021276595,1947668.9796533403,1654792,3067,3543,206,0,0,,,,0.2434895932674408,0.0481770858168602,0.08698920476013365,0.3815905275335855,0.04171706221873985,0.8333333333333334,resgate_dist_pentane_b2_trans_g128,9.686269625056683,0.152507972072464,0.22109955899691885
dist,pentane,abf,abf,dispersed,1.0,2.3,False,screen,80000,1024,screen__dist__pentane__abf__dispersed__b1__N1024__T80000__ns8__80ef74a6e3ce,1017.174295110628,0,0.6650678699451563,29.861532491271586,6.4616026383503415,303.31008440412324,1.0598614504336872,0.6578101748579165,0.0,4522292.026418865,3685502,5748,0,0,0,0,,,,0.099609375,0.458984375,0.059670035048044,0.04892261801349527,0.029769151048012258,0.8333333333333334,screen_dist_pentane_b1_dispersed_g256,9.844407241455691,-0.005526095697296981,0.06755793961311304
dist,pentane,abf,abf,dispersed,1.0,2.3,False,screen,80000,1024,screen__dist__pentane__abf__dispersed__b1__N1024__T80000__ns8__80ef74a6e3ce,1017.174295110628,1,0.6646471900355769,29.76867919591726,6.460263342589171,303.0857619789424,1.0472368421814842,0.6508000476560654,0.0,4522772.241850598,3681641,5846,0,0,0,0,,,,0.08984375,0.4736328125,0.05910377800835772,0.04951370797383422,0.02827720583463076,0.8333333333333334,screen_dist_pentane_b1_dispersed_g256,9.844407241455691,-0.00702429247982495,0.06751520672942982
dist,pentane,abf,abf,dispersed,1.0,2.3,False,screen,80000,1024,screen__dist__pentane__abf__dispersed__b1__N1024__T80000__ns8__80ef74a6e3ce,1017.174295110628,2,0.6757199404811945,30.379962126878315,6.4750059263995565,305.4100239914377,1.0601976351635454,0.6699491016398263,0.0,4537765.173497666,3704243,5563,0,0,0,0,,,,0.107421875,0.4482421875,0.05772373213018312,0.048116421332283076,0.027690419227688837,0.8333333333333334,screen_dist_pentane_b1_dispersed_g256,9.844407241455691,-0.00701887157425342,0.0686399824700137
dist,pentane,abf,abf,dispersed,1.0,2.3,False,screen,80000,1024,screen__dist__pentane__abf__dispersed__b1__N1024__T80000__ns8__80ef74a6e3ce,1017.174295110628,3,0.6753016282685772,30.350854312313576,6.479615346843235,305.1970033558883,1.0268933284058366,0.6713015706943445,0.0,4573640.558942677,3738336,5757,0,0,0,0,,,,0.091796875,0.470703125,0.058953026933558764,0.04933181175617405,0.02970771103014567,0.8333333333333334,screen_dist_pentane_b1_dispersed_g256,9.844407241455691,-0.00458026690534686,0.06859749009821747
