cell,kind,n_families,n_criteria_fired,verdict,norm_final_l2_F,final_quarter_decrease,fam_convergence,fam_support,fam_mixing,fam_conditional,c1_normL2_above_floor,c2_plateau_and_high,c3_low_support_20pct,c4_poor_mixing,c5_conditional_biased
screen_dist_pentane_b1_dispersed_g256,dist,0,0,easy,0.0676564236117995,-0.007021582027039185,False,False,False,False,False,False,False,False,False
screen_dist_pentane_b1_trans_g256,dist,0,0,easy,0.07559083365610325,0.0001391660983029873,False,False,False,False,False,False,False,False,False
screen_dist_pentane_b2_dispersed_g256,dist,2,3,starved,0.15902044900521528,0.0703685940084591,True,False,True,False,True,True,False,True,False
screen_dist_pentane_b2_trans_g256,dist,2,2,starved,0.14356424455552458,0.15732155348088472,True,True,False,False,True,False,True,False,False
