cell,kind,n_families,n_criteria_fired,verdict,norm_final_l2_F,final_quarter_decrease,fam_convergence,fam_support,fam_mixing,fam_conditional,c1_normL2_above_floor,c2_plateau_and_high,c3_missing_basins,c4_poor_mixing
screen_joint2d_pentane_b1_dispersed_g48,joint2d,0,0,easy,0.05036778171912238,0.0066585478042140425,False,False,False,False,False,False,False,False
screen_joint2d_pentane_b1_trans_g48,joint2d,0,0,easy,0.04966043694252074,0.005222777140179467,False,False,False,False,False,False,False,False
screen_joint2d_pentane_b2_dispersed_g48,joint2d,0,0,easy,0.07242399134673205,0.0063396204786321155,False,False,False,False,False,False,False,False
screen_joint2d_pentane_b2_trans_g48,joint2d,0,0,easy,0.07320604203258307,0.0023822482937496765,False,False,False,False,False,False,False,False
screen_joint2d_pentane_b3_trans_g48,joint2d,1,2,intermediate,0.10356697388243803,-0.005072592918579121,True,False,False,False,True,True,False,False
