run_id,stage,method,physics_tag,beta,h,w,n_dim,M,a,beta_h,seed,n_steps,n_replicas,final_l2_f,final_l2_fp,integrated_l2_f,integrated_l2_fp,l2_f_transition,l2_fp_transition,neff_transition_mean,neff_transition_min,neff_compact,neff_stretched,neff_median_eval,neff_transition_ratio,neff_transition_min_ratio,transition_window_mean_force_error,marginal_l2_uniform,marginal_l2_ref,marginal_tv_ref,marginal_kl_ref,marginal_tv_uniform,n_compact_to_stretched,n_stretched_to_compact,n_barrier_crossings,n_round_trips,fr_event_fraction,max_fr_event_fraction,deaths_per_fr_application,total_replacement_events,score_std,score_max,score_clip_fraction,final_ancestor_ess,min_ancestor_ess,final_n_unique_ancestor,final_max_ancestor_frac,ess_fraction,had_nan
production__abf__b4_h1_w2_n10_a1.5__seed0__N1024__T120000__69558b0eeb2d,production,abf,b4_h1_w2_n10_a1.5,4.0,1.0,2.0,10,100,1.5,4.0,0,120000,1024,0.0035832857429043026,0.021938072061807534,13.393513810424126,45.11598162280376,0.0033057891703121515,0.020709234688750234,72196772.0,62948188.0,61226329.9,89606676.8,71820996.0,1.005232119031042,0.8764594130663407,0.020709234688750234,0.07279527182304045,0.8351710915076381,0.45012044417837516,0.8190432429631773,0.03414538866601802,334540,334008,668548,334008,nan,nan,nan,0,,,,nan,nan,-1,nan,nan,False
production__abf__b4_h1_w2_n10_a1.5__seed1__N1024__T120000__7d5deb3f40b5,production,abf,b4_h1_w2_n10_a1.5,4.0,1.0,2.0,10,100,1.5,4.0,1,120000,1024,0.0033106819935457012,0.02700199225635694,12.455718763802818,43.610923944053944,0.0030067525811826633,0.0259898886042736,73420504.64285715,63170560.0,59956284.2,90685114.8,72877520.0,1.007450646548581,0.8668044686482197,0.0259898886042736,0.10572975695436507,0.8105822799295942,0.44115052494701523,0.7827977266248052,0.05308142769244761,341014,340456,681470,340456,nan,nan,nan,0,,,,nan,nan,-1,nan,nan,False
production__abf__b4_h1_w2_n10_a1.5__seed2__N1024__T120000__780955849b66,production,abf,b4_h1_w2_n10_a1.5,4.0,1.0,2.0,10,100,1.5,4.0,2,120000,1024,0.005514114354326709,0.029381726373055587,11.314284732879836,40.238815836969536,0.005851248953649815,0.034427764424497805,73636463.5,63274840.0,61475637.5,89486041.2,73201184.0,1.0059463450755113,0.8643964010199616,0.034427764424497805,0.09601796732829157,0.8408495723071181,0.4624420747945268,0.9011126013793522,0.05528329300948594,340394,339835,680229,339835,nan,nan,nan,0,,,,nan,nan,-1,nan,nan,False
production__abf__b4_h1_w2_n10_a1.5__seed3__N1024__T120000__0dcb270a3c09,production,abf,b4_h1_w2_n10_a1.5,4.0,1.0,2.0,10,100,1.5,4.0,3,120000,1024,0.006519938424517411,0.028905428302686213,13.989699836925555,47.878053732625254,0.005579144193779749,0.034642652540823694,73415787.07142857,63957640.0,61762406.9,89035909.0,73174512.0,1.0032972556267756,0.8740425901302902,0.034642652540823694,0.07517944001057653,0.8347526686347002,0.45174250680143413,0.8039803385568657,0.03326389039226689,342433,341895,684328,341895,nan,nan,nan,0,,,,nan,nan,-1,nan,nan,False
production__abf__b4_h2_w2_n10_a1.5__seed0__N1024__T120000__c645439d72b4,production,abf,b4_h2_w2_n10_a1.5,4.0,2.0,2.0,10,100,1.5,8.0,0,120000,1024,0.007281067449630401,0.041477026684240664,22.384105909090476,89.47588582013486,0.006991757622062682,0.024621172537417416,70283382.78571428,61037592.0,62343255.6,94405126.0,69455560.0,1.0119187403530299,0.8788006604510855,0.024621172537417416,0.08367572389815114,1.1629215291191397,0.5771107169633425,2.329364207170226,0.043286526909426096,319677,319135,638812,319135,nan,nan,nan,0,,,,nan,nan,-1,nan,nan,False
production__abf__b4_h2_w2_n10_a1.5__seed1__N1024__T120000__b47655ee3ebe,production,abf,b4_h2_w2_n10_a1.5,4.0,2.0,2.0,10,100,1.5,8.0,1,120000,1024,0.00814523905546171,0.044364720276485484,17.332063785275974,62.29796054122953,0.007340384309373806,0.02621660844739247,71766338.64285715,61472484.0,62322605.5,93107368.4,70833280.0,1.013172602523237,0.8678474863792839,0.02621660844739247,0.08506494444529872,1.1574325326962454,0.5669438565956268,2.324261460685748,0.037277691677040065,325493,324952,650445,324952,nan,nan,nan,0,,,,nan,nan,-1,nan,nan,False
production__abf__b4_h2_w2_n10_a1.5__seed2__N1024__T120000__3bca21094f6e,production,abf,b4_h2_w2_n10_a1.5,4.0,2.0,2.0,10,100,1.5,8.0,2,120000,1024,0.008321574639507289,0.043699684382794826,16.761712267131685,59.06154852296279,0.007624897811645945,0.03221507999355495,72309846.57142857,63240176.0,63830753.2,92074273.4,71584184.0,1.0101371913581996,0.8834378275514043,0.03221507999355495,0.1071196431565149,1.117450851292455,0.5416210116451661,2.1584049156788767,0.05092551508056091,329866,329321,659187,329321,nan,nan,nan,0,,,,nan,nan,-1,nan,nan,False
production__abf__b4_h2_w2_n10_a1.5__seed3__N1024__T120000__670369472ad9,production,abf,b4_h2_w2_n10_a1.5,4.0,2.0,2.0,10,100,1.5,8.0,3,120000,1024,0.010185194141382225,0.046695245158434436,17.12004177843889,64.6996994043187,0.007606136237221723,0.04159164891905298,71417298.5,61812320.0,63242102.6,92229680.0,71312916.0,1.0014637250284366,0.8667759428039655,0.04159164891905298,0.11819424939766901,1.1238315633233669,0.5427771964533608,2.101036626606548,0.06055333270072911,327966,327383,655349,327383,nan,nan,nan,0,,,,nan,nan,-1,nan,nan,False
production__abf__b4_h4_w2_n10_a1.5__seed0__N1024__T120000__3852bbd1b3cf,production,abf,b4_h4_w2_n10_a1.5,4.0,4.0,2.0,10,100,1.5,16.0,0,120000,1024,0.016102021019904315,0.15683835825455664,46.36284421464285,179.87481827671218,0.014994399778445772,0.050842468742148,66256154.071428575,58392936.0,66109605.5,99132694.2,70240292.0,0.943278454358199,0.8313310542615626,0.050842468742148,0.09998436742550154,1.4592990525516811,0.6371464572770826,5.2342083522132405,0.04503548235810129,295673,295105,590778,295105,nan,nan,nan,0,,,,nan,nan,-1,nan,nan,False
production__abf__b4_h4_w2_n10_a1.5__seed1__N1024__T120000__498cf9ae56ae,production,abf,b4_h4_w2_n10_a1.5,4.0,4.0,2.0,10,100,1.5,16.0,1,120000,1024,0.014772735743456111,0.15174795409580374,41.70755857766363,187.58580376552672,0.01332069738486382,0.04048898126684547,66778056.5,59065320.0,66993413.7,97746472.2,70817848.0,0.9429551784742174,0.834045677298751,0.04048898126684547,0.11046022809627926,1.4581381481771247,0.6321023046543746,5.288529150583013,0.04937475597981608,298661,298111,596772,298111,nan,nan,nan,0,,,,nan,nan,-1,nan,nan,False
production__abf__b4_h4_w2_n10_a1.5__seed2__N1024__T120000__5604f221236c,production,abf,b4_h4_w2_n10_a1.5,4.0,4.0,2.0,10,100,1.5,16.0,2,120000,1024,0.015167095969554685,0.1538007104229065,39.181021572292764,169.04558893555873,0.012850372583060822,0.03981481138880235,66648342.85714286,59056508.0,67162554.0,98560256.6,70748072.0,0.9420517191923315,0.8347437086342084,0.03981481138880235,0.11011466052793906,1.444246800922215,0.6326596094611461,5.049313178505131,0.06149835514792675,297582,297008,594590,297008,nan,nan,nan,0,,,,nan,nan,-1,nan,nan,False
production__abf__b4_h4_w2_n10_a1.5__seed3__N1024__T120000__005e9454a69f,production,abf,b4_h4_w2_n10_a1.5,4.0,4.0,2.0,10,100,1.5,16.0,3,120000,1024,0.018256932147763964,0.15432953953655937,44.28533765709315,173.1606854109465,0.01570956472937311,0.055625930800159616,67348692.5,59626952.0,67606184.8,97923950.0,71554696.0,0.9412197418880796,0.8333059230661815,0.055625930800159616,0.12260199820296369,1.4286975376930275,0.6185996391171125,4.898688464773306,0.0624560261276834,302806,302229,605035,302229,nan,nan,nan,0,,,,nan,nan,-1,nan,nan,False
production__abf__b4_h6_w2_n10_a1.5__seed0__N1024__T120000__58a1e93b6925,production,abf,b4_h6_w2_n10_a1.5,4.0,6.0,2.0,10,100,1.5,24.0,0,120000,1024,0.024787378628293763,0.4499923462353921,65.99758635626651,333.6762430897982,0.02044506166712908,0.07621773695979062,65534144.28571428,59817628.0,76671666.1,110807124.6,71957728.0,0.9107311487893877,0.8312884475729972,0.07621773695979062,0.11646673004100123,1.631533899651696,0.6641028991406666,8.108461047364145,0.06089970791984552,287666,287102,574768,287102,nan,nan,nan,0,,,,nan,nan,-1,nan,nan,False
production__abf__b4_h6_w2_n10_a1.5__seed1__N1024__T120000__2e8401a36054,production,abf,b4_h6_w2_n10_a1.5,4.0,6.0,2.0,10,100,1.5,24.0,1,120000,1024,0.025142123109225062,0.4464830930285412,56.559483333118926,310.6915160640474,0.02047329071700014,0.06885310572048128,66333807.571428575,61605312.0,79672025.0,108473914.2,73360456.0,0.9042174924788986,0.8397618466275618,0.06885310572048128,0.12881817416638122,1.636229230046611,0.6670328465981629,7.783488521730902,0.0679399016824889,292570,292000,584570,292000,nan,nan,nan,0,,,,nan,nan,-1,nan,nan,False
production__abf__b4_h6_w2_n10_a1.5__seed2__N1024__T120000__144f8da90b74,production,abf,b4_h6_w2_n10_a1.5,4.0,6.0,2.0,10,100,1.5,24.0,2,120000,1024,0.025009587523786306,0.4382427908628078,51.55214264330405,279.3732869991802,0.019202479018000363,0.06462361236041382,66339200.71428572,60286352.0,79139867.7,109693427.2,73841532.0,0.8983995715891392,0.8164287815696998,0.06462361236041382,0.13423107306879875,1.634627625008735,0.6641071828872857,7.76522434392892,0.07144432122402,291256,290694,581950,290694,nan,nan,nan,0,,,,nan,nan,-1,nan,nan,False
production__abf__b4_h6_w2_n10_a1.5__seed3__N1024__T120000__71734d05def2,production,abf,b4_h6_w2_n10_a1.5,4.0,6.0,2.0,10,100,1.5,24.0,3,120000,1024,0.02286689172283178,0.4466807901927083,67.96754557920022,343.69103644833336,0.018424181986686262,0.059360338223735924,66305673.85714286,59991956.0,76948381.0,109821936.8,72677020.0,0.9123334151172249,0.8254597670625461,0.059360338223735924,0.169427322181691,1.5989715228101724,0.6401189009458186,7.349281935300002,0.09868536086043314,292790,292216,585006,292216,nan,nan,nan,0,,,,nan,nan,-1,nan,nan,False
production__fr_estimated__b1_h1_w2_n10_a1.5__seed0__N1024__T120000__a5f4f7604d41,production,fr_estimated,b1_h1_w2_n10_a1.5,1.0,1.0,2.0,10,100,1.5,1.0,0,120000,1024,0.05289201384136477,0.27534450329291,33.80621995586044,159.50662021829783,0.045577988793587265,0.3180548792354516,72878689.5,63803992.0,61835237.6,82405481.8,73847996.0,0.9868743019106436,0.8639908386952031,0.3180548792354516,0.11754446920198652,0.31600268653320274,0.2066691451345291,0.11178665266180832,0.049442666238041416,791286,788976,1580262,788976,0.00011161551297435128,0.000150390625,0.11429428528573571,2286,,,,155.1606984314886,155.1606984314886,295,0.02734375,0.1515241195620006,False
production__fr_estimated__b1_h1_w2_n10_a1.5__seed1__N1024__T120000__fb00f4a21643,production,fr_estimated,b1_h1_w2_n10_a1.5,1.0,1.0,2.0,10,100,1.5,1.0,1,120000,1024,0.04779900220178397,0.2681751394177542,29.096463229664035,138.77831903739747,0.04358131353644131,0.3006349430156201,72928113.92857143,63920376.0,61437081.2,82644143.0,73901856.0,0.9868238482206919,0.8649360037723545,0.3006349430156201,0.1274076410944233,0.3061177229963207,0.19443288844002016,0.10613555017159979,0.062360796626889065,792716,790380,1583096,790380,0.00010941835720713964,0.00015234375,0.112044397780111,2241,,,,159.26123936816523,159.26123936816523,298,0.0224609375,0.15552855407047386,False
production__fr_estimated__b1_h1_w2_n10_a1.5__seed2__N1024__T120000__faf91bf92c36,production,fr_estimated,b1_h1_w2_n10_a1.5,1.0,1.0,2.0,10,100,1.5,1.0,2,120000,1024,0.04569099929721833,0.25866783317047526,28.52143713792963,129.13478384797713,0.04055069308497322,0.29905813155666,72714424.57142857,64251444.0,62457368.4,82064798.0,73585656.0,0.9881603090068065,0.8731517457695831,0.29905813155666,0.1046170142282219,0.3398620195578986,0.21889312720902865,0.13050329913169462,0.05952797953710187,788290,785932,1574222,785932,0.00011166433865806709,0.000150390625,0.1143442827858607,2287,,,,195.77595220313668,193.6786110084965,308,0.013671875,0.19118745332337567,False
production__fr_estimated__b1_h1_w2_n10_a1.5__seed3__N1024__T120000__e4dd7ca0f867,production,fr_estimated,b1_h1_w2_n10_a1.5,1.0,1.0,2.0,10,100,1.5,1.0,3,120000,1024,0.05714682694738294,0.29806613082785033,32.349798844214234,148.0193468819444,0.05187242731202844,0.34666143350532214,72610253.35714285,63568848.0,61576382.8,82565463.8,73683688.0,0.9854318551094083,0.8627261979612095,0.34666143350532214,0.10908786962639587,0.3078379266194177,0.20337195338528063,0.10509249904048035,0.054362406558090284,790414,788072,1578486,788072,0.00011156668729063546,0.00017578125,0.11424428778561072,2285,,,,182.6787456445993,182.6787456445993,307,0.013671875,0.178397212543554,False
production__fr_estimated__b1_h2_w2_n10_a1.5__seed0__N1024__T120000__c9423da4d87b,production,fr_estimated,b1_h2_w2_n10_a1.5,1.0,2.0,2.0,10,100,1.5,2.0,0,120000,1024,0.047808814222644914,0.2686045091341183,33.16482678305013,145.79122017081926,0.04172220207184171,0.34506054992550766,73643434.21428572,64402464.0,62290212.2,84320565.6,74860592.0,0.9837410077425746,0.8602986201338082,0.34506054992550766,0.15372963616568386,0.4896221397039889,0.31299377519473043,0.28457273147037865,0.0890879873332821,793675,791400,1585075,791400,0.00010463344020298985,0.000130859375,0.1071446427678616,2143,,,,172.34976988823144,172.34976988823144,296,0.0185546875,0.168310322156476,False
production__fr_estimated__b1_h2_w2_n10_a1.5__seed1__N1024__T120000__49548d0741cb,production,fr_estimated,b1_h2_w2_n10_a1.5,1.0,2.0,2.0,10,100,1.5,2.0,1,120000,1024,0.051544275873793975,0.2824729360566843,33.769942199297375,158.28441343803814,0.04238109385880854,0.3503037620083077,73770430.64285715,64606296.0,62669742.9,83608319.4,75002860.0,0.9835682351693942,0.8613844325403058,0.3503037620083077,0.11551431932807135,0.5068963656997009,0.3278691514916282,0.3056816977925614,0.06496981196689838,795714,793463,1589177,793463,0.0001034127981100945,0.000154296875,0.10589470526473677,2118,,,,167.29036375239312,167.29036375239312,299,0.0224609375,0.1633694958519464,False
production__fr_estimated__b1_h2_w2_n10_a1.5__seed2__N1024__T120000__22fa9566d08c,production,fr_estimated,b1_h2_w2_n10_a1.5,1.0,2.0,2.0,10,100,1.5,2.0,2,120000,1024,0.047071236088554014,0.2763551454714027,33.05279320539567,152.9574125167314,0.03979620982136913,0.3380319891069093,73666354.21428572,64514304.0,62369349.5,83705984.0,74822736.0,0.9845450481025676,0.8622286145751206,0.3380319891069093,0.13718785655884966,0.4685969829426364,0.2990178315195118,0.269723194657547,0.06488295039793213,792413,790127,1582540,790127,0.00010604938503074847,0.000150390625,0.10859457027148643,2172,,,,165.07808564231738,165.07808564231738,298,0.0224609375,0.16120906801007556,False
production__fr_estimated__b1_h2_w2_n10_a1.5__seed3__N1024__T120000__b8e2edbedf7a,production,fr_estimated,b1_h2_w2_n10_a1.5,1.0,2.0,2.0,10,100,1.5,2.0,3,120000,1024,0.04557820524386227,0.285281613119102,31.779134972759273,155.28573573332116,0.044004954816079446,0.35499280907843,73454235.42857143,63991092.0,62422444.5,84032126.8,74530360.0,0.9855612589094086,0.8585909420000118,0.35499280907843,0.10205441569116948,0.5272564951112154,0.3399262798143206,0.3365028934690698,0.057889774830338046,789744,787389,1577133,787389,0.00010971131130943452,0.0001328125,0.11234438278086095,2247,,,,159.99023497101007,159.99023497101007,308,0.025390625,0.15624046383887702,False
production__fr_estimated__b1_h4_w2_n10_a1.5__seed0__N1024__T120000__2cfe39aac823,production,fr_estimated,b1_h4_w2_n10_a1.5,1.0,4.0,2.0,10,100,1.5,4.0,0,120000,1024,0.05500497282270036,0.2966116102529193,39.07192955644269,189.20791447590426,0.0386985619745921,0.32829298477793756,75034972.07142857,65471232.0,63111146.0,87159657.0,76092972.0,0.9860959573431902,0.8604110245555924,0.32829298477793756,0.10291984496587596,0.7835856168021099,0.46420949489988805,0.8742741131450291,0.06039952338543892,794795,792546,1587341,792545,9.599129418529073e-05,0.000142578125,0.09829508524573771,1966,,,,184.93403880070548,184.93403880070548,323,0.0205078125,0.18059964726631395,False
production__fr_estimated__b1_h4_w2_n10_a1.5__seed1__N1024__T120000__fa887974a4cf,production,fr_estimated,b1_h4_w2_n10_a1.5,1.0,4.0,2.0,10,100,1.5,4.0,1,120000,1024,0.049718826757889044,0.26589309741187683,36.42422835868418,172.7497629708941,0.03308406131676674,0.2975698724354041,74893710.35714285,65272688.0,63300442.9,87173995.4,76054380.0,0.98473895069742,0.8582370666883353,0.2975698724354041,0.12192942353917573,0.7866478828186455,0.4670665373344879,0.9128604630845683,0.06949821262066316,794388,792209,1586597,792209,9.355000999950003e-05,0.0001328125,0.09579521023948803,1916,,,,193.89349112426035,193.89349112426035,336,0.0146484375,0.1893491124260355,False
production__fr_estimated__b1_h4_w2_n10_a1.5__seed2__N1024__T120000__87436d5a7df3,production,fr_estimated,b1_h4_w2_n10_a1.5,1.0,4.0,2.0,10,100,1.5,4.0,2,120000,1024,0.03523170257448647,0.22925015163714232,33.40733642964014,168.0458245134594,0.024270337808284984,0.2592671314927232,74665241.57142857,65359124.0,63655230.1,86971559.2,75688700.0,0.9864780551314604,0.8635255196614554,0.2592671314927232,0.1266322214751865,0.7480111500679865,0.4432904951430317,0.7821072221650633,0.07231932652545599,790696,788518,1579214,788517,9.55030373481326e-05,0.000115234375,0.09779511024448778,1956,,,,194.83017465626162,194.83017465626162,326,0.0166015625,0.1902638424377555,False
production__fr_estimated__b1_h4_w2_n10_a1.5__seed3__N1024__T120000__e442a29e7997,production,fr_estimated,b1_h4_w2_n10_a1.5,1.0,4.0,2.0,10,100,1.5,4.0,3,120000,1024,0.04330934607346359,0.27272852323894214,37.973916686490796,169.7231950371705,0.032903418640421504,0.2997810933017544,74944807.92857143,65481952.0,63269256.9,86955334.0,75823188.0,0.9884154162519707,0.8636138063727946,0.2997810933017544,0.1190498614890107,0.7544724302460633,0.4436420666687983,0.8211632959744166,0.06682466536197444,791801,789641,1581442,789641,9.281762474376282e-05,0.000115234375,0.09504524773761312,1901,,,,187.51359084406295,187.51359084406295,319,0.0185546875,0.18311874105865522,False
production__fr_estimated__b1_h6_w2_n10_a1.5__seed0__N1024__T120000__48f618f427ea,production,fr_estimated,b1_h6_w2_n10_a1.5,1.0,6.0,2.0,10,100,1.5,6.0,0,120000,1024,0.06083638549505471,0.28142102884478765,45.69023050276408,205.0616198576056,0.03143897150642362,0.3066268498328655,78491910.14285715,68031968.0,66639875.3,94276926.8,79354800.0,0.9891261794227589,0.8573138360880501,0.3066268498328655,0.09904978604301475,0.9449567744045276,0.5286214343650804,1.5005937912477405,0.05811042078771444,819920,817984,1637904,817984,7.333617694115294e-05,0.00010546875,0.0750962451877406,1502,,,,242.95088044485635,239.40091324200912,401,0.015625,0.23725671918443003,False
production__fr_estimated__b1_h6_w2_n10_a1.5__seed1__N1024__T120000__93f492a22694,production,fr_estimated,b1_h6_w2_n10_a1.5,1.0,6.0,2.0,10,100,1.5,6.0,1,120000,1024,0.05109546516017474,0.2631550993702688,43.328032236519356,186.28289361785676,0.023815796163397546,0.25829695019479343,78202795.57142857,68123200.0,66436846.5,94678382.6,79020256.0,0.9896550521353483,0.8620979410646303,0.25829695019479343,0.07823292093572443,0.9520678053123481,0.533366935363387,1.5389135019568712,0.04597736600952886,817238,815268,1632506,815268,7.519155292235388e-05,0.000123046875,0.07699615019249037,1540,,,,249.77989518818484,249.77989518818484,396,0.013671875,0.24392567889471176,False
production__fr_estimated__b1_h6_w2_n10_a1.5__seed2__N1024__T120000__c1cfeee65213,production,fr_estimated,b1_h6_w2_n10_a1.5,1.0,6.0,2.0,10,100,1.5,6.0,2,120000,1024,0.049839330287840794,0.2728181453782815,46.18190995122758,198.52275916594346,0.026067641979701264,0.28305612651272044,78567577.71428572,68296392.0,66509054.7,94297456.6,79390416.0,0.9896355463647617,0.8602599084504104,0.28305612651272044,0.12593818692426936,0.9517485690401583,0.5314311932580376,1.5505297317270796,0.08000131878054234,820371,818391,1638762,818391,7.431269061546922e-05,0.0009765625,0.07609619519024048,1522,,,,233.32799287939474,233.32799287939474,399,0.0146484375,0.22785936804628393,False
production__fr_estimated__b1_h6_w2_n10_a1.5__seed3__N1024__T120000__f1cee1b8cd66,production,fr_estimated,b1_h6_w2_n10_a1.5,1.0,6.0,2.0,10,100,1.5,6.0,3,120000,1024,0.0509308873776871,0.26425507376318497,45.959917683393,186.73971204584308,0.022606410248886512,0.26989979320260554,78323759.85714285,68441168.0,66736231.4,94201814.2,79224292.0,0.9886331310747826,0.8638911913532784,0.26989979320260554,0.11909182277820879,0.969003224519902,0.5399731218919941,1.5605492239872665,0.07012007894452758,819091,817111,1636202,817111,7.377560809459527e-05,0.0001015625,0.07554622268886556,1511,,,,227.06279774794282,227.06279774794282,385,0.017578125,0.22174101342572541,False
production__fr_estimated__b2_h1_w2_n10_a1.5__seed0__N1024__T120000__279716e692f9,production,fr_estimated,b2_h1_w2_n10_a1.5,2.0,1.0,2.0,10,100,1.5,2.0,0,120000,1024,0.011811782305114692,0.07152696383987636,11.578009249251524,54.04472764641486,0.009998134413574347,0.05593145048986004,74275847.14285715,67070704.0,65236089.5,81952126.2,74051240.0,1.0030331314216636,0.9057337054720488,0.05593145048986004,0.08052387020678106,0.5335342584305353,0.32293668352110827,0.2975133641573593,0.04537153578071666,513507,511949,1025456,511938,8.100180928453577e-05,0.0001640625,0.08294585270736463,1659,,,,243.74151557415155,243.74151557415155,378,0.009765625,0.23802882380288237,False
production__fr_estimated__b2_h1_w2_n10_a1.5__seed1__N1024__T120000__1843ee435110,production,fr_estimated,b2_h1_w2_n10_a1.5,2.0,1.0,2.0,10,100,1.5,2.0,1,120000,1024,0.013798396635764952,0.06619024225832315,11.09373563316049,52.55982756048378,0.009470765952398513,0.05688044693896376,74797151.57142857,67574616.0,66211576.9,80978272.4,75343760.0,0.992745140027901,0.8968840418901313,0.05688044693896376,0.05247653877444184,0.5559442629599517,0.33877379474088515,0.32394448446143104,0.02923087713620471,522773,521318,1044091,521305,7.899995625218739e-05,0.000140625,0.08089595520223988,1618,,,,238.6381429221666,238.6381429221666,378,0.01171875,0.23304506144742831,False
production__fr_estimated__b2_h1_w2_n10_a1.5__seed2__N1024__T120000__b1d6894b7931,production,fr_estimated,b2_h1_w2_n10_a1.5,2.0,1.0,2.0,10,100,1.5,2.0,2,120000,1024,0.012585525633367137,0.08061146367751014,12.095916619561747,58.56835273811797,0.011689731089134044,0.060843229114902087,74796279.14285715,68198200.0,65647043.3,81641309.6,75035344.0,0.9968139699986869,0.908881020122997,0.060843229114902087,0.0701021750838584,0.5280206471999425,0.31196157940908253,0.28291224741845405,0.029485466212588286,521198,519632,1040830,519628,8.066002949852507e-05,0.00012890625,0.08259587020648967,1652,,,,208.79649542015133,208.79649542015133,352,0.017578125,0.20390282755874153,False
production__fr_estimated__b2_h1_w2_n10_a1.5__seed3__N1024__T120000__d590fce6a652,production,fr_estimated,b2_h1_w2_n10_a1.5,2.0,1.0,2.0,10,100,1.5,2.0,3,120000,1024,0.013872185482713822,0.07549500567062636,11.638341840894533,56.9920740251295,0.012421719514225608,0.07191446912252326,74591312.57142857,67336800.0,65411301.5,82043570.4,74767184.0,0.9976477457199481,0.9006197157298315,0.07191446912252326,0.08493614439014384,0.5390054899327843,0.32812898414138725,0.30453333771949676,0.04170402882064957,518782,517184,1035966,517173,8.437078146092695e-05,0.000158203125,0.0863956802159892,1728,,,,203.527950310559,203.2124031007752,360,0.025390625,0.19875776397515527,False
production__fr_estimated__b2_h2_w2_n10_a1.5__seed0__N1024__T120000__45eff0bca4e3,production,fr_estimated,b2_h2_w2_n10_a1.5,2.0,2.0,2.0,10,100,1.5,4.0,0,120000,1024,0.014857499218630641,0.060073087769514845,14.552566091038418,68.65093998899229,0.00713615219994112,0.05610624374960419,74563290.42857143,68053128.0,66672472.2,83197571.2,75042272.0,0.9936171765771089,0.9068639073187976,0.05610624374960419,0.10578401558875247,0.7742611347102198,0.4276550926201298,0.7581626506730464,0.060729616295330795,511994,510466,1022460,510460,7.733988300584971e-05,0.000171875,0.0791960401979901,1584,,,,226.27880880448856,226.27880880448856,379,0.0224609375,0.22097539922313336,False
production__fr_estimated__b2_h2_w2_n10_a1.5__seed1__N1024__T120000__c7acc7e7acca,production,fr_estimated,b2_h2_w2_n10_a1.5,2.0,2.0,2.0,10,100,1.5,4.0,1,120000,1024,0.01699208277993218,0.06702350583306395,15.443848735136399,63.053733777757074,0.010136639209505818,0.07363161132128675,74040146.71428572,67222488.0,66711687.0,83951195.6,74126228.0,0.9988387202743638,0.9068650842452148,0.07363161132128675,0.08946899291430827,0.8127379373971345,0.4541665094114359,0.8498899047891303,0.047406802960602325,506146,504553,1010699,504548,7.748636005699715e-05,0.0001328125,0.07934603269836508,1587,,,,215.04840032813783,215.04840032813783,371,0.0146484375,0.2100082034454471,False
production__fr_estimated__b2_h2_w2_n10_a1.5__seed2__N1024__T120000__cf1b5ac213a4,production,fr_estimated,b2_h2_w2_n10_a1.5,2.0,2.0,2.0,10,100,1.5,4.0,2,120000,1024,0.015151061233329004,0.06095623616775774,15.126488314722433,60.69284071656419,0.008775208474010478,0.06133939069262799,74697221.85714285,67231456.0,66366268.2,83628756.0,74777960.0,0.9989202949257088,0.8990811731157149,0.06133939069262799,0.09104061297625995,0.818773345736255,0.4548497730904303,0.8411651326760002,0.045762142876186934,509937,508301,1018238,508298,7.753518574071297e-05,0.000158203125,0.07939603019849008,1588,,,,220.2890756302521,220.2890756302521,383,0.015625,0.21512605042016808,False
production__fr_estimated__b2_h2_w2_n10_a1.5__seed3__N1024__T120000__9dc9beda58fc,production,fr_estimated,b2_h2_w2_n10_a1.5,2.0,2.0,2.0,10,100,1.5,4.0,3,120000,1024,0.019852132279241267,0.06522252342330895,16.72877462937824,64.40638737352262,0.012028536289444312,0.08017757313929028,74553679.21428572,66430212.0,64621131.7,85375193.6,74724756.0,0.997710574180874,0.888998714161074,0.08017757313929028,0.09905287667118687,0.7820869262718517,0.4340626027486554,0.7687117381663173,0.04587458595395357,509843,508156,1017999,508154,7.777931415929203e-05,0.000126953125,0.07964601769911504,1593,,,,210.3884430176565,210.3884430176565,369,0.017578125,0.20545746388443017,False
production__fr_estimated__b2_h4_w2_n10_a1.5__seed0__N1024__T120000__93800f70b56e,production,fr_estimated,b2_h4_w2_n10_a1.5,2.0,4.0,2.0,10,100,1.5,8.0,0,120000,1024,0.025348197225021966,0.10158233410237912,28.36724498266391,105.51191175810276,0.014209305319143573,0.08443862845515425,73927028.57142857,67394472.0,68093484.6,87580893.8,73321440.0,1.0082593654929386,0.9191645990586109,0.08443862845515425,0.07056845399877967,1.1614761585091573,0.5794018335697544,2.3541366715468475,0.04146689109214713,492352,490602,982954,490600,7.719340595470226e-05,0.000150390625,0.07904604769761511,1581,,,,195.48396718866516,192.39926605504587,360,0.0185546875,0.19090231170768082,False
production__fr_estimated__b2_h4_w2_n10_a1.5__seed1__N1024__T120000__0c0693ac8bd8,production,fr_estimated,b2_h4_w2_n10_a1.5,2.0,4.0,2.0,10,100,1.5,8.0,1,120000,1024,0.024507441758639097,0.1008516037235929,25.080563592679177,97.32790289253512,0.012645185736685306,0.0822798950549223,73755520.42857143,67606904.0,68721871.9,87224602.8,73190896.0,1.0077144079308913,0.9237064675366182,0.0822798950549223,0.0924042474324594,1.1443510822612024,0.5732287638309848,2.262843612532571,0.050427675212122686,491208,489506,980714,489502,7.836522236388181e-05,0.0001484375,0.08024598770061497,1605,,,,192.68210216832048,192.68210216832048,353,0.0166015625,0.18816611539875047,False
