seed,arm,e_F_final,e_F_full_final,e_Fprime_final,e_F_integrated,ancestor_ess_final,n_replacements,gamma_final,tau_final
5100,A0,0.19099059990003317,0.18211485367049762,0.3519020287206187,33.173769361382995,256.0,0,,
5101,A0,0.17933071479297127,0.16719669747020557,0.4003343875100854,34.298598676171544,256.0,0,,
5102,A0,0.19432245366453207,0.18320689976430812,0.39764575851875783,33.307924949766324,256.0,0,,
5103,A0,0.060949567286185134,0.07190276920859441,0.17204499660285,16.739658367126946,256.0,0,,
5104,A0,0.127016334025226,0.11830996196460837,0.28736687345308815,26.32047407092911,256.0,0,,
5105,A0,0.12819202748674777,0.1180113042140595,0.3707608488195623,24.769857500011316,256.0,0,,
5106,A0,0.04920829338149306,0.051918733769682625,0.1437287830636112,19.846244725085132,256.0,0,,
5107,A0,0.1139386034398187,0.10413903008340153,0.30104587720381165,29.50648164185916,256.0,0,,
5108,A0,0.11331029196776532,0.11753245493270899,0.2335073959924511,25.510834354870294,256.0,0,,
5109,A0,0.07005629271179863,0.08873637248884708,0.14270040841086065,20.78430028240601,256.0,0,,
5110,A0,0.21202316755222703,0.20084150446945084,0.47551971987299474,34.55791327776667,256.0,0,,
5111,A0,0.11312910944178305,0.10665191312542015,0.2282003277455984,26.09882449885521,256.0,0,,
5112,A0,0.09102839335495205,0.08529481674890482,0.17609409393077038,27.579947151634165,256.0,0,,
5113,A0,0.23109362200596087,0.22696464629743404,0.4033488582304921,35.87524624992463,256.0,0,,
5114,A0,0.10554697137502368,0.09649355665951878,0.27178029359392364,26.23680261871409,256.0,0,,
5115,A0,0.2655109494557361,0.2533649222692752,0.5276331960792566,43.94816009519816,256.0,0,,
