toy,label,beta,n_steps,n_seeds,opes_best_barrier,opes_l2_f,opes_l2_fp,opes_neff,abf_l2_f,abf_l2_fp,mfr_l2_f,mfr_l2_fp,opes_vs_abf_pct,opes_vs_mfr_pct
meta,"Metastability (2D, xi=x)",4.0,100000,5,8.0,0.52604,3.60068,0.7021,0.0137,0.0718,0.0134,0.075,-3739.7,-3825.7
