toy,label,beta,n_steps,n_seeds,opes_best_barrier,opes_l2_f,opes_l2_fp,opes_neff,abf_l2_f,abf_l2_fp,mfr_l2_f,mfr_l2_fp,opes_vs_abf_pct,opes_vs_mfr_pct
eb,Entropic bottleneck,8.0,40000,5,4.0,0.32517,2.59358,0.0871,0.2098,1.827,0.0954,1.091,-55.0,-240.9
