seed,l2_f,l2_fp,neff
0,0.3262577804066646,2.5935763385580537,0.08705788963242889
1,0.32517493460037034,2.6642160045884156,0.0823984373156328
2,0.3019851652920286,2.440905873965206,0.09902126154963833
3,0.3385881402226734,2.738611549895428,0.0872517797877297
4,0.298525864815802,2.453200132771288,0.08450250966638131
