seed,l2_f,l2_fp,neff
0,0.5413362940092807,3.6431100548857476,0.7063086197032142
1,0.6326811650187754,3.893713557287821,0.6966864742501756
2,0.4445591636219542,3.3316306721629605,0.6962147466657344
3,0.5260436532996956,3.600676368259733,0.7023537092631824
4,0.3167552149604099,2.4088455501940684,0.7020638772125909
