x,F_ref,Fprime_ref,p_ref
-1.935,-0.3824293058401286,-9.143954369168323,2.0863429851982168e-08
-1.92,-0.5188743758166354,-9.048624825963486,3.6009332407306594e-08
-1.905,-0.6538847673971067,-8.952638690170096,6.179483004404744e-08
-1.8900000000000001,-0.7874495006264686,-8.855845437313171,1.054333118242012e-07
-1.875,-0.9195553512507115,-8.758096403815712,1.7884187582105683e-07
-1.86,-1.050186880986326,-8.65924510275672,3.015778401334855e-07
-1.845,-1.1793264725979145,-8.559147549094869,5.055194555841246e-07
-1.83,-1.3069543699206916,-8.457662593631508,8.422678832855161e-07
-1.815,-1.4330487229525195,-8.354652264819887,1.394757057752859e-06
-1.8,-1.5575856381255022,-8.249982117384988,2.295309995426065e-06
-1.7850000000000001,-1.680539233850841,-8.143521586600327,3.7534758032189226e-06
-1.77,-1.801881701412495,-8.035144346972151,6.0985568535150405e-06
-1.7550000000000001,-1.9215833712659103,-7.9247286740059115,9.843967600332208e-06
-1.74,-2.0396127847777796,-7.812157807672589,1.5783680006940335e-05
-1.725,-2.155936771421632,-7.697320316151021,2.5135280123356805e-05
-1.71,-2.270520531422604,-7.580110458394564,3.974990621946964e-05
-1.695,-2.3833277238226884,-7.4604285440543165,6.241691119754802e-05
-1.6800000000000002,-2.4943205599158267,-7.338181289284832,9.730083742771647e-05
-1.665,-2.603459901979976,-7.213282166960276,0.00015056049507692644
-1.6500000000000001,-2.7107053672113572,-7.085651749837807,0.00023121472517975667
-1.635,-2.8160154367441956,-6.955218045219903,0.000352336647369183
-1.62,-2.9193475696176825,-6.821916819687255,0.0005326772119523481
-1.605,-3.020658321530691,-6.6856919124982905,0.0007988383758566162
-1.59,-3.1199034682038445,-6.546495536279823,0.001188133929649808
-1.575,-3.21703813314823,-6.404288563665634,0.0017522884331532978
-1.56,-3.31201691962009,-6.259040798575516,0.002562126955810612
-1.5450000000000002,-3.404794046521567,-6.1107312308665875,0.0037133939258533004
-1.53,-3.4953234879888058,-5.959348273131433,0.00533380053006152
-1.5150000000000001,-3.5835591163907408,-5.804889978463723,0.007591327996696507
-1.5,-3.6694548484445253,-5.6473642380613915,0.010703699944952998
-1.485,-3.752964794137018,-5.4867889575906315,0.014948773460789553
-1.47,-3.83404340812604,-5.323192211290096,0.02067538184515534
-1.455,-3.9126456432801806,-5.156612372854733,0.028313894341262337
-1.44,-3.9887271060020764,-4.98709822220162,0.03838545075366442
-1.425,-4.06224421296704,-4.814709027286863,0.05150850445240392
-1.4100000000000001,-4.133154348897037,-4.63951460021197,0.06840100193915814
-1.395,-4.201416024979064,-4.461595326931093,0.08987629070786621
-1.3800000000000001,-4.266989037527276,-4.2810421699460015,0.11683074076838748
-1.365,-4.329834626479539,-4.097956643453874,0.15022115622175214
-1.35,-4.389915633311715,-3.912450760494054,0.19103040625202838
-1.335,-4.447196657946775,-3.724646951722678,0.24022036965733945
-1.32,-4.50164421423088,-3.5346779555294154,0.298672284574715
-1.3050000000000002,-4.553226883545006,-3.342686679297147,0.36711590342616285
-1.29,-4.601915466118267,-3.148826031693778,0.4460503962173162
-1.2750000000000001,-4.647683129608175,-2.9532587259747114,0.5356615877831413
-1.26,-4.690505554513389,-2.756157054364796,0.6357416659555587
-1.245,-4.730361075986232,-2.557702633679462,0.7456187280220901
-1.23,-4.767230821615324,-2.358086122435992,0.8641042002104853
-1.215,-4.801098844753153,-2.15750690979735,0.9894660519618029
