sweep,method,target_mode,seed,beta,m,H,omega_out,omega_in,s,phi,B0,gamma,N,dt,n_steps,fr_every,target_ema_rate,score_clip,max_event_fraction,ess_window_steps,final_l2_f,final_l2_fp,int_l2_f,int_l2_fp,final_ess,final_cross,final_occ,final_denom0,n_die,n_clone,repl_fraction,n_fr_apply,score_std,delta_f_energetic,delta_f_entropic
main,fr_uniform,uniform,17,4.0,2,0.19999999999999996,1.0,36.59823444367799,0.25,0.9,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03190073410606633,0.142384624958566,2.1740475717453767,6.478263331491032,120.0,125464.0,0.083984375,9952344.79392876,12476.0,10323.0,0.005566162109375,8000.0,0.10045444021771953,0.19999999999999996,1.8
main,fr_uniform,uniform,18,4.0,2,0.19999999999999996,1.0,36.59823444367799,0.25,0.9,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02264505526811318,0.1382054743860313,1.7153951545713335,6.18749361570293,124.0,127360.0,0.109375,10091568.968682857,12545.0,10339.0,0.0055869140625,8000.0,0.1014448978844034,0.19999999999999996,1.8
main,fr_uniform,uniform,19,4.0,2,0.19999999999999996,1.0,36.59823444367799,0.25,0.9,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02688670640065017,0.1406543317516384,2.16757887558289,6.52620310669346,135.0,125225.0,0.091796875,9968243.107426973,12412.0,10224.0,0.0055263671875,8000.0,0.10147641177936674,0.19999999999999996,1.8
main,fr_uniform,uniform,2,4.0,2,0.19999999999999996,1.0,36.59823444367799,0.25,0.9,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.019575708255425314,0.14410124190760948,1.532365934060998,6.506879680165013,108.0,125039.0,0.107421875,9955892.571543327,12499.0,10284.0,0.005562255859375,8000.0,0.10111490723823699,0.19999999999999996,1.8
main,fr_uniform,uniform,3,4.0,2,0.19999999999999996,1.0,36.59823444367799,0.25,0.9,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.025293894687192054,0.14657947133878993,1.9705395672801678,6.893522244554728,129.0,125445.0,0.08203125,9961232.017461827,12726.0,10134.0,0.0055810546875,8000.0,0.10072370941953926,0.19999999999999996,1.8
main,fr_uniform,uniform,4,4.0,2,0.19999999999999996,1.0,36.59823444367799,0.25,0.9,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03463021670549256,0.14458111705650206,2.5751745199405063,6.842737510232095,113.0,125932.0,0.09375,10037563.49945881,12632.0,10401.0,0.005623291015625,8000.0,0.10177458785431404,0.19999999999999996,1.8
main,fr_uniform,uniform,5,4.0,2,0.19999999999999996,1.0,36.59823444367799,0.25,0.9,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02281010738884243,0.14225699826846872,1.7921487365888775,6.478213678395121,106.0,125004.0,0.103515625,9929326.313458962,12781.0,10173.0,0.00560400390625,8000.0,0.10201711867920886,0.19999999999999996,1.8
main,fr_uniform,uniform,6,4.0,2,0.19999999999999996,1.0,36.59823444367799,0.25,0.9,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03230034712393192,0.14328782534948376,2.508261861073203,6.794095023923516,112.0,124596.0,0.109375,9959229.733879225,12440.0,10260.0,0.0055419921875,8000.0,0.10240015003494822,0.19999999999999996,1.8
main,fr_uniform,uniform,7,4.0,2,0.19999999999999996,1.0,36.59823444367799,0.25,0.9,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.029268837108342497,0.14977760448673993,2.222987893202445,6.997245876547391,114.0,126008.0,0.1171875,10001446.902483845,12521.0,10271.0,0.005564453125,8000.0,0.10219414008490058,0.19999999999999996,1.8
main,fr_uniform,uniform,8,4.0,2,0.19999999999999996,1.0,36.59823444367799,0.25,0.9,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.029743230026733184,0.14816790263933366,2.2615724096095713,6.80444574675903,124.0,126749.0,0.09765625,10021492.852817666,12436.0,10465.0,0.005591064453125,8000.0,0.1004893088394037,0.19999999999999996,1.8
main,fr_uniform,uniform,9,4.0,2,0.19999999999999996,1.0,36.59823444367799,0.25,0.9,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.028834574042993923,0.13945068365796678,2.0557352870209584,6.269143777704343,110.0,125992.0,0.09765625,9979800.627064303,12571.0,10168.0,0.005551513671875,8000.0,0.10133404650824661,0.19999999999999996,1.8
main,fr_uniform,uniform,0,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.0405058482012004,0.12022908044958003,1.9167683166786305,6.593380789987438,96.0,130811.0,0.095703125,10377606.0330701,17470.0,12619.0,0.007345947265625,8000.0,0.1450114723053606,2.0,0.0
main,fr_uniform,uniform,1,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.0403947590312351,0.11518659195165079,1.9346575425386159,6.657804114193825,96.0,131621.0,0.095703125,10393437.827488152,17459.0,12610.0,0.007341064453125,8000.0,0.1436438784726974,2.0,0.0
main,fr_uniform,uniform,10,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.040475416576905204,0.11436977936834347,2.0324322422637215,7.088559408253729,105.0,128546.0,0.087890625,10226295.869228687,17101.0,12584.0,0.007247314453125,8000.0,0.14215061295942152,2.0,0.0
main,fr_uniform,uniform,11,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03991824628120777,0.11169414827207717,1.9939556604454522,6.908306568757123,103.0,129324.0,0.099609375,10298117.012158124,17203.0,12358.0,0.007217041015625,8000.0,0.14001821457741812,2.0,0.0
main,fr_uniform,uniform,12,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.040465332507606006,0.1132695948077649,1.9537807217392054,6.745337491787437,84.0,129248.0,0.103515625,10343958.0580246,17355.0,12525.0,0.007294921875,8000.0,0.14598249851146786,2.0,0.0
main,fr_uniform,uniform,13,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.040260105126814834,0.1162920755661238,1.9795842874718768,7.034244618494654,105.0,131332.0,0.123046875,10352702.7204801,17761.0,12585.0,0.00740869140625,8000.0,0.14728130083638996,2.0,0.0
main,fr_uniform,uniform,14,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.040142544282369824,0.11271997235559758,1.924340390703512,6.653164723925458,93.0,128567.0,0.103515625,10266438.953885911,17258.0,12466.0,0.0072568359375,8000.0,0.14305650779941406,2.0,0.0
main,fr_uniform,uniform,15,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.039552392157345885,0.11301597901418024,1.9119083957730847,6.829222585442408,94.0,129180.0,0.09765625,10186439.600053282,17086.0,12469.0,0.007215576171875,8000.0,0.13928385101664614,2.0,0.0
main,fr_uniform,uniform,16,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03987930823890602,0.11121514621289502,1.9527649301344872,6.6674492118346915,87.0,130058.0,0.099609375,10319638.41387502,16986.0,12321.0,0.007155029296875,8000.0,0.14023225319633797,2.0,0.0
main,fr_uniform,uniform,17,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.0402868009382045,0.10526897528343336,1.9924666907709176,6.419797754675747,98.0,129148.0,0.10546875,10268121.004969778,16535.0,12246.0,0.007026611328125,8000.0,0.13729094042150553,2.0,0.0
main,fr_uniform,uniform,18,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03883535386540261,0.09991636982588414,1.93835710691449,6.363407416173059,97.0,128710.0,0.10546875,10216792.17549856,15264.0,11723.0,0.006588623046875,8000.0,0.1246872336717808,2.0,0.0
main,fr_uniform,uniform,19,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.040855416036120876,0.1211420395218445,1.9600783758780154,7.0740534504416335,98.0,131242.0,0.103515625,10422560.697018275,18487.0,12949.0,0.0076748046875,8000.0,0.15531506980581702,2.0,0.0
main,fr_uniform,uniform,2,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.039901568026289705,0.11247465146935594,1.8836324702407903,6.487128412768184,93.0,130149.0,0.1015625,10348555.136565013,17186.0,12406.0,0.007224609375,8000.0,0.1410650334787187,2.0,0.0
main,fr_uniform,uniform,3,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03948768413114001,0.11149059854711021,1.9045631308738036,6.664249254516343,98.0,130744.0,0.125,10337105.043624153,17305.0,12345.0,0.00723876953125,8000.0,0.14130495055519357,2.0,0.0
main,fr_uniform,uniform,4,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.039665423234001164,0.10254401051117568,1.9651146602060807,6.551253062971149,100.0,128415.0,0.087890625,10229833.992373299,15824.0,11856.0,0.0067578125,8000.0,0.12815259156025272,2.0,0.0
main,fr_uniform,uniform,5,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.03976983756121259,0.11409389592795204,1.830397299182628,6.209085532828497,87.0,129878.0,0.09375,10332278.627864307,17400.0,12533.0,0.007307861328125,8000.0,0.14346542622290462,2.0,0.0
main,fr_uniform,uniform,6,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.04015290131738826,0.10566536126438678,1.9499318736855384,6.39191537536121,98.0,128994.0,0.095703125,10243440.432667896,15743.0,12171.0,0.00681494140625,8000.0,0.12914539408598696,2.0,0.0
main,fr_uniform,uniform,7,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.040019391314883995,0.11348576125997009,1.9637631969559874,6.831201712326597,95.0,129004.0,0.10546875,10277609.043621654,17317.0,12304.0,0.007231689453125,8000.0,0.14344475213822205,2.0,0.0
main,fr_uniform,uniform,8,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.04023967526602914,0.11916747388597777,1.9215087172920653,7.007248014664343,102.0,130840.0,0.09375,10350491.210626876,17947.0,12740.0,0.007491943359375,8000.0,0.1483851855435658,2.0,0.0
main,fr_uniform,uniform,9,4.0,2,2.0,1.0,1.0,0.25,0.0,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.040630105801917095,0.1126171734989578,1.9531577850320168,6.556646341167279,104.0,131203.0,0.1171875,10435323.534100166,17721.0,12051.0,0.0072685546875,8000.0,0.1455642250378592,2.0,0.0
rate,abf,none,0,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.023552802289104963,0.07525682535708145,2.436897740872814,5.335777330886275,512.0,112469.0,0.0859375,8935419.78055274,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,1,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02198466903267153,0.06925539410514911,2.8430670503564497,5.273662304467168,512.0,110784.0,0.09375,8789408.081202451,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,10,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.028128814544599038,0.07401596680254292,2.7200615839557036,5.345019001848824,512.0,117160.0,0.076171875,9323063.143018968,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,11,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.024257032517242493,0.07266264476399066,2.508148107364594,5.132124720934828,512.0,117399.0,0.09375,9327394.973868579,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,12,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02826405164335514,0.07480103531308355,2.5839676968590455,5.178328585196239,512.0,110508.0,0.068359375,8857439.735149596,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,13,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.022971008123938732,0.06914630520197887,2.5741077225572893,4.973132015233102,512.0,114436.0,0.076171875,9071079.029169435,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,14,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02280041301916024,0.06694402684021387,2.820097836627548,5.432024696116391,512.0,113976.0,0.078125,9055145.621297354,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,15,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.01856977317169752,0.07181219817432406,2.5067321074897655,5.032879195744108,512.0,111286.0,0.078125,8857511.565488443,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,16,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.020073935840993838,0.07254966280730646,2.6558535808115336,5.391074123811029,512.0,112702.0,0.083984375,8910766.7134304,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,17,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.028936743313344344,0.07455314188671171,2.811427204010822,5.330057286268588,512.0,116697.0,0.091796875,9298847.642340628,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,18,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02638144471639211,0.07774763228508909,2.4547422658787625,4.972231511017879,512.0,112617.0,0.07421875,8948107.236391937,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,19,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.025475907719820612,0.07678452069859894,2.7237586158897926,5.375261043443654,512.0,114726.0,0.09375,9122526.870976739,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,2,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02098500040593829,0.06318487406172785,2.4392026991035562,4.987909415498267,512.0,110201.0,0.08984375,8667774.308155378,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,3,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.021122337037331428,0.06956709840511037,2.5848175340370707,5.066446870056773,512.0,114897.0,0.0859375,9064651.634270784,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,4,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.023802089196329288,0.07215514368480798,2.681018052625074,5.220748501219839,512.0,111811.0,0.083984375,8884670.163317341,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,5,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.022128457174878456,0.0723100737581169,2.7257934948413727,5.321211498000709,512.0,115018.0,0.103515625,9141940.370291445,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,6,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02493311460407262,0.07046575244176416,2.662356599842494,4.982274721752415,512.0,115312.0,0.087890625,9147501.442978812,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,7,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.021748070943592778,0.06986599145840076,2.343512319845701,4.810076861588689,512.0,118538.0,0.08984375,9309861.57876214,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,8,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.022608287590087196,0.07268056459011508,2.4330414008866823,4.9110214341910305,512.0,108762.0,0.09375,8637710.364938224,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,9,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,15.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02125275332709391,0.06930402615492512,2.5210739541235028,5.068065988909502,512.0,116169.0,0.08984375,9179123.897160927,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,0,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,1.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.019517595750407474,0.07148620190540013,2.407608716835842,5.357415649297037,512.0,113010.0,0.080078125,9001887.114811497,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,1,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,1.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02166345919045574,0.07145062249222119,2.1378119217791323,4.635219474115447,512.0,117716.0,0.1015625,9385071.83703025,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,10,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,1.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.025144795632852632,0.07096226604090115,2.519274403974516,4.9943596244483786,512.0,114902.0,0.080078125,9199915.363646341,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,11,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,1.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.026626593933148084,0.07182676092809116,2.7629074770000006,5.3157648710562935,512.0,109969.0,0.078125,8737434.683964638,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,12,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,1.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.026996529698604225,0.07500395590161145,2.7209236836580843,5.295552287603218,512.0,111873.0,0.0703125,8942174.845131224,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,13,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,1.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.020396377686564597,0.07102878071788954,2.554883987502471,5.10777609213471,512.0,113627.0,0.080078125,8972657.502738668,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,14,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,1.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.022434285899744496,0.06978399112170756,2.4652336014989573,4.963303388663646,512.0,124886.0,0.078125,9915271.301588066,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,15,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,1.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.021875685175729777,0.06723626375446026,2.535197932769545,4.844294001171311,512.0,113137.0,0.103515625,9010118.721687255,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,16,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,1.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02436508865777858,0.07078377661576671,2.637884940128516,4.959846353888786,512.0,111864.0,0.10546875,8866158.570698136,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,17,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,1.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.025433675906851503,0.0747504166707305,2.8606964833806163,5.28113642708116,512.0,119216.0,0.1015625,9502973.66204949,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,18,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,1.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.026128847501072642,0.0743025543972733,2.511151411666651,5.017718554775263,512.0,116119.0,0.09765625,9178818.181092814,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,19,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,1.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.024950411624551225,0.07473201632259507,2.7815419116215825,5.523488086262578,512.0,113340.0,0.078125,9126028.557018518,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,2,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,1.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.021567943317978924,0.07342107362407413,2.7306322718779867,5.378636473306384,512.0,117706.0,0.09375,9289920.20616948,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,3,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,1.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.024324594144588225,0.07506702477198648,2.623408932609074,5.31308625160932,512.0,113491.0,0.091796875,9037564.855288606,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,4,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,1.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02601729421703936,0.07649452122378003,2.688118172623552,5.320443763028861,512.0,116033.0,0.09765625,9268622.426254658,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,5,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,1.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.01971820833776361,0.0695886724207126,2.414877685128941,5.139788881261859,512.0,112984.0,0.08203125,8942630.641709264,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,6,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,1.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02368858362948688,0.06903162478922346,3.177408413096444,5.744948213755876,512.0,111600.0,0.09375,8829049.524566859,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,7,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,1.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.028602130616248347,0.07588200689660601,2.9957288872785783,5.7495186220122125,512.0,110301.0,0.095703125,8814370.778498393,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,8,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,1.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.026917767465568492,0.07261063145835461,2.764531428315874,5.2774862109193545,512.0,111385.0,0.083984375,8930827.57699343,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,9,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,1.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.028178133604299403,0.07435107127296198,2.8634020427559657,5.497379664884699,512.0,116696.0,0.109375,9217551.49934026,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,0,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,30.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.027103810669929587,0.0746674895768295,3.0737196490605845,5.785474273305368,512.0,114444.0,0.087890625,9072540.832140801,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,1,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,30.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02286407453223575,0.07430837041892428,2.436245704146232,5.290047688063513,512.0,110868.0,0.091796875,8863004.856863832,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,10,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,30.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.025084728382142357,0.07609449411632811,2.3885020472217624,4.9351591056161235,512.0,115868.0,0.083984375,9213702.231970465,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,11,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,30.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.01985360227271691,0.07356790433527836,2.3906270281788675,4.910826286679045,512.0,112932.0,0.080078125,9009616.695059316,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,12,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,30.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.018814554364893786,0.06970928856511427,2.4878383051583706,5.303485998021406,512.0,114389.0,0.080078125,9071334.574363431,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,13,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,30.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.02533758273453691,0.07276370062350063,2.625341243300938,5.3659173827134605,512.0,112490.0,0.103515625,8986138.917699073,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,14,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,30.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.022909706120995556,0.07122676203974874,2.5393674888460804,5.229938520567189,512.0,116974.0,0.080078125,9326161.990698198,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,15,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,30.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.023820438846967364,0.07265674673081962,2.5931469692228823,5.3239684518276436,512.0,112400.0,0.107421875,8917116.154490735,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,16,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,30.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.024303665786439613,0.07506092845318593,2.940757488660913,5.558176001737843,512.0,114731.0,0.09765625,9135513.01085709,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,17,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,30.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.018832460934438435,0.0680154776681215,2.4662710551972213,5.144349843384118,512.0,113244.0,0.083984375,8949216.400521155,0.0,0.0,0.0,0.0,0.0,0.5,1.5
rate,abf,none,18,4.0,2,0.5,1.0,20.085536923187668,0.25,0.75,8.0,30.0,512,0.0005,80000,10,0.005,3.0,0.08,4000,0.016732570336731076,0.06483795287148286,2.3605445334330786,4.808013364625587,512.0,117033.0,0.08984375,9210113.613539418,0.0,0.0,0.0,0.0,0.0,0.5,1.5
