step,arm,mass_ess,n_occupied,resampled,benefit,lam,n_replacements,duplicate_pairs,cooling,ess_predicted,row,seed
10000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,0,5200
10000,A6b,0.27761177149327665,32,False,0.0,0.0,0,0.0,False,,1,5201
10000,A6b,0.22552297518391315,32,False,0.0,0.0,0,0.0,False,,2,5202
10000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,3,5203
10000,A6b,0.2768560050841067,32,False,0.0,0.0,0,0.0,False,,4,5204
10000,A6b,0.23537422919946202,32,False,0.0,0.0,0,0.0,False,,5,5205
10000,A6b,0.08783687648737264,32,False,0.0,0.0,0,0.0,False,,6,5206
10000,A6b,0.29702004487837835,32,False,0.0,0.0,0,0.0,False,,7,5207
10000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,8,5208
10000,A6b,0.133277023334189,32,False,0.0,0.0,0,0.0,False,,9,5209
10000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,10,5210
10000,A6b,0.14558136965432186,32,False,0.0,0.0,0,0.0,False,,11,5211
10000,A6b,0.15784600256676987,32,False,0.0,0.0,0,0.0,False,,12,5212
10000,A6b,0.1785566980185552,32,False,0.0,0.0,0,0.0,False,,13,5213
10000,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,14,5214
10000,A6b,0.17165393990069444,32,False,0.0,0.0,0,0.0,False,,15,5215
10500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,0,5200
10500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,1,5201
10500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,2,5202
10500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,3,5203
10500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,4,5204
10500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,5,5205
10500,A6b,0.12976261554722804,32,False,0.0,0.0,0,0.0,False,,6,5206
10500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,7,5207
10500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,8,5208
10500,A6b,0.10434992130902065,32,False,0.0,0.0,0,0.0,False,,9,5209
10500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,10,5210
10500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,11,5211
10500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,12,5212
10500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,13,5213
10500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,14,5214
10500,A6b,0.10482269493515338,32,False,0.0,0.0,0,0.0,False,,15,5215
11000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,0,5200
11000,A6b,0.1759735664788704,32,False,0.0,0.0,0,0.0,False,,1,5201
11000,A6b,0.19734656601449535,32,False,0.0,0.0,0,0.0,False,,2,5202
11000,A6b,0.0897293385568531,32,False,0.0,0.0,0,0.0,False,,3,5203
11000,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,4,5204
11000,A6b,0.14860230259858867,32,False,0.0,0.0,0,0.0,False,,5,5205
11000,A6b,0.06279122025234353,32,False,0.0,0.0,0,0.0,False,,6,5206
11000,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,7,5207
11000,A6b,0.1572696655563377,32,False,0.0,0.0,0,0.0,False,,8,5208
11000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,9,5209
11000,A6b,0.21278583648359328,32,False,0.0,0.0,0,0.0,False,,10,5210
11000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,11,5211
11000,A6b,0.09944731042769542,32,False,0.0,0.0,0,0.0,False,,12,5212
11000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,13,5213
11000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,14,5214
11000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,15,5215
11500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,0,5200
11500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,1,5201
11500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,2,5202
11500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,3,5203
11500,A6b,0.15144859856113702,32,False,0.0,0.0,0,0.0,False,,4,5204
11500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,5,5205
11500,A6b,0.0702415920877617,32,False,0.0,0.0,0,0.0,False,,6,5206
11500,A6b,0.16345203186850948,32,False,0.0,0.0,0,0.0,False,,7,5207
11500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,8,5208
11500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,9,5209
11500,A6b,0.0,29,False,0.0,0.0,0,0.0,False,,10,5210
11500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,11,5211
11500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,12,5212
11500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,13,5213
11500,A6b,0.18615028648758533,32,False,0.0,0.0,0,0.0,False,,14,5214
11500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,15,5215
12000,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,0,5200
12000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,1,5201
12000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,2,5202
12000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,3,5203
12000,A6b,0.0,29,False,0.0,0.0,0,0.0,False,,4,5204
12000,A6b,0.22464626280582234,32,False,0.0,0.0,0,0.0,False,,5,5205
12000,A6b,0.08722275499894157,32,False,0.0,0.0,0,0.0,False,,6,5206
12000,A6b,0.18975351175470784,32,False,0.0,0.0,0,0.0,False,,7,5207
12000,A6b,0.14168895039145332,32,False,0.0,0.0,0,0.0,False,,8,5208
12000,A6b,0.08639738727415164,32,False,0.0,0.0,0,0.0,False,,9,5209
12000,A6b,0.0,29,False,0.0,0.0,0,0.0,False,,10,5210
12000,A6b,0.0437502101110809,32,False,0.0,0.0,0,0.0,False,,11,5211
12000,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,12,5212
12000,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,13,5213
12000,A6b,0.16371655533675084,32,False,0.0,0.0,0,0.0,False,,14,5214
12000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,15,5215
12500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,0,5200
12500,A6b,0.1486532815571223,32,False,0.0,0.0,0,0.0,False,,1,5201
12500,A6b,0.17316526814010158,32,False,0.0,0.0,0,0.0,False,,2,5202
12500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,3,5203
12500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,4,5204
12500,A6b,0.1900240468529311,32,False,0.0,0.0,0,0.0,False,,5,5205
12500,A6b,0.06364274312718142,32,False,0.0,0.0,0,0.0,False,,6,5206
12500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,7,5207
12500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,8,5208
12500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,9,5209
12500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,10,5210
12500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,11,5211
12500,A6b,0.1030687535735447,32,False,0.0,0.0,0,0.0,False,,12,5212
12500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,13,5213
12500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,14,5214
12500,A6b,0.10420837501054638,32,False,0.0,0.0,0,0.0,False,,15,5215
13000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,0,5200
13000,A6b,0.09847356034521945,32,False,0.0,0.0,0,0.0,False,,1,5201
13000,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,2,5202
13000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,3,5203
13000,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,4,5204
13000,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,5,5205
13000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,6,5206
13000,A6b,0.19861183926863177,32,False,0.0,0.0,0,0.0,False,,7,5207
13000,A6b,0.10804839029029396,32,False,0.0,0.0,0,0.0,False,,8,5208
13000,A6b,0.12483639188812334,32,False,0.0,0.0,0,0.0,False,,9,5209
13000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,10,5210
13000,A6b,0.06689198561875724,32,False,0.0,0.0,0,0.0,False,,11,5211
13000,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,12,5212
13000,A6b,0.14856838934027275,32,False,0.0,0.0,0,0.0,False,,13,5213
13000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,14,5214
13000,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,15,5215
13500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,0,5200
13500,A6b,0.16486516337331825,32,False,0.0,0.0,0,0.0,False,,1,5201
13500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,2,5202
13500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,3,5203
13500,A6b,0.22162788658562232,32,False,0.0,0.0,0,0.0,False,,4,5204
13500,A6b,0.1575096579359643,32,False,0.0,0.0,0,0.0,False,,5,5205
13500,A6b,0.14023994462272485,32,False,0.0,0.0,0,0.0,False,,6,5206
13500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,7,5207
13500,A6b,0.12047853329526406,32,False,0.0,0.0,0,0.0,False,,8,5208
13500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,9,5209
13500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,10,5210
13500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,11,5211
13500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,12,5212
13500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,13,5213
13500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,14,5214
13500,A6b,0.0,28,False,0.0,0.0,0,0.0,False,,15,5215
14000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,0,5200
14000,A6b,0.12424647211381042,32,False,0.0,0.0,0,0.0,False,,1,5201
14000,A6b,0.18299753468370145,32,False,0.0,0.0,0,0.0,False,,2,5202
14000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,3,5203
14000,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,4,5204
14000,A6b,0.0,28,False,0.0,0.0,0,0.0,False,,5,5205
14000,A6b,0.11701477242052505,32,False,0.0,0.0,0,0.0,False,,6,5206
14000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,7,5207
14000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,8,5208
14000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,9,5209
14000,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,10,5210
14000,A6b,0.09014246939499614,32,False,0.0,0.0,0,0.0,False,,11,5211
14000,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,12,5212
14000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,13,5213
14000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,14,5214
14000,A6b,0.0,29,False,0.0,0.0,0,0.0,False,,15,5215
14500,A6b,0.09210860434827224,32,False,0.0,0.0,0,0.0,False,,0,5200
14500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,1,5201
14500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,2,5202
14500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,3,5203
14500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,4,5204
14500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,5,5205
14500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,6,5206
14500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,7,5207
14500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,8,5208
14500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,9,5209
14500,A6b,0.20005071602066996,32,False,0.0,0.0,0,0.0,False,,10,5210
14500,A6b,0.058702754225437116,32,False,0.0,0.0,0,0.0,False,,11,5211
14500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,12,5212
14500,A6b,0.15487432940091753,32,False,0.0,0.0,0,0.0,False,,13,5213
14500,A6b,0.18774996147017134,32,False,0.0,0.0,0,0.0,False,,14,5214
14500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,15,5215
15000,A6b,0.06742299498777332,32,False,0.0,0.0,0,0.0,False,,0,5200
15000,A6b,0.17430049693974506,32,False,0.0,0.0,0,0.0,False,,1,5201
15000,A6b,0.12698403955194865,32,False,0.0,0.0,0,0.0,False,,2,5202
15000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,3,5203
15000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,4,5204
15000,A6b,0.0,29,False,0.0,0.0,0,0.0,False,,5,5205
15000,A6b,0.10575506231472596,32,False,0.0,0.0,0,0.0,False,,6,5206
15000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,7,5207
15000,A6b,0.08810710468302857,32,False,0.0,0.0,0,0.0,False,,8,5208
15000,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,9,5209
15000,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,10,5210
15000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,11,5211
15000,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,12,5212
15000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,13,5213
15000,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,14,5214
15000,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,15,5215
15500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,0,5200
15500,A6b,0.08721992692295771,32,False,0.0,0.0,0,0.0,False,,1,5201
15500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,2,5202
15500,A6b,0.08749917587500335,32,False,0.0,0.0,0,0.0,False,,3,5203
15500,A6b,0.20633372179864012,32,False,0.0,0.0,0,0.0,False,,4,5204
15500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,5,5205
15500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,6,5206
15500,A6b,0.13760932768834858,32,False,0.0,0.0,0,0.0,False,,7,5207
15500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,8,5208
15500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,9,5209
15500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,10,5210
15500,A6b,0.10670787378717222,32,False,0.0,0.0,0,0.0,False,,11,5211
15500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,12,5212
15500,A6b,0.14012468753953475,32,False,0.0,0.0,0,0.0,False,,13,5213
15500,A6b,0.0985704085815302,32,False,0.0,0.0,0,0.0,False,,14,5214
15500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,15,5215
16000,A6b,0.17896093191328463,32,False,0.0,0.0,0,0.0,False,,0,5200
16000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,1,5201
16000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,2,5202
16000,A6b,0.1000886639153236,32,False,0.0,0.0,0,0.0,False,,3,5203
