cell,seed,j,C,a,V_fib,V_prev,pi_star,pi_prev
K3,8000,7,127406.0,0.0003948425611381,0.010861165158631923,0.001393728618516285,0.00390625,0.00390625
K3,8000,8,130024.0,0.0004941982548528,0.009772223385321098,0.0011270214261981976,0.00390625,0.00390625
K3,8000,9,128638.0,0.0005099707143646,0.013009896739930372,0.001060547421692815,0.00390625,0.00390625
K3,8000,10,122242.0,0.0006023350264339,0.014277091645669778,0.001195526240319085,0.00390625,0.00390625
K3,8000,11,110060.0,0.0005944796779032,0.019282302426960735,0.0018300190050714567,0.00390625,0.00390625
K3,8000,12,91287.0,0.0006773010091865,0.059303581822130524,0.009490838882376606,0.00390625,0.00390625
K3,8000,13,63073.0,0.0006483694517539,3.081559448889604,0.0809284813975519,0.12352804056253766,0.00390625
K3,8000,14,57432.0,0.0007190962031104,11.419147589547167,0.083255581250996,0.36876374202956225,0.00390625
K3,8000,15,56072.0,0.0006716400359167,0.18262001103462636,0.005549602514693308,0.00390625,0.00390625
K3,8000,16,57183.0,0.0007277206082059,0.23035181068127758,0.005320097062267132,0.00390625,0.00390625
K3,8000,17,56384.0,0.0006642914303916,6.234667423308631,0.09067256216395966,0.23568956633352803,0.00390625
K3,8000,18,57742.0,0.0007031742244727,3.514616106962375,0.18444409135724393,0.1582290082113826,0.87890625
K3,8000,19,87312.0,0.0006263236351786,0.5224564293374221,0.050064267187271486,0.00390625,0.00390625
K3,8000,20,124052.0,0.000645457051911,0.1504324590547868,0.0031557436927578857,0.00390625,0.00390625
K3,8000,21,139779.0,0.0005577366502777,0.1530259837466068,0.001231870933682148,0.00390625,0.00390625
K3,8000,22,144492.0,0.0005545690905208,0.18139840619180772,0.0010566680699921928,0.00390625,0.00390625
K3,8000,23,130268.0,0.0004585304756889,0.13153137069603446,0.0011891109040194545,0.00390625,0.00390625
K3,8000,24,100235.0,0.000430510340302,0.12155850026463985,0.001978737561538645,0.00390625,0.00390625
K3,8000,25,68252.0,0.0003287051114123,0.196608374066459,0.00579461405584479,0.00390625,0.00390625
K3,8000,26,41533.0,0.0002732808012546,0.37625079209053536,0.012177954014345056,0.00390625,0.00390625
K3,8000,27,26034.0,0.0001682605574477,0.6110501768355009,0.012225869311029008,0.008320892862989588,0.00390625
K3,8000,28,22089.0,8.288047337878629e-05,0.7279462886916624,0.006035557366596094,0.00390625,0.00390625
K3,8000,29,19990.0,3.615601467227656e-06,0.6480335458035834,0.002694963004698149,0.00390625,0.00390625
K3,8000,30,16412.0,0.0,0.527435034298937,0.0017252690910986037,0.00390625,0.00390625
K3,8000,31,12247.0,0.0,0.5145073422937076,0.002098594010369683,0.00390625,0.00390625
K3,8001,0,45709.0,5.758094411151144e-32,0.3985075956955805,0.0019628317550919082,0.00390625,0.00390625
K3,8001,1,47454.0,5.640582280311324e-32,0.24543906313089434,0.0015206010478130724,0.00390625,0.00390625
K3,8001,2,53023.0,3.6156014672276936e-06,0.19231786721630642,0.0021297735317819776,0.00390625,0.00390625
K3,8001,3,65375.0,7.272868562147565e-05,0.12558318082497283,0.0030740767482838904,0.00390625,0.00390625
K3,8001,4,84558.0,0.000178412345205,0.06599504212621561,0.003535879833401515,0.00390625,0.00390625
K3,8001,5,102261.0,0.0002490952182237,0.03168747133902263,0.0029933929456641816,0.00390625,0.00390625
K3,8001,6,118160.0,0.0003528906944432,0.016507216822824144,0.001963662435766788,0.00390625,0.00390625
K3,8001,7,122027.0,0.0003948425611381,0.010861165158631923,0.001393728618516285,0.00390625,0.00390625
K3,8001,8,121826.0,0.0004941982548528,0.009772223385321098,0.0011270214261981976,0.00390625,0.00390625
K3,8001,9,118149.0,0.0005099707143646,0.013009896739930372,0.001060547421692815,0.00390625,0.00390625
K3,8001,10,117501.0,0.0006023350264339,0.014277091645669778,0.001195526240319085,0.00390625,0.00390625
K3,8001,11,102861.0,0.0005944796779032,0.019282302426960735,0.0018300190050714567,0.00390625,0.00390625
K3,8001,12,77668.0,0.0006773010091865,0.059303581822130524,0.009490838882376606,0.00390625,0.00390625
K3,8001,13,48932.0,0.0006483694517539,3.081559448889604,0.0809284813975519,0.13307777655343103,0.00390625
K3,8001,14,41516.0,0.0007190962031104,11.419147589547167,0.083255581250996,0.36669938815611147,0.00390625
K3,8001,15,42767.0,0.0006716400359167,0.18262001103462636,0.005549602514693308,0.00390625,0.00390625
K3,8001,16,42893.0,0.0007277206082059,0.23035181068127758,0.005320097062267132,0.00390625,0.00390625
K3,8001,17,46196.0,0.0006642914303916,6.234667423308631,0.09067256216395966,0.23234946699723902,0.00390625
K3,8001,18,48176.0,0.0007031742244727,3.514616106962375,0.18444409135724393,0.15849836829321853,0.8789062500000001
K3,8001,19,69471.0,0.0006263236351786,0.5224564293374221,0.050064267187271486,0.00390625,0.00390625
K3,8001,20,117774.0,0.000645457051911,0.1504324590547868,0.0031557436927578857,0.00390625,0.00390625
K3,8001,21,150839.0,0.0005577366502777,0.1530259837466068,0.001231870933682148,0.00390625,0.00390625
K3,8001,22,162318.0,0.0005545690905208,0.18139840619180772,0.0010566680699921928,0.00390625,0.00390625
K3,8001,23,147627.0,0.0004585304756889,0.13153137069603446,0.0011891109040194545,0.00390625,0.00390625
K3,8001,24,124797.0,0.000430510340302,0.12155850026463985,0.001978737561538645,0.00390625,0.00390625
K3,8001,25,89149.0,0.0003287051114123,0.196608374066459,0.00579461405584479,0.00390625,0.00390625
K3,8001,26,63776.0,0.0002732808012546,0.37625079209053536,0.012177954014345056,0.00390625,0.00390625
K3,8001,27,47128.0,0.0001682605574477,0.6110501768355009,0.012225869311029008,0.00390625,0.00390625
K3,8001,28,42502.0,8.288047337878629e-05,0.7279462886916624,0.006035557366596094,0.00390625,0.00390625
K3,8001,29,36826.0,3.615601467227656e-06,0.6480335458035834,0.002694963004698149,0.00390625,0.00390625
K3,8001,30,32040.0,0.0,0.527435034298937,0.0017252690910986037,0.00390625,0.00390625
K3,8001,31,28701.0,0.0,0.5145073422937076,0.002098594010369683,0.00390625,0.00390625
K3,8002,0,33115.0,5.758094411151144e-32,0.3985075956955805,0.0019628317550919082,0.00390625,0.00390625
K3,8002,1,42491.0,5.640582280311324e-32,0.24543906313089434,0.0015206010478130724,0.00390625,0.00390625
K3,8002,2,48921.0,3.6156014672276936e-06,0.19231786721630642,0.0021297735317819776,0.00390625,0.00390625
K3,8002,3,58827.0,7.272868562147565e-05,0.12558318082497283,0.0030740767482838904,0.00390625,0.00390625
K3,8002,4,75808.0,0.000178412345205,0.06599504212621561,0.003535879833401515,0.00390625,0.00390625
K3,8002,5,98418.0,0.0002490952182237,0.03168747133902263,0.0029933929456641816,0.00390625,0.00390625
K3,8002,6,121448.0,0.0003528906944432,0.016507216822824144,0.001963662435766788,0.00390625,0.00390625
K3,8002,7,137530.0,0.0003948425611381,0.010861165158631923,0.001393728618516285,0.00390625,0.00390625
K3,8002,8,148758.0,0.0004941982548528,0.009772223385321098,0.0011270214261981976,0.00390625,0.00390625
K3,8002,9,157474.0,0.0005099707143646,0.013009896739930372,0.001060547421692815,0.00390625,0.00390625
K3,8002,10,156122.0,0.0006023350264339,0.014277091645669778,0.001195526240319085,0.00390625,0.00390625
K3,8002,11,131076.0,0.0005944796779032,0.019282302426960735,0.0018300190050714567,0.00390625,0.00390625
K3,8002,12,84597.0,0.0006773010091865,0.059303581822130524,0.009490838882376606,0.00390625,0.00390625
K3,8002,13,45087.0,0.0006483694517539,3.081559448889604,0.0809284813975519,0.13743464983085657,0.00390625
K3,8002,14,41513.0,0.0007190962031104,11.419147589547167,0.083255581250996,0.3624407739243656,0.00390625
K3,8002,15,44931.0,0.0006716400359167,0.18262001103462636,0.005549602514693308,0.00390625,0.00390625
K3,8002,16,46450.0,0.0007277206082059,0.23035181068127758,0.005320097062267132,0.00390625,0.00390625
K3,8002,17,44913.0,0.0006642914303916,6.234667423308631,0.09067256216395966,0.23147703261615613,0.00390625
K3,8002,18,46323.0,0.0007031742244727,3.514616106962375,0.18444409135724393,0.15927254362862164,0.87890625
K3,8002,19,64200.0,0.0006263236351786,0.5224564293374221,0.050064267187271486,0.00390625,0.00390625
K3,8002,20,114353.0,0.000645457051911,0.1504324590547868,0.0031557436927578857,0.00390625,0.00390625
K3,8002,21,145377.0,0.0005577366502777,0.1530259837466068,0.001231870933682148,0.00390625,0.00390625
K3,8002,22,149613.0,0.0005545690905208,0.18139840619180772,0.0010566680699921928,0.00390625,0.00390625
K3,8002,23,138089.0,0.0004585304756889,0.13153137069603446,0.0011891109040194545,0.00390625,0.00390625
K3,8002,24,116351.0,0.000430510340302,0.12155850026463985,0.001978737561538645,0.00390625,0.00390625
K3,8002,25,84853.0,0.0003287051114123,0.196608374066459,0.00579461405584479,0.00390625,0.00390625
K3,8002,26,55395.0,0.0002732808012546,0.37625079209053536,0.012177954014345056,0.00390625,0.00390625
K3,8002,27,35291.0,0.0001682605574477,0.6110501768355009,0.012225869311029008,0.00390625,0.00390625
K3,8002,28,28287.0,8.288047337878629e-05,0.7279462886916624,0.006035557366596094,0.00390625,0.00390625
K3,8002,29,24832.0,3.615601467227656e-06,0.6480335458035834,0.002694963004698149,0.00390625,0.00390625
K3,8002,30,21243.0,0.0,0.527435034298937,0.0017252690910986037,0.00390625,0.00390625
K3,8002,31,18314.0,0.0,0.5145073422937076,0.002098594010369683,0.00390625,0.00390625
K3,8003,0,49522.0,5.758094411151144e-32,0.3985075956955805,0.0019628317550919082,0.00390625,0.00390625
K3,8003,1,54275.0,5.640582280311324e-32,0.24543906313089434,0.0015206010478130724,0.00390625,0.00390625
K3,8003,2,58148.0,3.6156014672276936e-06,0.19231786721630642,0.0021297735317819776,0.00390625,0.00390625
K3,8003,3,65189.0,7.272868562147565e-05,0.12558318082497283,0.0030740767482838904,0.00390625,0.00390625
K3,8003,4,73491.0,0.000178412345205,0.06599504212621561,0.003535879833401515,0.00390625,0.00390625
K3,8003,5,89782.0,0.0002490952182237,0.03168747133902263,0.0029933929456641816,0.00390625,0.00390625
K3,8003,6,112044.0,0.0003528906944432,0.016507216822824144,0.001963662435766788,0.00390625,0.00390625
K3,8003,7,125994.0,0.0003948425611381,0.010861165158631923,0.001393728618516285,0.00390625,0.00390625
K3,8003,8,135909.0,0.0004941982548528,0.009772223385321098,0.0011270214261981976,0.00390625,0.00390625
K3,8003,9,136514.0,0.0005099707143646,0.013009896739930372,0.001060547421692815,0.00390625,0.00390625
K3,8003,10,138314.0,0.0006023350264339,0.014277091645669778,0.001195526240319085,0.00390625,0.00390625
K3,8003,11,130629.0,0.0005944796779032,0.019282302426960735,0.0018300190050714567,0.00390625,0.00390625
K3,8003,12,95938.0,0.0006773010091865,0.059303581822130524,0.009490838882376606,0.00390625,0.00390625
K3,8003,13,53257.0,0.0006483694517539,3.081559448889604,0.0809284813975519,0.13078850231027012,0.00390625
K3,8003,14,46323.0,0.0007190962031104,11.419147589547167,0.083255581250996,0.368713271995168,0.00390625
K3,8003,15,50333.0,0.0006716400359167,0.18262001103462636,0.005549602514693308,0.00390625,0.00390625
K3,8003,16,52714.0,0.0007277206082059,0.23035181068127758,0.005320097062267132,0.00390625,0.00390625
K3,8003,17,49782.0,0.0006642914303916,6.234667423308631,0.09067256216395966,0.23349055042125585,0.00390625
K3,8003,18,51986.0,0.0007031742244727,3.514616106962375,0.18444409135724393,0.15763267527330596,0.87890625
K3,8003,19,82249.0,0.0006263236351786,0.5224564293374221,0.050064267187271486,0.00390625,0.00390625
K3,8003,20,119878.0,0.000645457051911,0.1504324590547868,0.0031557436927578857,0.00390625,0.00390625
K3,8003,21,140862.0,0.0005577366502777,0.1530259837466068,0.001231870933682148,0.00390625,0.00390625
K3,8003,22,150691.0,0.0005545690905208,0.18139840619180772,0.0010566680699921928,0.00390625,0.00390625
K3,8003,23,139855.0,0.0004585304756889,0.13153137069603446,0.0011891109040194545,0.00390625,0.00390625
K3,8003,24,118111.0,0.000430510340302,0.12155850026463985,0.001978737561538645,0.00390625,0.00390625
K3,8003,25,84678.0,0.0003287051114123,0.196608374066459,0.00579461405584479,0.00390625,0.00390625
K3,8003,26,50042.0,0.0002732808012546,0.37625079209053536,0.012177954014345056,0.00390625,0.00390625
K3,8003,27,30946.0,0.0001682605574477,0.6110501768355009,0.012225869311029008,0.00390625,0.00390625
K3,8003,28,23439.0,8.288047337878629e-05,0.7279462886916624,0.006035557366596094,0.00390625,0.00390625
K3,8003,29,19369.0,3.615601467227656e-06,0.6480335458035834,0.002694963004698149,0.00390625,0.00390625
K3,8003,30,16334.0,0.0,0.527435034298937,0.0017252690910986037,0.00390625,0.00390625
K3,8003,31,13402.0,0.0,0.5145073422937076,0.002098594010369683,0.00390625,0.00390625
K3,8004,0,40160.0,5.758094411151144e-32,0.3985075956955805,0.0019628317550919082,0.00390625,0.00390625
K3,8004,1,43321.0,5.640582280311324e-32,0.24543906313089434,0.0015206010478130724,0.00390625,0.00390625
K3,8004,2,54351.0,3.6156014672276936e-06,0.19231786721630642,0.0021297735317819776,0.00390625,0.00390625
K3,8004,3,64513.0,7.272868562147565e-05,0.12558318082497283,0.0030740767482838904,0.00390625,0.00390625
K3,8004,4,74706.0,0.000178412345205,0.06599504212621561,0.003535879833401515,0.00390625,0.00390625
K3,8004,5,86848.0,0.0002490952182237,0.03168747133902263,0.0029933929456641816,0.00390625,0.00390625
K3,8004,6,99527.0,0.0003528906944432,0.016507216822824144,0.001963662435766788,0.00390625,0.00390625
K3,8004,7,109514.0,0.0003948425611381,0.010861165158631923,0.001393728618516285,0.00390625,0.00390625
K3,8004,8,125877.0,0.0004941982548528,0.009772223385321098,0.0011270214261981976,0.00390625,0.00390625
K3,8004,9,128338.0,0.0005099707143646,0.013009896739930372,0.001060547421692815,0.00390625,0.00390625
K3,8004,10,125266.0,0.0006023350264339,0.014277091645669778,0.001195526240319085,0.00390625,0.00390625
K3,8004,11,115973.0,0.0005944796779032,0.019282302426960735,0.0018300190050714567,0.00390625,0.00390625
K3,8004,12,91363.0,0.0006773010091865,0.059303581822130524,0.009490838882376606,0.00390625,0.00390625
K3,8004,13,54731.0,0.0006483694517539,3.081559448889604,0.0809284813975519,0.12701261805888525,0.00390625
K3,8004,14,50311.0,0.0007190962031104,11.419147589547167,0.083255581250996,0.3593787435270592,0.00390625
K3,8004,15,47454.0,0.0006716400359167,0.18262001103462636,0.005549602514693308,0.00390625,0.00390625
K3,8004,16,46587.0,0.0007277206082059,0.23035181068127758,0.005320097062267132,0.00390625,0.00390625
K3,8004,17,45638.0,0.0006642914303916,6.234667423308631,0.09067256216395966,0.23858208651111004,0.00390625
K3,8004,18,46353.0,0.0007031742244727,3.514616106962375,0.18444409135724393,0.1656515519029457,0.87890625
K3,8004,19,78490.0,0.0006263236351786,0.5224564293374221,0.050064267187271486,0.00390625,0.00390625
K3,8004,20,128194.0,0.000645457051911,0.1504324590547868,0.0031557436927578857,0.00390625,0.00390625
K3,8004,21,158657.0,0.0005577366502777,0.1530259837466068,0.001231870933682148,0.00390625,0.00390625
K3,8004,22,166747.0,0.0005545690905208,0.18139840619180772,0.0010566680699921928,0.00390625,0.00390625
K3,8004,23,156560.0,0.0004585304756889,0.13153137069603446,0.0011891109040194545,0.00390625,0.00390625
K3,8004,24,133331.0,0.000430510340302,0.12155850026463985,0.001978737561538645,0.00390625,0.00390625
K3,8004,25,95948.0,0.0003287051114123,0.196608374066459,0.00579461405584479,0.00390625,0.00390625
K3,8004,26,57719.0,0.0002732808012546,0.37625079209053536,0.012177954014345056,0.00390625,0.00390625
K3,8004,27,37695.0,0.0001682605574477,0.6110501768355009,0.012225869311029008,0.00390625,0.00390625
K3,8004,28,28239.0,8.288047337878629e-05,0.7279462886916624,0.006035557366596094,0.00390625,0.00390625
K3,8004,29,24082.0,3.615601467227656e-06,0.6480335458035834,0.002694963004698149,0.00390625,0.00390625
K3,8004,30,23056.0,0.0,0.527435034298937,0.0017252690910986037,0.00390625,0.00390625
K3,8004,31,20451.0,0.0,0.5145073422937076,0.002098594010369683,0.00390625,0.00390625
K3,8005,0,44246.0,5.758094411151144e-32,0.3985075956955805,0.0019628317550919082,0.00390625,0.00390625
K3,8005,1,51331.0,5.640582280311324e-32,0.24543906313089434,0.0015206010478130724,0.00390625,0.00390625
K3,8005,2,57273.0,3.6156014672276936e-06,0.19231786721630642,0.0021297735317819776,0.00390625,0.00390625
K3,8005,3,66053.0,7.272868562147565e-05,0.12558318082497283,0.0030740767482838904,0.00390625,0.00390625
K3,8005,4,74817.0,0.000178412345205,0.06599504212621561,0.003535879833401515,0.00390625,0.00390625
K3,8005,5,88156.0,0.0002490952182237,0.03168747133902263,0.0029933929456641816,0.00390625,0.00390625
K3,8005,6,108306.0,0.0003528906944432,0.016507216822824144,0.001963662435766788,0.00390625,0.00390625
K3,8005,7,121507.0,0.0003948425611381,0.010861165158631923,0.001393728618516285,0.00390625,0.00390625
K3,8005,8,127406.0,0.0004941982548528,0.009772223385321098,0.0011270214261981976,0.00390625,0.00390625
K3,8005,9,127679.0,0.0005099707143646,0.013009896739930372,0.001060547421692815,0.00390625,0.00390625
K3,8005,10,127274.0,0.0006023350264339,0.014277091645669778,0.001195526240319085,0.00390625,0.00390625
K3,8005,11,116889.0,0.0005944796779032,0.019282302426960735,0.0018300190050714567,0.00390625,0.00390625
K3,8005,12,83039.0,0.0006773010091865,0.059303581822130524,0.009490838882376606,0.00390625,0.00390625
K3,8005,13,49739.0,0.0006483694517539,3.081559448889604,0.0809284813975519,0.12896110660936794,0.00390625
K3,8005,14,44370.0,0.0007190962031104,11.419147589547167,0.083255581250996,0.3563073989384711,0.00390625
K3,8005,15,43647.0,0.0006716400359167,0.18262001103462636,0.005549602514693308,0.00390625,0.00390625
K3,8005,16,43101.0,0.0007277206082059,0.23035181068127758,0.005320097062267132,0.00390625,0.00390625
K3,8005,17,42150.0,0.0006642914303916,6.234667423308631,0.09067256216395966,0.2351722655109903,0.00390625
K3,8005,18,39393.0,0.0007031742244727,3.514616106962375,0.18444409135724393,0.17018422894117075,0.8789062500000001
K3,8005,19,68497.0,0.0006263236351786,0.5224564293374221,0.050064267187271486,0.00390625,0.00390625
K3,8005,20,119944.0,0.000645457051911,0.1504324590547868,0.0031557436927578857,0.00390625,0.00390625
K3,8005,21,150049.0,0.0005577366502777,0.1530259837466068,0.001231870933682148,0.00390625,0.00390625
K3,8005,22,165178.0,0.0005545690905208,0.18139840619180772,0.0010566680699921928,0.00390625,0.00390625
K3,8005,23,153739.0,0.0004585304756889,0.13153137069603446,0.0011891109040194545,0.00390625,0.00390625
K3,8005,24,129514.0,0.000430510340302,0.12155850026463985,0.001978737561538645,0.00390625,0.00390625
K3,8005,25,96117.0,0.0003287051114123,0.196608374066459,0.00579461405584479,0.00390625,0.00390625
K3,8005,26,64483.0,0.0002732808012546,0.37625079209053536,0.012177954014345056,0.00390625,0.00390625
K3,8005,27,42511.0,0.0001682605574477,0.6110501768355009,0.012225869311029008,0.00390625,0.00390625
K3,8005,28,34547.0,8.288047337878629e-05,0.7279462886916624,0.006035557366596094,0.00390625,0.00390625
K3,8005,29,28484.0,3.615601467227656e-06,0.6480335458035834,0.002694963004698149,0.00390625,0.00390625
K3,8005,30,26466.0,0.0,0.527435034298937,0.0017252690910986037,0.00390625,0.00390625
K3,8005,31,24095.0,0.0,0.5145073422937076,0.002098594010369683,0.00390625,0.00390625
K3,8006,0,34108.0,5.758094411151144e-32,0.3985075956955805,0.0019628317550919082,0.00390625,0.00390625
K3,8006,1,41384.0,5.640582280311324e-32,0.24543906313089434,0.0015206010478130724,0.00390625,0.00390625
K3,8006,2,52978.0,3.6156014672276936e-06,0.19231786721630642,0.0021297735317819776,0.00390625,0.00390625
K3,8006,3,63268.0,7.272868562147565e-05,0.12558318082497283,0.0030740767482838904,0.00390625,0.00390625
K3,8006,4,80835.0,0.000178412345205,0.06599504212621561,0.003535879833401515,0.00390625,0.00390625
K3,8006,5,94312.0,0.0002490952182237,0.03168747133902263,0.0029933929456641816,0.00390625,0.00390625
K3,8006,6,108855.0,0.0003528906944432,0.016507216822824144,0.001963662435766788,0.00390625,0.00390625
K3,8006,7,116484.0,0.0003948425611381,0.010861165158631923,0.001393728618516285,0.00390625,0.00390625
K3,8006,8,123549.0,0.0004941982548528,0.009772223385321098,0.0011270214261981976,0.00390625,0.00390625
K3,8006,9,129702.0,0.0005099707143646,0.013009896739930372,0.001060547421692815,0.00390625,0.00390625
K3,8006,10,126020.0,0.0006023350264339,0.014277091645669778,0.001195526240319085,0.00390625,0.00390625
K3,8006,11,112526.0,0.0005944796779032,0.019282302426960735,0.0018300190050714567,0.00390625,0.00390625
K3,8006,12,90528.0,0.0006773010091865,0.059303581822130524,0.009490838882376606,0.00390625,0.00390625
K3,8006,13,59025.0,0.0006483694517539,3.081559448889604,0.0809284813975519,0.12883806517095014,0.00390625
K3,8006,14,52791.0,0.0007190962031104,11.419147589547167,0.083255581250996,0.37353834347928205,0.00390625
K3,8006,15,59212.0,0.0006716400359167,0.18262001103462636,0.005549602514693308,0.00390625,0.00390625
K3,8006,16,61891.0,0.0007277206082059,0.23035181068127758,0.005320097062267132,0.00390625,0.00390625
K3,8006,17,55573.0,0.0006642914303916,6.234667423308631,0.09067256216395966,0.23490538180207093,0.00390625
K3,8006,18,59663.0,0.0007031742244727,3.514616106962375,0.18444409135724393,0.15334320954769692,0.8789062500000001
K3,8006,19,92246.0,0.0006263236351786,0.5224564293374221,0.050064267187271486,0.00390625,0.00390625
K3,8006,20,126765.0,0.000645457051911,0.1504324590547868,0.0031557436927578857,0.00390625,0.00390625
K3,8006,21,151273.0,0.0005577366502777,0.1530259837466068,0.001231870933682148,0.00390625,0.00390625
K3,8006,22,153214.0,0.0005545690905208,0.18139840619180772,0.0010566680699921928,0.00390625,0.00390625
K3,8006,23,139096.0,0.0004585304756889,0.13153137069603446,0.0011891109040194545,0.00390625,0.00390625
K3,8006,24,112842.0,0.000430510340302,0.12155850026463985,0.001978737561538645,0.00390625,0.00390625
K3,8006,25,79699.0,0.0003287051114123,0.196608374066459,0.00579461405584479,0.00390625,0.00390625
K3,8006,26,50556.0,0.0002732808012546,0.37625079209053536,0.012177954014345056,0.00390625,0.00390625
K3,8006,27,30179.0,0.0001682605574477,0.6110501768355009,0.012225869311029008,0.00390625,0.00390625
K3,8006,28,24219.0,8.288047337878629e-05,0.7279462886916624,0.006035557366596094,0.00390625,0.00390625
K3,8006,29,24126.0,3.615601467227656e-06,0.6480335458035834,0.002694963004698149,0.00390625,0.00390625
K3,8006,30,26071.0,0.0,0.527435034298937,0.0017252690910986037,0.00390625,0.00390625
K3,8006,31,27010.0,0.0,0.5145073422937076,0.002098594010369683,0.00390625,0.00390625
K3,8007,0,41351.0,5.758094411151144e-32,0.3985075956955805,0.0019628317550919082,0.00390625,0.00390625
K3,8007,1,45591.0,5.640582280311324e-32,0.24543906313089434,0.0015206010478130724,0.00390625,0.00390625
K3,8007,2,52270.0,3.6156014672276936e-06,0.19231786721630642,0.0021297735317819776,0.00390625,0.00390625
K3,8007,3,64460.0,7.272868562147565e-05,0.12558318082497283,0.0030740767482838904,0.00390625,0.00390625
K3,8007,4,81228.0,0.000178412345205,0.06599504212621561,0.003535879833401515,0.00390625,0.00390625
K3,8007,5,94362.0,0.0002490952182237,0.03168747133902263,0.0029933929456641816,0.00390625,0.00390625
K3,8007,6,110325.0,0.0003528906944432,0.016507216822824144,0.001963662435766788,0.00390625,0.00390625
K3,8007,7,120845.0,0.0003948425611381,0.010861165158631923,0.001393728618516285,0.00390625,0.00390625
K3,8007,8,123605.0,0.0004941982548528,0.009772223385321098,0.0011270214261981976,0.00390625,0.00390625
K3,8007,9,124632.0,0.0005099707143646,0.013009896739930372,0.001060547421692815,0.00390625,0.00390625
K3,8007,10,123566.0,0.0006023350264339,0.014277091645669778,0.001195526240319085,0.00390625,0.00390625
K3,8007,11,113990.0,0.0005944796779032,0.019282302426960735,0.0018300190050714567,0.00390625,0.00390625
K3,8007,12,88386.0,0.0006773010091865,0.059303581822130524,0.009490838882376606,0.00390625,0.00390625
K3,8007,13,53879.0,0.0006483694517539,3.081559448889604,0.0809284813975519,0.12648607749786916,0.00390625
K3,8007,14,46353.0,0.0007190962031104,11.419147589547167,0.083255581250996,0.36205921021922577,0.00390625
K3,8007,15,48888.0,0.0006716400359167,0.18262001103462636,0.005549602514693308,0.00390625,0.00390625
K3,8007,16,50155.0,0.0007277206082059,0.23035181068127758,0.005320097062267132,0.00390625,0.00390625
K3,8007,17,44158.0,0.0006642914303916,6.234667423308631,0.09067256216395966,0.23824961125482605,0.00390625
K3,8007,18,46141.0,0.0007031742244727,3.514616106962375,0.18444409135724393,0.16383010102807902,0.87890625
K3,8007,19,78923.0,0.0006263236351786,0.5224564293374221,0.050064267187271486,0.00390625,0.00390625
K3,8007,20,127060.0,0.000645457051911,0.1504324590547868,0.0031557436927578857,0.00390625,0.00390625
K3,8007,21,149771.0,0.0005577366502777,0.1530259837466068,0.001231870933682148,0.00390625,0.00390625
K3,8007,22,156232.0,0.0005545690905208,0.18139840619180772,0.0010566680699921928,0.00390625,0.00390625
K3,8007,23,144109.0,0.0004585304756889,0.13153137069603446,0.0011891109040194545,0.00390625,0.00390625
K3,8007,24,117585.0,0.000430510340302,0.12155850026463985,0.001978737561538645,0.00390625,0.00390625
K3,8007,25,87736.0,0.0003287051114123,0.196608374066459,0.00579461405584479,0.00390625,0.00390625
K3,8007,26,62902.0,0.0002732808012546,0.37625079209053536,0.012177954014345056,0.00390625,0.00390625
K3,8007,27,42905.0,0.0001682605574477,0.6110501768355009,0.012225869311029008,0.00390625,0.00390625
K3,8007,28,32528.0,8.288047337878629e-05,0.7279462886916624,0.006035557366596094,0.00390625,0.00390625
K3,8007,29,29603.0,3.615601467227656e-06,0.6480335458035834,0.002694963004698149,0.00390625,0.00390625
K3,8007,30,28437.0,0.0,0.527435034298937,0.0017252690910986037,0.00390625,0.00390625
K3,8007,31,28024.0,0.0,0.5145073422937076,0.002098594010369683,0.00390625,0.00390625
