cell,name,final_l2_F,integrated_l2_F,n_transitions,n_round_trips,final_ancestor_ess,dist_cond_tv_weighted,low_support_fraction
screen_dist_pentane_b1.2_trans_g256,abf,0.8604114560275622,48.12446180683919,4553002.5,10774.0,,0.08293139513400379,0.051630434782608696
screen_dist_pentane_b1.4_trans_g256,abf,1.0602570575857717,63.29443943801915,4915846.5,12279.0,,0.09361241019849831,0.15053763440860216
screen_dist_pentane_b1.6_trans_g256,abf,1.162564455052538,76.1854257034814,5011576.5,11707.5,,0.08720209765133932,0.1989247311827957
screen_dist_pentane_b1.8_trans_g256,abf,1.2806852602580123,87.6268148940279,4943620.5,10419.0,,0.07663506759096747,0.22192513368983957
