x,F_ref,Fprime_ref,p_ref,force_second_moment_ref,force_var_ref
-2.7,8.908424594367554,-16.36387460450502,1.511887170928433e-24,267.82665667021405,0.05026459824966878
-2.685,8.664675720541757,-16.136663212140057,4.0082476382897e-24,260.4456911210872,0.053791499052920244
-2.67,8.424304047090985,-15.913581942878814,1.0483900991838569e-23,253.29954622369615,0.057455970977514426
-2.6550000000000002,8.187247594328127,-15.694634191454089,2.7060271412787365e-23,246.38279294863466,0.06125054507492678
-2.64,7.953444346552418,-15.4798213227944,6.894297018828026e-23,239.69003418664892,0.06516600100874825
-2.625,7.722832284419232,-15.26914241401347,1.734219933729746e-22,233.21590136375303,0.06919130432794418
-2.61,7.4953494212498,-15.062593987400653,4.308066342676494e-22,226.95505119663895,0.07331356736062844
-2.595,7.27093384340089,-14.86016973648704,1.0571391849529713e-21,220.90216263490524,0.07751803769994581
-2.58,7.049523754780374,-14.661860247621046,2.5630724943416737e-21,215.05193403881205,0.08178811804177144
-2.565,6.831057525555759,-14.46765271983317,6.141516194168985e-21,209.3990806424506,0.08610542075447825
-2.55,6.61547374505832,-14.277530686088646,1.454731980526654e-20,203.93833235219287,0.09044985998994548
-2.535,6.402711278837115,-14.091473739304584,3.4071342522020306e-20,198.66443192889926,0.09479978338853812
-2.52,6.192709329764625,-13.909457266730119,7.892234797171583e-20,193.57213359946425,0.09913214447294649
-2.505,5.985407503040611,-13.731452196438543,1.808506837044725e-19,188.65620213877463,0.10342271569774653
-2.49,5.780745874883906,-13.55742475974625,4.100660529684968e-19,183.91141245701425,0.10764634083361102
-2.475,5.578665064644731,-13.38733627334175,9.202464296404356e-19,179.33254971949876,0.11177722396698186
-2.46,5.379106310014405,-13.221142944770772,2.0444345181606852e-18,174.9144100169901,0.1157892509281453
-2.4450000000000003,5.182011544956117,-13.0587957046737,4.497403778860993e-18,170.65180159390562,0.11965633750131133
-2.43,4.987323479932261,-12.900240068810248,9.798727715974868e-18,166.53954663030714,0.12335279736970506
-2.415,4.794985683961688,-12.74541603243585,2.1149235033943475e-17,162.5724835613838,0.12685372151099727
-2.4,4.604942668005742,-12.594257999026288,4.523068825044192e-17,158.74546990577713,0.13013535973948365
-2.385,4.417139969157009,-12.446694744696117,9.586937573111737e-17,155.05338556202557,0.1331754943796284
-2.37,4.231524235089656,-12.302649418944293,2.0143153192692418e-16,151.49113652115977,0.1359537957094119
-2.355,4.048043308226355,-12.162039581611687,4.1962994483619085e-16,148.05365893357575,0.13845214888635837
-2.34,3.8666463090842838,-12.02477727518012,8.66932601137649e-16,144.7359234602628,0.14065494257454247
-2.325,3.6872837182811065,-11.890769130810241,1.7765198675838456e-15,141.53293983268722,0.14254931045746844
-2.31,3.5099074567111925,-11.759916505839307,3.611637845428636e-15,138.43976154250316,0.14412531819138508
-2.295,3.334470963441099,-11.632115649867224,7.285654948632702e-15,135.45149058198692,0.14537609010093888
-2.2800000000000002,3.1609292709199925,-11.507257896076935,1.4586174228665147e-14,132.56328215877633,0.14629787195136146
-2.265,2.9892390771540187,-11.385229874084096,2.898663566063171e-14,129.77034931409133,0.14689002835436327
-2.25,2.819358814550875,-11.265913740404851,5.718867760887167e-14,127.06796738190587,0.14715497566304236
-2.235,2.651248715199986,-11.14918742257554,1.1203332058752945e-13,124.45147823718985,0.14709805347322913
-2.2199999999999998,2.4848708724128405,-11.034924873053955,2.1795915948872108e-13,121.91629429388882,0.14672733994399323
-2.205,2.3201892984043413,-10.922996329268008,4.211689246809077e-13,119.45790222718392,0.14605341798154825
-2.19,2.157169978048045,-10.813268576538613,8.084438935713624e-13,117.07186640916461,0.14508910080721193
-2.175,1.9957809186839144,-10.705605211066931,1.541740910620654e-12,114.75383206170108,0.14384912647764736
-2.16,1.8359921959953012,-10.599866900714465,2.9214122018281372e-12,112.49952814439024,0.14234983152815062
-2.145,1.6777759960016942,-10.495911641890222,5.501011201217431e-12,110.30477000839095,0.1406088140242474
-2.13,1.5211066532345454,-10.393595011460281,1.0294495152732334e-11,108.16546185824839,0.13864459599635381
-2.115,1.3659606851751993,-10.292770413184781,1.91479023814802e-11,106.07759907303767,0.13647629450565546
-2.1,1.2123168230372803,-10.193289318738538,3.540201084167666e-11,104.03727044504721,0.1341233095380545
-2.085,1.060156038971291,-10.095001503863086,6.506662586446222e-11,102.04066039861183,0.13160503561385894
-2.0700000000000003,0.9094615697576116,-9.997755280612457,1.1888892276778222e-10,100.08405125354524,0.1289406025309603
-2.055,0.7602189370372208,-9.90139772698191,2.1597446129832454e-10,98.16382559699537,0.12614864911282098
-2.04,0.6124159641082498,-9.805774915441818,3.900878841374707e-10,96.27646882460392,0.12324713229592987
-2.025,0.4660427892923633,-9.710732142037774,7.005493107474775e-10,94.41857190684296,0.12025317243742961
-2.01,0.32109187584971965,-9.616114157766662,1.2509623457756956e-09,92.58683442961689,0.11718293441644789
-1.995,0.17755801839569996,-9.521765403905382,2.2212021571472822e-09,90.77806794998652,0.1140515429770943
-1.98,0.035438345748118216,-9.427530252863995,3.921707917432363e-09,88.98919969852551,0.11087302985963277
-1.965,-0.10526767988867647,-9.333253255972243,6.885042842078436e-09,87.21727664969922,0.10766030958272665
-1.95,-0.2445582675161968,-9.238779399399458,1.2019300168955987e-08,85.45946997105888,0.1044251802910594
-1.935,-0.3824293058401286,-9.143954369168323,2.0863429851982168e-08,83.71307985126658,0.10117834583411422
-1.92,-0.5188743758166354,-9.048624825963486,3.6009332407306594e-08,81.97554069623494,0.09792945519221519
-1.905,-0.6538847673971067,-8.952638690170096,6.179483004404744e-08,80.24442667219373,0.09468715546320539
-1.8900000000000001,-0.7874495006264686,-8.855845437313171,1.054333118242012e-07,78.51745756443611,0.09145915485559897
-1.875,-0.9195553512507115,-8.758096403815712,1.7884187582105683e-07,76.79250491098378,0.08825229245407229
-1.86,-1.050186880986326,-8.65924510275672,3.015778401334855e-07,75.06759836152199,0.0850726119057299
-1.845,-1.1793264725979145,-8.559147549094869,5.055194555841246e-07,73.34093220376862,0.08192543659191642
-1.83,-1.3069543699206916,-8.457662593631508,8.422678832855161e-07,71.61087199198842,0.07881544427478104
-1.815,-1.4330487229525195,-8.354652264819887,1.394757057752859e-06,69.8759612056785,0.07574673961843814
-1.8,-1.5575856381255022,-8.249982117384988,2.295309995426065e-06,68.13492786054431,0.07272292337221131
-1.7850000000000001,-1.680539233850841,-8.143521586600327,3.7534758032189226e-06,66.38669098877644,0.06974715735093184
-1.77,-1.801881701412495,-8.035144346972151,6.0985568535150405e-06,64.63036690132999,0.06682222465147447
-1.7550000000000001,-1.9215833712659103,-7.9247286740059115,9.843967600332208e-06,62.86527514141534,0.06395058480384819
-1.74,-2.0396127847777796,-7.812157807672589,1.5783680006940335e-05,61.090944035745984,0.06113442376619105
-1.725,-2.155936771421632,-7.697320316151021,2.5135280123356805e-05,59.30711574827087,0.0583756988396118
-1.71,-2.270520531422604,-7.580110458394564,3.974990621946964e-05,57.513750740168675,0.05567617870602248
-1.695,-2.3833277238226884,-7.4604285440543165,6.241691119754802e-05,55.71103153982242,0.05303747888201116
-1.6800000000000002,-2.4943205599158267,-7.338181289284832,9.730083742771647e-05,53.89936572735098,0.05046109294097789
-1.665,-2.603459901979976,-7.213282166960276,0.00015056049507692644,52.07938804007744,0.04794841989030374
-1.6500000000000001,-2.7107053672113572,-7.085651749837807,0.00023121472517975667,50.251961508082985,0.04550078810340352
-1.635,-2.8160154367441956,-6.955218045219903,0.000352336647369183,48.41817753275606,0.043119476203493434
-1.62,-2.9193475696176825,-6.821916819687255,0.0005326772119523481,46.57935482601512,0.04080573128324971
-1.605,-3.020658321530691,-6.6856919124982905,0.0007988383758566162,44.7370371336649,0.03856078481985037
-1.59,-3.1199034682038445,-6.546495536279823,0.001188133929649808,42.89298967315155,0.03638586661989507
-1.575,-3.21703813314823,-6.404288563665634,0.0017522884331532978,41.04919422379397,0.03428221709553725
-1.56,-3.31201691962009,-6.259040798575516,0.002562126955810612,39.207842816376676,0.032251098143845525
-1.5450000000000002,-3.404794046521567,-6.1107312308665875,0.0037133939258533004,37.371329978757274,0.030293802868996522
-1.53,-3.4953234879888058,-5.959348273131433,0.00533380053006152,35.542243504831646,0.028411664357051336
-1.5150000000000001,-3.5835591163907408,-5.804889978463723,0.007591327996696507,33.72335372575383,0.02660606368527141
-1.5,-3.6694548484445253,-5.6473642380613915,0.010703699944952998,31.917601274657034,0.02487843732231454
-1.485,-3.752964794137018,-5.4867889575906315,0.014948773460789553,30.12808334919045,0.023230284051962258
-1.47,-3.83404340812604,-5.323192211290096,0.02067538184515534,28.358038489872346,0.021663171532800618
-1.455,-3.9126456432801806,-5.156612372854733,0.028313894341262337,26.610829906466215,0.020178742587695808
-1.44,-3.9887271060020764,-4.98709822220162,0.03838545075366442,24.889927399186977,0.018778721300414247
-1.425,-4.06224421296704,-4.814709027286863,0.05150850445240392,23.19888793642114,0.017464918983527866
-1.4100000000000001,-4.133154348897037,-4.63951460021197,0.06840100193915814,21.541334965648744,0.016239240068706806
-1.395,-4.201416024979064,-4.461595326931093,0.08987629070786621,19.92093654925381,0.015103687960444034
-1.3800000000000001,-4.266989037527276,-4.2810421699460015,0.11683074076838748,18.341382431740055,0.01406037088408496
-1.365,-4.329834626479539,-4.097956643453874,0.15022115622175214,16.806360159380237,0.013111507752494589
-1.35,-4.389915633311715,-3.912450760494054,0.19103040625202838,15.319530387357227,0.01225943406672414
-1.335,-4.447196657946775,-3.724646951722678,0.24022036965733945,13.884501522838423,0.011506607861386797
-1.32,-4.50164421423088,-3.5346779555294154,0.298672284574715,12.504803865004723,0.010855615699114196
-1.3050000000000002,-4.553226883545006,-3.342686679297147,0.36711590342616285,11.183863414664891,0.010309178714303258
-1.29,-4.601915466118267,-3.148826031693778,0.4460503962173162,9.924975536574655,0.00987015870227026
-1.2750000000000001,-4.647683129608175,-2.9532587259747114,0.5356615877831413,8.731278666793024,0.009541564247248502
-1.26,-4.690505554513389,-2.756157054364796,0.6357416659555587,7.605728265205629,0.009326556880798975
-1.245,-4.730361075986232,-2.557702633679462,0.7456187280220901,6.551071219593005,0.009228457262148382
-1.23,-4.767230821615324,-2.358086122435992,0.8641042002104853,5.569820912198958,0.009250751373745203
-1.215,-4.801098844753153,-2.15750690979735,0.9894660519618029,4.664233162553582,0.009397096730270782
-1.2000000000000002,-4.831952252969192,-1.9561727767823363,1.1194346824439168,3.8362832612324893,0.009671328608173546
-1.185,-4.859781331216398,-1.7542995302674202,1.2512463355977987,3.0876443082136364,0.010077466317145234
-1.1700000000000002,-4.884579659307473,-1.5521106103969344,1.3817259904824477,2.419667066464017,0.010619719557272589
-1.155,-4.9063442233072045,-1.349836672110112,1.5074081083050443,1.8333615363117324,0.011302494938430163
-1.1400000000000001,-4.925075520458546,-1.1477151415859785,1.6246897590036762,1.329380449012025,0.012130402786302064
-1.125,-4.940777657272782,-0.9459897485009415,1.7300069524785997,0.9080048686962404,0.01310826442736579
-1.11,-4.953458440428281,-0.7449100350907556,1.820021947164096,0.5691320806201243,0.0142411202412136
-1.095,-4.9631294601379965,-0.5447308431094021,1.891807343867013,0.3122659303374684,0.015534238902788322
-1.08,-4.969806165662983,-0.34571177988558743,1.9430122223650554,0.13650976317540497,0.01699312842374412
-1.0650000000000002,-4.973507932668174,-0.14811666479583135,1.9719965937209922,0.040562096250704616,0.01862354986046395
-1.05,-4.974258122137368,0.04778704239292072,1.9779229653887775,0.02271513633338217,0.020431534912719367
-1.0350000000000001,-4.972084130587313,0.24172882970227508,1.9607975829267204,0.08085623623688848,0.022423409127656974
-1.02,-4.9670174313463,0.4334357358463681,1.9214584817270028,0.21247236020693736,0.024605823098254792
-1.0050000000000001,-4.9590936066912725,0.6226329658318639,1.8615123057073804,0.41465760511195077,0.02698579497136777
-0.9900000000000002,-4.9483523706700066,0.8090445169304946,1.7832263519226421,0.684123799226152,0.029570768850854523
-0.9750000000000001,-4.934837582472561,0.9923938123192004,1.6893859641231013,1.0172141741526466,0.03236869542321019
-0.96,-4.918597250260256,1.1724043391819121,1.5831298403352494,1.4099200780532604,0.03538814352068442
-0.9450000000000003,-4.899683525413388,1.3488002874006846,1.4677768364038004,1.857900669900108,0.03863845460793858
-0.9300000000000002,-4.878152687223255,1.521307184070637,1.3466574336450376,2.3565055049624433,0.0421299566575124
-0.915,-4.8540651181342,1.6896525178687962,1.2229613709516463,2.9007998911485617,0.04587426000819894
-0.8999999999999999,-4.827485269742472,1.8535663456774316,1.099610336118338,3.485592864005562,0.04988466617757403
-0.8850000000000002,-4.798481619888493,2.012781871652566,0.9791614643053685,4.105467594885545,0.05417673203233875
-0.8700000000000001,-4.767126621347518,2.1670359859296173,0.8637441157012051,4.754814011603936,0.058769047289987775
-0.855,-4.73349664284488,2.3160697460893496,0.7550293695403644,5.427863373220233,0.06368430446984874
-0.8399999999999999,-4.697671903414309,2.4596287789941838,0.6542291620855434,6.11872449947823,0.06895076902181074
-0.8250000000000002,-4.6597364015068745,2.5974635731499838,0.5621201871642567,6.821421309729718,0.07460429588863704
-0.81,-4.61977784077735,2.7293296217009515,0.47908663156538406,7.529931274219702,0.08069109032544297
-0.7949999999999999,-4.577887555169438,2.8549873626810274,0.40517549646121137,8.238224320354604,0.08727147928623502
-0.7800000000000002,-4.534160436850492,2.974201845151092,0.3401585473208278,8.940301665446663,0.09442504974650134
-0.7650000000000001,-4.4886948717874215,3.08674202601151,0.28359568070792746,9.63023396240177,0.10225762725612775
-0.75,-4.44159268940802,3.1923795709865286,0.234895523584735,10.302198042569398,0.11091071731726565
-0.7349999999999999,-4.3929591349809405,3.290886992685425,0.19337022528152614,10.950511417249707,0.1205742186235863
-0.7200000000000002,-4.342902876227702,3.3820349067971236,0.1582825270490042,11.569663553729606,0.13150344293537763
-0.7050000000000001,-4.2915360594336,3.465588122589402,0.12888419846739632,12.154342772981046,0.14404173754831007
-0.69,-4.238974435156397,3.5413002049241054,0.10444575208288447,12.699457428636572,0.1586502872410609
-0.6750000000000003,-4.185337579750542,3.6089060527091332,0.0842779610582241,13.200149833294192,0.1759469360135757
-0.6600000000000001,-4.130749246504377,3.6681119373851434,0.06774611149357569,13.651801225765004,0.19675604057761298
-0.645,-4.075337889293232,3.7185823454728264,0.05427814362169181,14.0500259723346,0.2221713122724136
-0.6299999999999999,-4.019237412109781,3.7599228932790982,0.043367908218120504,14.390653254160425,0.2536330907561588
-0.6150000000000002,-3.9625882090179623,3.791658569590491,0.034574724634988695,14.669694854593182,0.2930201462441726
-0.6000000000000001,-3.9055385695647225,3.813206681734843,0.027520312143520895,14.88329854627323,0.34275334864597795
-0.585,-3.8482465317371064,3.8238442413074853,0.02188400936445503,15.027688314640375,0.4059035328599574
-0.5700000000000003,-3.790882263385236,3.822670294055594,0.01739702354067794,15.09909569216102,0.4862875151059374
-0.5550000000000002,-3.7336310358694886,3.808565107747419,0.013836281282781549,15.093691381344312,0.5885232013932011
-0.54,-3.676696808752352,3.780150479064074,0.011018297634634164,15.007533713727009,0.7179960693586604
-0.5249999999999999,-3.6203063552012233,3.7357590163410355,0.008793347748698046,14.836560726860977,0.8806652986876369
-0.5100000000000002,-3.564713703988856,3.673425283253209,0.0070401177305654365,14.576665438905279,1.0826121272613616
-0.4950000000000001,-3.5102044351049466,3.590917906142051,0.005660927893650868,14.223907345990398,1.3292159373387875
-0.48,-3.4570990315059813,3.485837966100739,0.004577560449141976,13.774922398762753,1.6238560728534157
-0.4650000000000003,-3.405754078134767,3.3558123890389346,0.003727681243092666,13.227589532569604,1.9661127421424016
-0.4500000000000002,-3.356559688132604,3.198806615127477,0.0030618179158106206,12.58198050857516,2.3496167475918526
-0.43500000000000005,-3.309931291541891,3.0135619015045156,0.0025408412915452223,11.84154665515549,2.7599913209559777
-0.41999999999999993,-3.266294106717953,2.8001237411420936,0.0021338897842187988,11.014375667755843,3.1736827020482483
-0.40500000000000025,-3.226059527591622,2.5603710661625847,0.0018166755093601034,10.114205034587156,3.558705038144626
-0.3900000000000001,-3.18959446444687,2.298398222465372,0.0015701135395873103,9.16076858601193,3.878134196979948
-0.375,-3.1571871468804558,2.020577182330612,0.0013792207485111157,8.179074782183257,4.096342632428143
-0.3600000000000003,-3.1290152461863325,1.7351733179952915,0.00123223680921433,7.197445372900859,4.18661892941807
-0.3450000000000002,-3.1051232138494047,1.451514445205966,0.0011199263593488985,6.244553984368289,4.1376597997267055
-0.33000000000000007,-3.0854145052312445,1.1788770179501886,0.0010350276052402492,5.346124900664084,3.956373877212955
-0.31499999999999995,-3.0696609025482973,0.9253712109420973,0.0009718184103130588,4.522144815098187,3.6658329370577434
-0.30000000000000027,-3.0575267493854987,0.6971079960723231,0.0009257760453213308,3.785270953728163,3.299311395540193
-0.28500000000000014,-3.048602417773983,0.49781526198357257,0.0008933112168246177,3.140674622838396,2.892854587774623
-0.27,-3.04244005291197,0.3289056188523616,0.0008715607481389884,2.587085644506394,2.4789067383937393
-0.2549999999999999,-3.0385856484439078,0.18987033261530722,0.0008582264135425902,2.118521719354174,2.0824709761467264
-0.2400000000000002,-3.036603852955425,0.07882591229612508,0.0008514499910577351,1.726162554230779,1.7199490297814626
-0.2250000000000001,-3.036094404375957,-0.006936881695953857,0.0008497166777718016,1.3999817557237288,1.3999336353960652
-0.20999999999999996,-3.036700929806057,-0.07049440751085913,0.0008517806795923934,1.129953439889304,1.124983978398997
-0.19500000000000028,-3.0381137954288833,-0.11495742548535065,0.0008566081143385015,0.9068146696690731,0.8935994599948531
-0.18000000000000016,-3.0400689011959576,-0.14326026067562608,0.0008633334152696053,0.7224578003156146,0.7019342980267662
-0.16500000000000004,-3.0423440850993577,-0.15804823301872073,0.0008712262452318911,0.57005814322837,0.5450788992680302
-0.1499999999999999,-3.044754396848326,-0.16163483088046832,0.0008796665749232506,0.44403609680788025,0.41791027825412264
-0.13500000000000023,-3.0471470896939747,-0.15600318671555555,0.0008881260800255345,0.3399307046540325,0.31559371038862405
-0.1200000000000001,-3.049396841404155,-0.14283245704126435,0.0008961544019780524,0.2542371107968799,0.23383600001243526
-0.10499999999999998,-3.05140147138641,-0.12353584534206798,0.0009033691209368482,0.18423991017073496,0.16897880508635563
-0.0900000000000003,-3.0530782613348864,-0.09930201699512889,0.000909448526967041,0.12785964328427976,0.1179987527049789
-0.07500000000000018,-3.054360891857362,-0.07113527642607712,0.0009141264625891507,0.0835201295547784,0.078459902002564
-0.06000000000000005,-3.05519695745121,-0.03989227887945524,0.0009171886588642409,0.050038711413947466,0.04844731749975124
-0.04499999999999993,-3.0555460008712303,-0.006314533683196568,0.0009184701078839525,0.026538527242772624,0.0264986539071364
-0.03000000000000025,-3.055378003836626,0.02894318739917454,0.0009178531141954012,0.012380647241912457,0.011542939145088721
-0.015000000000000124,-3.0546722765452308,0.0652879652126293,0.0009152657518892513,0.00711359659878339,0.0028510781971778955
0.0,-3.0534166989165348,0.10216657829999999,0.0009106805269294675,0.010438009721530032,3.469446951953614e-18
0.01499999999999968,-3.0516072791962308,0.13904519138736957,0.0009041131088128205,0.02218464344512797,0.0028510781971777394
0.029999999999999805,-3.0492480091386263,0.17538996920082445,0.0008956210539929419,0.04230458044135452,0.011542939145088367
0.04499999999999993,-3.0463510088242303,0.2106476902831966,0.0008853024972829357,0.07087110332878191,0.02649865390713639
0.06000000000000005,-3.04293696805521,0.24422543547945527,0.0008732948378950032,0.10809338083488082,0.04844731749975125
0.07499999999999973,-3.0390359051123625,0.27546843302607626,0.0008597734949548129,0.15434275959640484,0.07845990200256298
0.08999999999999986,-3.0346882772408863,0.3036351735951278,0.000844950854332106,0.21019307134912119,0.11799875270497778
0.10499999999999998,-3.02994648994341,0.32786900194206803,0.000829075575737028,0.2764768875208434,0.16897880508635557
0.1200000000000001,-3.024876862612155,0.34716561364126436,0.0008124324778753511,0.35435996330735087,0.23383600001243524
0.1349999999999998,-3.0195621135529747,0.3603363433155552,0.0007953432721755671,0.44543599070264694,0.3155937103886213
0.1499999999999999,-3.014104423358326,0.3659679874804682,0.0007781684750027693,0.5518428461146268,0.41791027825412264
0.16500000000000004,-3.0086291142603576,0.3623813896187208,0.0007613108979944569,0.6763991708100252,0.5450788992680301
0.17999999999999972,-3.0032889330079575,0.34759341727562637,0.0007452212008338868,0.822755481760109,0.7019342980267613
0.19499999999999984,-2.9982688298918836,0.319290582085353,0.0007304060962617785,0.995545935803248,0.8935994599948445
0.20999999999999996,-2.993790966920057,0.274827564110859,0.0007174399306845415,1.2005141683941052,1.1249839783989968
0.2250000000000001,-2.990119444140957,0.21127003829595395,0.0007069805343067284,1.444568664477639,1.3999336353960652
0.23999999999999977,-2.9875638953714247,0.1255072443038782,0.000699790453184021,1.7357010981542056,1.7199490297814521
0.2549999999999999,-2.9864806935109076,0.014462823984692515,0.0006967649550841114,2.0826801494243385,2.0824709761467264
0.27,-2.98727010062997,-0.12457246225236153,0.0006989685571949858,2.494425036745356,2.47890673839374
0.2849999999999997,-2.990367468142983,-0.2934821053835689,0.0007076822749120914,2.9789863339549862,2.892854587774614
0.2999999999999998,-2.9962268024054985,-0.49277483947231737,0.0007244643583818005,3.5421384379571506,3.2993113955401823
0.31499999999999995,-3.005295958219297,-0.7210380543420972,0.0007512279910835845,4.185728812867182,3.6658329370577443
0.33000000000000007,-3.0179845635532443,-0.9745438613501891,0.0007903402985433963,4.906109614908292,3.9563738772129557
0.34499999999999975,-3.0346282748224036,-1.2471812886059548,0.0008447480822876691,5.693120966375513,4.137659799726704
0.3599999999999999,-3.055455309810332,-1.5308401613952842,0.0009181369801970625,6.530090529158809,4.186618929418069
0.375,-3.0805622131554555,-1.816244025730612,0.0010151322806729102,7.3950849934302845,4.0963426324281444
0.3899999999999997,-3.1099045333728688,-2.094065065865362,0.0011415513956764686,8.263242697057661,3.878134196979958
0.4049999999999998,-3.14330459916862,-2.356037909562575,0.0013047200201896764,9.10961966944063,3.55870503814464
0.41999999999999993,-3.1804741809459527,-2.5957905845420925,0.0015138662378547931,9.911811460845632,3.1736827020482536
0.43500000000000005,-3.2210463684208914,-2.8092287449045146,0.0017806091962752338,10.651757462153773,2.7599913209559785
0.44999999999999973,-3.264609767662603,-2.994473458527471,0.002119561330752547,11.31648804141734,2.3496167475918686
0.46499999999999986,-3.310739160315765,-3.15147923243893,0.0025490652374822037,11.897934094636286,1.9661127421424176
0.48,-3.359019116337981,-3.281504809500739,0.003092087850512346,12.392129887629897,1.6238560728534175
0.49499999999999966,-3.4090595225879454,-3.386584749542047,0.0037772950850731082,12.79817220316957,1.3292159373388
0.5099999999999998,-3.460503794122854,-3.4690921266532064,0.004640328929285432,13.117212310468632,1.0826121272613651
0.5249999999999999,-3.513031447986223,-3.5314258597410353,0.005725305263254499,13.351633901535346,0.8806652986876351
0.54,-3.5663569041883516,-3.5758173224640744,0.007086543428295337,13.5044655929928,0.7179960693586569
0.5549999999999997,-3.6202261339564865,-3.6042319511474186,0.008790526548155476,13.579011159065134,0.5885232013932065
0.5699999999999998,-3.674412364123235,-3.6183371374555935,0.010918073481659983,13.578651155396278,0.48628751510593915
0.585,-3.728711635126106,-3.6195110847074843,0.013566677708450431,13.506764025180313,0.4059035328599645
0.5999999999999996,-3.782938675604721,-3.6088735251348436,0.016852934224409408,13.36672146906517,0.34275334864597795
0.6149999999999998,-3.83692331770896,-3.5873254129904915,0.020914931882216,13.161923764931572,0.2930201462441726
0.6299999999999999,-3.890507523451781,-3.5555897366790985,0.025914435560131427,12.895851466333903,0.25363309075616236
0.645,-3.9435430032862318,-3.514249188872827,0.03203862128794575,12.572118673765736,0.2221713122724136
0.6599999999999997,-3.9958893631483754,-3.463778780785146,0.03950106089943247,12.194519482795046,0.19675604057761475
0.6749999999999998,-4.047412699045539,-3.404572896109135,0.048541585975760214,11.767063540934515,0.17594693601357392
0.69,-4.0979845571023965,-3.336967048324106,0.05942460139802984,11.293999368841956,0.15865028724105912
0.7050000000000001,-4.1474811840306,-3.2612549659894015,0.07243537704653645,10.779825690738848,0.1440417375483154
0.7199999999999998,-4.1957830034757,-3.177701750197128,0.08787383486768208,10.229291856141263,0.1315034429353723
0.7349999999999999,-4.242774264879941,-3.0865538360854248,0.10604538222492133,9.64738880167724,0.12057421862358808
0.75,-4.288342821958021,-2.988046414386529,0.1272484360521173,9.039332091845457,0.11091071731726565
0.7649999999999997,-4.33238000698842,-2.8824088694115133,0.15175844894383,8.410538517718289,0.10225762725612952
0.7799999999999998,-4.37478057470249,-2.7698686885510955,0.179808496458944,7.766597601562267,0.09442504974650134
0.7949999999999999,-4.415442695672438,-2.650654206081028,0.2115668152313329,7.11323919950128,0.08727147928623413
0.81,-4.45426798393135,-2.524996465100951,0.24711208346003977,6.4562982390977455,0.0806910903254483
0.8249999999999997,-4.491161547311875,-2.3931304165499876,0.28640768459525756,5.801677486505355,0.07460429588863793
0.8399999999999999,-4.52603205187031,-2.2552956223941836,0.3292766518986184,5.15530911341218,0.06895076902181252
0.855,-4.5587917939518805,-2.1117365894893485,0.375379401924714,4.523115727857961,0.06368430446985585
0.8699999999999997,-4.589356775105518,-1.9627028293296218,0.42419666387434674,3.9109714435484912,0.05876904728998866
0.8849999999999998,-4.617646776297493,-1.8084487150525714,0.47502013012935007,3.3246634870076335,0.05417673203233697
0.8999999999999999,-4.6435854288024725,-1.6492331890774317,0.526953227576698,2.769854778132089,0.04988466617757359
0.915,-4.6671002798452,-1.4853193612687958,0.5789239932752821,2.252047864968144,0.045874260008200274
0.9299999999999997,-4.688122851585255,-1.3169740274706423,0.6297113145592488,1.7765505456897561,0.04212995665751196
0.9449999999999998,-4.706588692426387,-1.1444671308006893,0.6779847851263004,1.3484434680911008,0.0386384546079388
